-130,-92
-96,-78
-68,-74
-32,-66
-28,-48
0,-52
24,-38
28,-26
36,-10
34,-4
36,-4
28,6
22,-16
20,8
10,0
14,-2
2,4
2,6
10,2
0,12
0,4
-4,12
-6,14
-6,14
-6,4
4,6
-4,14
-26,6
-14,0
-22,4
-10,2
-24,4
-38,2
-20,4
-28,4
-38,8
-34,12
-38,8
-34,8
-34,10
-48,2
-38,12
-28,6
-42,10
-48,12
-36,2
-38,14
-38,22
-44,2
-36,14
-30,12
-34,16
-36,16
-40,8
-18,6
-46,16
-36,10
-28,14
-42,10
-28,16
-46,10
-38,10
-46,8
-40,12
-46,2
-34,12
-38,6
-50,10
-38,8
-32,18
-42,8
-36,8
-38,8
-30,8
-34,10
-38,10
-32,10
-32,10
-20,2
-36,14
-36,6
-22,0
-30,18
-38,2
-26,8
-26,6
-34,4
-28,-2
-34,6
-28,4
-28,-2
-38,0
-34,2
-30,0
-38,0
-26,0
-26,-2
-28,2
-24,2
-24,12
-6,20
4,22
22,28
26,22
34,8
8,-20
-18,-8
-38,-12
-32,-16
-34,-10
-46,-18
-52,-16
-48,-16
-38,-14
-38,-12
-52,-8
-52,-10
-44,-4
-48,-8
-54,-16
-38,-18
-42,-10
-40,-8
-22,26
10,-8
92,20
202,-48
329,-120
358,7
326,60
198,52
70,128
10,196
42,238
-52,324
26,252
-6,124
-46,-4
-100,-28
-100,-36
-112,-42
-120,-48
-106,-42
-166,-50
-188,-68
-154,-62
-242,-52
-220,-68
-250,-90
-292,-88
-300,-98
-270,-108
-264,-110
-244,-120
-220,-110
-164,-114
-96,-116
-86,-106
-44,-78
28,-80
8,-50
72,-34
60,-36
58,-24
60,-12
72,-2
74,8
56,12
48,14
58,22
62,32
62,22
56,30
62,36
62,56
96,68
100,66
140,64
164,32
160,12
126,4
106,12
110,8
96,16
122,12
82,12
84,14
58,14
76,14
40,18
64,22
52,24
52,14
42,48
-56,196
-92,274
-88,344
-92,270
-56,142
-60,14
-116,-10
-142,-10
-110,-14
-124,-14
-156,-18
-122,-24
-180,-28
-210,-20
-168,-32
-230,-34
-258,-44
-256,-66
-288,-72
-238,-98
-302,-108
-254,-102
-214,-126
-216,-122
-158,-96
-100,-106
-62,-96
12,-70
20,-62
18,-46
80,-34
42,-26
62,-20
78,10
78,8
64,18
60,28
80,14
42,22
62,20
72,36
58,32
58,26
72,30
70,34
88,46
90,58
112,76
132,92
142,86
156,66
170,44
158,52
138,44
102,36
82,34
70,34
90,44
86,38
54,38
6,32
50,40
38,42
60,24
18,32
26,38
40,70
56,50
128,16
210,-76
337,-92
234,35
108,62
-20,140
-82,196
112,10
224,-86
340,-98
220,29
92,28
-36,86
-10,142
24,196
-16,256
-2,268
22,150
-32,22
-106,-16
-130,-26
-146,-38
-156,-44
-178,-44
-180,-54
-214,-48
-178,-64
-258,-64
-266,-62
-288,-70
-316,-82
-344,-94
-362,-98
-380,-112
-366,-108
-354,-124
-344,-122
-294,-114
-266,-114
-232,-104
-182,-76
-106,-72
-80,-58
-48,-40
-40,-24
0,-14
14,0
28,12
46,18
32,16
44,24
16,32
34,22
4,40
28,32
12,32
38,36
-8,44
46,30
28,60
68,58
72,78
128,54
124,48
140,10
128,16
112,14
94,16
80,12
68,10
70,16
90,26
62,24
64,20
58,30
82,18
50,20
50,16
34,14
74,38
182,-52
288,-140
354,-48
278,10
150,-4
22,72
-50,142
50,192
-56,286
0,236
-12,108
-88,-20
-130,-44
-126,-50
-158,-44
-140,-54
-128,-56
-212,-56
-192,-58
-220,-64
-212,-50
-174,-70
-250,-72
-244,-80
-218,-78
-240,-78
-210,-98
-214,-104
-226,-108
-182,-104
-140,-108
-98,-98
-64,-104
-38,-94
10,-74
28,-70
74,-70
82,-52
110,-42
106,-36
114,-18
130,-20
132,-34
110,-12
108,-20
94,-16
80,-12
90,-10
84,-10
108,-8
108,-6
116,-8
124,0
130,-8
128,-12
140,-18
118,-2
194,-4
188,-4
76,-40
-52,-90
-180,-218
50,24
134,-8
234,-110
324,-86
214,41
86,36
-42,106
-24,178
30,246
-2,344
16,316
18,188
-12,60
-84,-8
-74,-20
-102,-14
-90,-8
-90,-22
-114,-18
-122,-28
-132,-26
-182,-40
-202,-42
-228,-44
-262,-62
-280,-92
-344,-82
-308,-100
-318,-106
-284,-112
-262,-112
-210,-126
-180,-102
-88,-102
-60,-86
-16,-60
26,-62
28,-36
76,-20
82,-22
70,-2
96,4
86,14
96,12
74,14
56,14
60,18
60,30
48,22
42,20
38,32
52,32
52,32
54,56
70,62
68,88
90,90
132,80
150,54
110,34
106,26
98,26
24,24
36,10
8,20
32,22
4,28
-14,22
-30,34
-48,36
14,42
-8,52
4,44
8,64
42,20
112,-6
206,-114
316,-90
226,37
98,32
-30,104
-52,160
-6,210
-44,302
-16,292
-42,164
-76,36
-140,-6
-140,-20
-166,-20
-162,-20
-158,-22
-182,-26
-204,-26
-216,-28
-230,-38
-250,-34
-276,-44
-290,-50
-318,-52
-328,-70
-334,-76
-324,-82
-318,-90
-312,-94
-258,-88
-210,-98
-168,-86
-132,-64
-70,-64
-40,-46
-24,-32
-22,-24
14,-18
18,-2
26,-2
-4,10
34,24
48,18
28,34
24,32
26,32
8,28
36,36
44,28
26,34
64,44
62,40
56,42
86,64
102,80
142,98
152,96
166,90
170,80
174,60
142,46
128,42
98,38
86,34
72,30
96,34
106,36
70,8
12,26
16,18
22,18
26,14
-24,18
-8,16
10,34
28,54
40,18
84,4
188,-46
300,-122
354,-32
280,48
152,18
24,102
-2,148
46,200
-36,284
-10,244
-12,116
-46,-12
-160,-18
-126,-36
-136,-48
-178,-28
-140,-52
-206,-50
-190,-64
-228,-52
-276,-74
-304,-42
-248,-70
-308,-82
-344,-80
-326,-90
-306,-110
-312,-126
-354,-118
-244,-126
-222,-132
-164,-128
-118,-110
-64,-104
-30,-94
-4,-78
6,-64
30,-46
54,-32
80,-24
76,-10
78,-10
80,-8
72,2
78,-4
66,2
78,16
108,10
68,4
84,10
94,16
100,16
100,16
98,20
108,22
118,22
116,42
134,62
150,38
142,44
160,2
144,-2
116,10
114,-12
74,-14
72,-6
72,-8
64,-12
64,-6
50,0
60,-12
38,-2
44,-14
42,8
58,6
48,8
38,24
66,-2
172,-98
292,-192
182,-65
152,40
24,52
-48,124
-52,186
-58,264
-96,332
-58,254
-90,126
-142,-2
-152,-12
-148,-24
-186,-30
-134,-20
-182,-18
-222,-26
-196,-14
-226,-16
-238,-28
-246,-18
-264,-16
-260,-30
-258,-30
-292,-46
-266,-56
-288,-68
-266,-76
-268,-98
-228,-94
-196,-110
-180,-114
-122,-78
-62,-92
-40,-84
-12,-68
-30,-70
10,-60
56,-44
14,-36
48,-38
50,-26
40,-30
36,-18
40,-18
44,-16
14,-10
48,-20
70,-16
44,-14
46,-12
66,-14
56,-22
120,-12
94,-12
116,-6
130,12
154,22
162,34
178,8
186,-28
242,-30
198,-86
276,-152
186,-240
58,-270
30,8
96,-32
210,-140
280,-80
210,47
82,22
-46,74
-48,140
-18,206
-66,300
-70,282
-50,154
-66,26
-136,-12
-132,-16
-150,-20
-138,-30
-186,-26
-186,-24
-172,-28
-186,-40
-232,-36
-264,-28
-252,-42
-286,-54
-314,-56
-322,-72
-322,-76
-330,-98
-332,-80
-268,-92
-234,-104
-210,-108
-188,-116
-124,-90
-58,-92
-24,-80
12,-60
52,-50
74,-38
100,-28
98,-14
96,-8
106,-8
108,6
96,20
104,12
100,20
94,30
88,20
102,28
66,26
120,16
110,22
108,24
108,22
112,44
132,48
154,52
136,40
200,18
190,-20
108,-46
-20,-120
-148,-248
-276,-376
234,-140
334,-120
244,7
116,-12
-12,46
-38,98
-8,166
-68,240
-34,248
-36,136
-64,8
-140,-44
-144,-44
-144,-56
-168,-54
-144,-54
-170,-54
-176,-64
-180,-62
-222,-62
-240,-70
-236,-70
-252,-80
-274,-84
-274,-96
-288,-112
-274,-116
-254,-122
-232,-126
-196,-128
-160,-118
-114,-106
-58,-96
-26,-84
18,-62
50,-64
32,-36
66,-30
82,-24
84,-14
82,-14
70,-8
80,4
64,0
84,0
62,14
70,14
78,16
64,18
68,18
82,18
94,18
92,12
108,20
128,46
156,46
156,38
180,32
194,8
162,-6
178,-4
154,-18
150,-48
144,-160
142,-240
156,-232
28,-300
144,-102
271,-202
300,-75
296,52
168,42
40,136
110,194
132,274
78,358
88,304
96,176
28,48
-48,-14
-18,-18
-74,-32
-48,-38
-56,-24
-110,-30
-66,-38
-100,-26
-70,-38
-114,-38
-76,-32
-130,-42
-140,-52
-108,-52
-120,-58
-136,-58
-136,-62
-114,-76
-134,-80
-116,-80
-116,-82
-98,-100
-68,-102
-52,-94
-14,-102
-2,-84
36,-84
14,-68
72,-58
82,-42
86,-42
92,-26
114,-14
94,-20
82,-6
112,-8
62,-14
124,-4
64,4
96,-10
98,0
86,-8
82,-4
88,-12
80,2
76,-8
98,-4
54,0
80,-16
84,0
78,-2
62,-14
76,-4
40,-6
86,-2
52,-10
54,4
50,-8
40,8
50,-20
56,-2
56,0
28,-8
54,-32
36,4
82,2
14,-10
54,-2
28,-10
58,-4
40,-2
38,0
38,8
24,-16
58,-2
32,6
40,8
24,-8
34,-4
48,0
48,2
40,4
14,4
56,16
92,20
66,24
72,28
72,12
34,2
62,-8
12,-20
20,0
8,-8
4,-20
0,-24
22,2
16,0
-10,-8
-26,0
40,-6
-14,-2
-8,-4
8,4
-8,-4
4,6
2,24
20,36
210,-60
328,-140
384,-30
354,74
226,40
98,122
90,164
146,222
136,290
160,234
146,106
34,-22
-50,-26
-62,-50
-66,-34
-124,-48
-112,-52
-92,-42
-160,-48
-160,-62
-200,-68
-200,-72
-228,-74
-252,-66
-264,-60
-328,-98
-300,-96
-306,-104
-288,-152
-260,-108
-212,-84
-192,-102
-120,-122
-10,-94
-12,-84
58,-74
52,-60
110,-42
98,-42
96,-10
74,-2
130,26
154,4
116,0
108,22
150,-10
130,2
138,14
122,26
106,-12
134,-6
112,0
148,4
142,-10
96,2
140,4
122,8
142,48
124,34
174,22
124,2
132,-38
134,-74
92,53
48,-68
48,-38
58,-36
56,-28
16,-10
62,-16
-4,-26
32,-14
-18,-12
18,-26
26,-24
26,12
22,18
36,0
102,-18
229,-146
290,-138
224,-11
96,42
-32,126
-6,174
68,220
40,320
92,326
58,198
26,70
-102,-14
-140,-10
-176,-16
-156,-14
-146,-22
-196,-16
-220,-12
-218,-36
-246,-2
-266,-24
-274,-38
-286,-24
-340,-46
-358,-48
-366,-56
-372,-70
-356,-80
-330,-78
-312,-78
-272,-84
-210,-68
-172,-56
-88,-52
-72,-34
-10,-18
32,-16
38,-2
66,8
74,4
72,16
62,18
76,20
78,20
76,28
62,14
60,28
78,20
76,26
68,30
82,16
52,18
80,24
56,14
62,10
46,22
62,10
52,10
74,2
54,32
74,22
56,50
90,38
106,34
106,28
92,-2
74,8
52,-8
16,-10
20,-10
8,-4
52,-12
4,-2
8,-10
-6,-6
30,-4
26,8
8,-2
16,-2
26,6
34,40
86,-4
128,-56
255,-168
296,-92
230,35
102,16
-12,96
78,146
142,204
108,294
148,258
116,130
10,2
-90,-18
-104,-18
-114,-22
-134,-26
-142,-22
-158,-26
-162,-30
-194,-20
-196,-28
-210,-30
-230,-32
-260,-38
-294,-46
-310,-50
-326,-58
-360,-76
-362,-76
-364,-86
-342,-94
-318,-92
-286,-96
-242,-90
-188,-76
-144,-70
-102,-62
-58,-44
-26,-38
6,-34
18,-16
28,-10
32,-10
42,2
34,0
34,2
34,2
24,8
28,8
28,8
34,10
34,8
32,10
38,14
44,12
32,14
44,10
38,8
40,12
36,8
28,8
26,14
36,4
16,8
20,8
18,10
10,8
18,16
2,12
8,10
10,18
14,26
32,26
48,44
50,44
52,30
18,28
16,4
6,2
-16,2
-22,-4
-26,-6
-16,-8
-30,-2
-20,0
-32,-2
-22,-2
-28,4
-22,2
-38,0
-18,-2
-28,4
-30,-4
-24,4
-14,38
30,10
168,-58
276,-170
316,-104
232,23
104,6
16,82
88,140
172,190
128,280
182,260
146,132
88,4
-40,-10
-28,-12
-72,-26
-76,-14
-80,-24
-92,-22
-108,-28
-106,-24
-130,-30
-148,-24
-160,-32
-190,-40
-194,-40
-238,-48
-248,-62
-268,-60
-274,-76
-278,-88
-276,-86
-244,-94
-214,-96
-180,-82
-112,-76
-72,-72
-40,-60
10,-54
46,-38
64,-28
74,-30
96,-18
110,-8
106,-10
94,-6
110,2
92,-2
96,-6
88,4
98,0
96,-2
102,10
106,4
106,2
112,12
114,2
98,2
108,8
110,2
106,2
92,2
104,-2
96,4
90,-2
88,-2
82,-4
94,6
74,-10
80,-6
76,2
76,-6
74,4
92,8
112,18
118,26
116,14
76,10
84,-6
62,-8
62,-12
42,-12
52,-10
44,-20
34,-8
48,4
46,-4
48,0
32,0
50,-2
38,0
48,2
40,-2
40,-4
46,6
62,34
72,14
26,214
8,316
80,356
-14,232
-24,104
-92,-2
-106,-8
-120,-12
-114,-10
-104,-18
-134,-22
-128,-10
-170,-8
-194,-28
-134,-8
-184,-18
-248,-28
-182,-24
-174,-24
-302,-46
-244,-60
-236,-30
-332,-62
-268,-72
-300,-84
-262,-86
-246,-102
-212,-86
-192,-90
-148,-104
-110,-76
-26,-80
2,-48
-24,-46
8,-36
40,-32
36,-18
100,2
74,8
2,8
54,-8
54,0
32,4
74,-2
8,-2
114,24
62,20
50,16
48,14
76,18
66,18
80,12
74,24
102,2
68,18
100,20
54,8
94,24
54,8
86,-8
84,18
50,4
70,6
64,8
60,14
58,2
40,8
86,14
58,8
50,20
76,18
98,42
100,42
102,22
94,28
70,-2
70,2
70,-4
32,-8
56,-8
32,-8
70,-10
46,8
36,10
58,2
34,8
52,2
52,2
58,12
48,0
54,10
54,2
72,18
80,44
102,18
188,-64
315,-168
286,-60
262,67
134,40
42,112
84,154
212,-146
339,-222
228,-95
232,32
104,34
64,116
140,164
150,244
126,332
132,268
118,140
30,12
-2,-4
-18,-10
-24,-10
-60,-18
-44,-18
-58,-14
-70,-16
-76,-20
-100,-18
-106,-24
-114,-30
-140,-22
-156,-30
-160,-36
-192,-30
-210,-48
-236,-54
-230,-58
-252,-66
-262,-82
-246,-82
-228,-84
-200,-96
-170,-94
-134,-86
-74,-82
-52,-72
-16,-62
24,-56
50,-34
50,-30
76,-18
78,-12
86,-2
92,-4
80,4
88,0
70,4
76,6
70,4
70,6
98,18
66,6
72,4
80,10
90,10
88,6
80,12
82,0
82,0
80,4
84,-4
76,0
78,6
78,0
68,2
58,4
82,4
46,4
66,10
66,10
62,8
60,10
48,8
64,12
54,14
50,6
60,10
48,14
56,8
52,10
38,14
38,12
48,10
44,24
70,22
100,42
86,44
72,22
74,22
60,6
42,-4
34,-4
26,-4
40,-6
24,-14
18,-2
36,0
26,-2
12,4
18,2
30,0
22,2
26,0
20,2
36,4
38,2
20,-4
36,34
18,14
86,-58
160,-186
232,-186
112,-59
34,20
-94,82
33,136
66,196
68,302
94,324
86,196
0,68
-70,10
-90,2
-104,-8
-124,-6
-108,-4
-130,-6
-124,-12
-142,0
-130,-6
-158,-8
-180,-8
-170,-14
-202,-14
-210,-12
-238,-18
-244,-26
-256,-26
-280,-36
-292,-46
-280,-54
-292,-64
-274,-70
-258,-70
-226,-78
-168,-76
-144,-64
-92,-66
-68,-50
6,-30
0,-28
32,-22
44,-10
56,-4
58,-2
60,12
52,6
50,6
50,14
32,12
40,12
40,14
38,12
34,16
52,16
50,18
44,16
40,18
58,18
46,16
42,16
44,12
48,14
44,18
42,14
28,12
38,14
28,6
24,10
20,10
34,6
18,2
14,4
28,2
14,4
22,8
10,-4
4,0
28,6
4,-4
8,-2
12,4
24,-6
-2,-2
6,0
8,-4
20,6
20,8
58,26
60,30
62,14
26,8
16,-6
18,-6
6,-12
0,-6
-12,-12
-2,-18
-8,-12
-20,-2
-4,-6
0,-4
-12,0
0,-8
-6,0
0,2
2,-4
-20,-4
18,0
0,-8
-4,16
112,-110
220,-230
168,-103
184,24
56,16
-24,104
38,146
100,218
74,318
94,290
82,162
-40,34
-90,-4
-92,-2
-110,-6
-132,-14
-124,-14
-134,-6
-142,-12
-134,-12
-160,-12
-166,-12
-170,-10
-188,-8
-196,-18
-226,-18
-238,-24
-258,-32
-268,-30
-278,-40
-296,-58
-302,-62
-296,-68
-268,-72
-258,-76
-228,-82
-172,-78
-142,-72
-88,-58
-48,-54
-6,-32
14,-32
30,-26
54,-10
56,-6
58,-4
52,2
42,10
48,8
30,6
36,4
18,4
36,14
20,12
34,6
26,14
28,10
36,4
38,12
34,10
46,10
38,6
32,6
42,6
30,8
46,6
20,-4
50,6
20,2
32,-4
30,2
26,4
26,0
10,4
32,-2
26,-2
30,-2
20,0
34,-4
32,4
32,6
50,10
62,16
86,32
102,28
70,20
54,6
56,-6
34,-2
36,-4
32,-10
20,-6
6,-18
14,-2
24,-2
22,6
10,0
8,0
12,0
20,-4
20,0
6,-4
22,4
24,2
32,14
54,20
80,0
204,-54
268,-172
346,-122
238,5
110,10
32,86
90,124
164,178
132,282
152,290
134,162
90,34
-2,0
6,-4
-2,-8
-58,-12
-26,-12
-66,-14
-40,-16
-70,-12
-80,-12
-94,-16
-92,-16
-90,-14
-140,-22
-140,-32
-142,-20
-178,-36
-192,-42
-186,-48
-230,-56
-210,-66
-230,-70
-212,-84
-200,-90
-162,-86
-140,-82
-96,-84
-58,-72
-12,-68
20,-56
46,-50
60,-44
78,-34
108,-12
108,-20
100,-14
92,-4
122,6
104,4
88,8
80,0
124,6
82,16
104,10
96,10
106,14
96,18
108,14
98,20
100,12
92,8
102,14
116,12
88,4
90,8
84,8
98,8
78,4
88,4
68,4
86,4
80,4
72,-4
54,-2
68,-12
58,0
76,-4
42,-10
54,-6
72,-4
32,-16
64,-6
34,-8
58,-4
66,8
98,20
84,26
100,18
82,2
70,-16
62,-12
42,-12
34,-20
38,-16
30,-18
32,-12
44,-4
12,-6
42,-12
42,-8
28,0
56,-6
38,-8
16,-14
48,0
32,-8
58,36
50,-4
98,-44
200,-172
278,-186
168,-59
60,8
-54,88
73,148
-2,224
8,332
16,372
-24,244
-6,116
-90,14
37,2
-91,-2
-88,-14
-82,-10
-50,-8
-142,-12
-54,-2
-96,-22
-120,-4
-156,-8
-118,-10
-176,-24
-228,-28
-112,-22
-240,-36
-296,-44
-248,-56
-268,-48
-306,-62
-276,-72
-262,-86
-264,-78
-232,-96
-164,-88
-176,-86
-138,-82
-36,-72
-22,-54
-16,-48
22,-36
28,-20
44,-8
62,-12
32,2
28,16
72,2
16,12
10,2
52,20
22,16
10,12
22,8
44,22
22,18
26,14
56,10
16,16
6,2
0,8
26,20
30,4
26,14
-20,12
4,2
26,10
0,12
-40,-6
40,10
-24,10
0,0
-32,10
44,2
-48,10
-10,14
-12,4
-12,10
-16,28
38,46
32,44
20,50
8,32
-10,6
26,12
-54,-10
-12,20
-32,2
54,-6
112,-46
239,-174
310,-138
206,-11
82,26
-46,116
38,184
86,264
80,354
62,360
70,232
44,104
-40,-6
-32,-22
-48,-8
-10,-2
-100,-18
-98,-16
-62,-36
-74,-24
-104,-30
-38,-32
-118,-34
-70,-22
-150,-34
-150,-38
-138,-52
-142,-50
-152,-52
-144,-50
-142,-60
-116,-96
-100,-84
-78,-82
-60,-88
-28,-64
-10,-72
8,-64
10,-54
38,-56
48,-32
56,-36
56,6
46,-2
66,4
58,22
44,24
48,12
52,18
60,10
48,20
72,40
4,6
50,26
36,18
66,18
28,10
52,26
32,16
44,24
22,20
34,10
20,18
36,22
12,10
20,12
10,14
36,12
4,20
18,-2
38,10
-2,-2
14,14
18,10
2,12
8,0
8,4
14,6
-8,12
0,-2
6,4
-10,4
6,-2
2,4
0,8
10,-2
0,22
18,32
46,28
46,30
62,42
66,12
44,6
22,-6
-8,-8
6,2
-12,4
-4,-16
-22,-10
-12,14
4,-2
-24,2
-10,-2
8,-10
-6,8
20,-2
-10,2
2,-10
-8,16
52,42
12,12
56,218
44,340
26,352
8,224
-10,96
-52,2
-42,-12
-72,-22
-106,-26
-80,-36
-102,-22
-104,-24
-118,-20
-138,-28
-142,-32
-146,-34
-166,-32
-170,-34
-172,-38
-202,-40
-230,-54
-238,-58
-248,-60
-240,-70
-270,-80
-258,-92
-254,-106
-270,-112
-198,-112
-180,-114
-144,-100
-102,-104
-62,-94
-48,-80
8,-70
20,-58
52,-36
64,-34
32,-30
58,-16
72,-10
30,-8
60,-10
38,-6
58,-10
26,-6
56,-4
40,-8
50,-6
48,-10
20,-14
74,4
36,-6
44,-8
46,-12
32,-18
34,-16
46,-10
44,-10
10,-10
8,-20
40,-14
20,-14
30,-16
32,-12
8,-24
20,-16
