3130;1;1
3550;2;1
4224;3;1
4505;4;2
4000;5;2
4173;6;2
4107;7;3
4016;8;3
3891;9;3
4297;10;4
4541;11;4
5129;12;4
4905;1;1
4600;2;1
5879;3;1
5076;4;2
5463;5;2
5650;6;2
5944;7;3
5853;8;3
4862;9;3
5518;10;4
5156;11;4
4395;12;4
4456;1;1
4227;2;1
5004;3;1
4920;4;2
4015;5;2
3437;6;2
4115;7;3
4064;8;3
4561;9;3
4461;10;4
3367;11;4
3648;12;4
