attr8800,attr8801,attr8802,attr8803,attr8804,attr8805,attr8806,attr8807,attr8808,attr8809,attr8810,attr8811,attr8812,attr8813,attr8814,attr8815,attr8816,attr8817,attr8818,attr8819,attr8820,attr8821,attr8822,attr8823,attr8824,attr8825,attr8826,attr8827,attr8828,attr8829,attr8830,attr8831,attr8832,attr8833,attr8834,attr8835,attr8836,attr8837,attr8838,attr8839,attr8840
54.8027,46.8811,55.1674,46.8496,55.0748,46.9204,55.0748,46.8059,54.9603,46.8059,55.3952,46.9973,54.88,46.773,54.88,46.4976,54.3337,46.4976,55.0487,46.6809,55.0487,46.6809,54.8882,46.7507,54.8963,46.7779,54.8963,46.5199,54.6667,46.5199,54.6585,46.5612,54.447,46.6026,53.7435,46.2168,53.7435,46.6109,53.8961,46.726,0
55.1674,46.8496,55.0748,46.9204,55.0748,46.8059,54.9603,46.8059,55.3952,46.9973,54.88,46.773,54.88,46.4976,54.3337,46.4976,55.0487,46.6809,55.0487,46.6809,54.8882,46.7507,54.8963,46.7779,54.8963,46.5199,54.6667,46.5199,54.6585,46.5612,54.447,46.6026,53.7435,46.2168,53.7435,46.6109,53.8961,46.726,54.8868,46.529,0
55.0748,46.9204,55.0748,46.8059,54.9603,46.8059,55.3952,46.9973,54.88,46.773,54.88,46.4976,54.3337,46.4976,55.0487,46.6809,55.0487,46.6809,54.8882,46.7507,54.8963,46.7779,54.8963,46.5199,54.6667,46.5199,54.6585,46.5612,54.447,46.6026,53.7435,46.2168,53.7435,46.6109,53.8961,46.726,54.8868,46.529,54.8868,46.529,0
54.9603,46.8059,55.3952,46.9973,54.88,46.773,54.88,46.4976,54.3337,46.4976,55.0487,46.6809,55.0487,46.6809,54.8882,46.7507,54.8963,46.7779,54.8963,46.5199,54.6667,46.5199,54.6585,46.5612,54.447,46.6026,53.7435,46.2168,53.7435,46.6109,53.8961,46.726,54.8868,46.529,54.8868,46.529,54.8868,46.529,54.8868,46.3662,0
55.3952,46.9973,54.88,46.773,54.88,46.4976,54.3337,46.4976,55.0487,46.6809,55.0487,46.6809,54.8882,46.7507,54.8963,46.7779,54.8963,46.5199,54.6667,46.5199,54.6585,46.5612,54.447,46.6026,53.7435,46.2168,53.7435,46.6109,53.8961,46.726,54.8868,46.529,54.8868,46.529,54.8868,46.529,54.8868,46.3662,55.1848,46.3662,0
54.88,46.773,54.88,46.4976,54.3337,46.4976,55.0487,46.6809,55.0487,46.6809,54.8882,46.7507,54.8963,46.7779,54.8963,46.5199,54.6667,46.5199,54.6585,46.5612,54.447,46.6026,53.7435,46.2168,53.7435,46.6109,53.8961,46.726,54.8868,46.529,54.8868,46.529,54.8868,46.529,54.8868,46.3662,55.1848,46.3662,55.3841,46.7058,0
54.88,46.4976,54.3337,46.4976,55.0487,46.6809,55.0487,46.6809,54.8882,46.7507,54.8963,46.7779,54.8963,46.5199,54.6667,46.5199,54.6585,46.5612,54.447,46.6026,53.7435,46.2168,53.7435,46.6109,53.8961,46.726,54.8868,46.529,54.8868,46.529,54.8868,46.529,54.8868,46.3662,55.1848,46.3662,55.3841,46.7058,55.3841,46.9173,0
55.0487,46.6809,55.0487,46.6809,54.8882,46.7507,54.8963,46.7779,54.8963,46.5199,54.6667,46.5199,54.6585,46.5612,54.447,46.6026,53.7435,46.2168,53.7435,46.6109,53.8961,46.726,54.8868,46.529,54.8868,46.529,54.8868,46.529,54.8868,46.3662,55.1848,46.3662,55.3841,46.7058,55.3841,46.9173,55.4678,46.3719,54.4279,46.5775,0
55.0487,46.6809,54.8882,46.7507,54.8963,46.7779,54.8963,46.5199,54.6667,46.5199,54.6585,46.5612,54.447,46.6026,53.7435,46.2168,53.7435,46.6109,53.8961,46.726,54.8868,46.529,54.8868,46.529,54.8868,46.529,54.8868,46.3662,55.1848,46.3662,55.3841,46.7058,55.3841,46.9173,55.4678,46.3719,54.4279,46.5775,55.2665,46.9224,0
54.8882,46.7507,54.8963,46.7779,54.8963,46.5199,54.6667,46.5199,54.6585,46.5612,54.447,46.6026,53.7435,46.2168,53.7435,46.6109,53.8961,46.726,54.8868,46.529,54.8868,46.529,54.8868,46.529,54.8868,46.3662,55.1848,46.3662,55.3841,46.7058,55.3841,46.9173,55.4678,46.3719,54.4279,46.5775,55.2665,46.9224,55.2665,46.9224,0
54.8963,46.7779,54.8963,46.5199,54.6667,46.5199,54.6585,46.5612,54.447,46.6026,53.7435,46.2168,53.7435,46.6109,53.8961,46.726,54.8868,46.529,54.8868,46.529,54.8868,46.529,54.8868,46.3662,55.1848,46.3662,55.3841,46.7058,55.3841,46.9173,55.4678,46.3719,54.4279,46.5775,55.2665,46.9224,55.2665,46.9224,55.1229,47.0651,0
54.6667,46.5199,54.6585,46.5612,54.447,46.6026,53.7435,46.2168,53.7435,46.6109,53.8961,46.726,54.8868,46.529,54.8868,46.529,54.8868,46.529,54.8868,46.3662,55.1848,46.3662,55.3841,46.7058,55.3841,46.9173,55.4678,46.3719,54.4279,46.5775,55.2665,46.9224,55.2665,46.9224,55.1229,47.0651,55.4638,47.2088,55.4638,47.2088,0
54.6585,46.5612,54.447,46.6026,53.7435,46.2168,53.7435,46.6109,53.8961,46.726,54.8868,46.529,54.8868,46.529,54.8868,46.529,54.8868,46.3662,55.1848,46.3662,55.3841,46.7058,55.3841,46.9173,55.4678,46.3719,54.4279,46.5775,55.2665,46.9224,55.2665,46.9224,55.1229,47.0651,55.4638,47.2088,55.4638,47.2088,55.6253,47.2193,0
54.447,46.6026,53.7435,46.2168,53.7435,46.6109,53.8961,46.726,54.8868,46.529,54.8868,46.529,54.8868,46.529,54.8868,46.3662,55.1848,46.3662,55.3841,46.7058,55.3841,46.9173,55.4678,46.3719,54.4279,46.5775,55.2665,46.9224,55.2665,46.9224,55.1229,47.0651,55.4638,47.2088,55.4638,47.2088,55.6253,47.2193,55.5097,46.9206,0
53.7435,46.2168,53.7435,46.6109,53.8961,46.726,54.8868,46.529,54.8868,46.529,54.8868,46.529,54.8868,46.3662,55.1848,46.3662,55.3841,46.7058,55.3841,46.9173,55.4678,46.3719,54.4279,46.5775,55.2665,46.9224,55.2665,46.9224,55.1229,47.0651,55.4638,47.2088,55.4638,47.2088,55.6253,47.2193,55.5097,46.9206,55.5097,46.9206,0
53.8961,46.726,54.8868,46.529,54.8868,46.529,54.8868,46.529,54.8868,46.3662,55.1848,46.3662,55.3841,46.7058,55.3841,46.9173,55.4678,46.3719,54.4279,46.5775,55.2665,46.9224,55.2665,46.9224,55.1229,47.0651,55.4638,47.2088,55.4638,47.2088,55.6253,47.2193,55.5097,46.9206,55.5097,46.9206,55.6494,46.295,54.503,46.6904,0
54.8868,46.529,54.8868,46.529,54.8868,46.529,54.8868,46.3662,55.1848,46.3662,55.3841,46.7058,55.3841,46.9173,55.4678,46.3719,54.4279,46.5775,55.2665,46.9224,55.2665,46.9224,55.1229,47.0651,55.4638,47.2088,55.4638,47.2088,55.6253,47.2193,55.5097,46.9206,55.5097,46.9206,55.6494,46.295,54.503,46.6904,55.3104,46.6904,0
54.8868,46.529,54.8868,46.529,54.8868,46.3662,55.1848,46.3662,55.3841,46.7058,55.3841,46.9173,55.4678,46.3719,54.4279,46.5775,55.2665,46.9224,55.2665,46.9224,55.1229,47.0651,55.4638,47.2088,55.4638,47.2088,55.6253,47.2193,55.5097,46.9206,55.5097,46.9206,55.6494,46.295,54.503,46.6904,55.3104,46.6904,55.2145,46.7544,0
54.8868,46.529,54.8868,46.3662,55.1848,46.3662,55.3841,46.7058,55.3841,46.9173,55.4678,46.3719,54.4279,46.5775,55.2665,46.9224,55.2665,46.9224,55.1229,47.0651,55.4638,47.2088,55.4638,47.2088,55.6253,47.2193,55.5097,46.9206,55.5097,46.9206,55.6494,46.295,54.503,46.6904,55.3104,46.6904,55.2145,46.7544,55.5297,46.835,0
54.8868,46.3662,55.1848,46.3662,55.3841,46.7058,55.3841,46.9173,55.4678,46.3719,54.4279,46.5775,55.2665,46.9224,55.2665,46.9224,55.1229,47.0651,55.4638,47.2088,55.4638,47.2088,55.6253,47.2193,55.5097,46.9206,55.5097,46.9206,55.6494,46.295,54.503,46.6904,55.3104,46.6904,55.2145,46.7544,55.5297,46.835,55.5297,46.835,1
55.1848,46.3662,55.3841,46.7058,55.3841,46.9173,55.4678,46.3719,54.4279,46.5775,55.2665,46.9224,55.2665,46.9224,55.1229,47.0651,55.4638,47.2088,55.4638,47.2088,55.6253,47.2193,55.5097,46.9206,55.5097,46.9206,55.6494,46.295,54.503,46.6904,55.3104,46.6904,55.2145,46.7544,55.5297,46.835,55.5297,46.835,55.9835,46.8589,0
55.3841,46.7058,55.3841,46.9173,55.4678,46.3719,54.4279,46.5775,55.2665,46.9224,55.2665,46.9224,55.1229,47.0651,55.4638,47.2088,55.4638,47.2088,55.6253,47.2193,55.5097,46.9206,55.5097,46.9206,55.6494,46.295,54.503,46.6904,55.3104,46.6904,55.2145,46.7544,55.5297,46.835,55.5297,46.835,55.9835,46.8589,55.7706,46.8589,0
55.3841,46.9173,55.4678,46.3719,54.4279,46.5775,55.2665,46.9224,55.2665,46.9224,55.1229,47.0651,55.4638,47.2088,55.4638,47.2088,55.6253,47.2193,55.5097,46.9206,55.5097,46.9206,55.6494,46.295,54.503,46.6904,55.3104,46.6904,55.2145,46.7544,55.5297,46.835,55.5297,46.835,55.9835,46.8589,55.7706,46.8589,55.7706,46.8661,0
55.4678,46.3719,54.4279,46.5775,55.2665,46.9224,55.2665,46.9224,55.1229,47.0651,55.4638,47.2088,55.4638,47.2088,55.6253,47.2193,55.5097,46.9206,55.5097,46.9206,55.6494,46.295,54.503,46.6904,55.3104,46.6904,55.2145,46.7544,55.5297,46.835,55.5297,46.835,55.9835,46.8589,55.7706,46.8589,55.7706,46.8661,55.7048,46.3923,0
55.2665,46.9224,55.2665,46.9224,55.1229,47.0651,55.4638,47.2088,55.4638,47.2088,55.6253,47.2193,55.5097,46.9206,55.5097,46.9206,55.6494,46.295,54.503,46.6904,55.3104,46.6904,55.2145,46.7544,55.5297,46.835,55.5297,46.835,55.9835,46.8589,55.7706,46.8589,55.7706,46.8661,55.7048,46.3923,55.0332,46.3923,55.0332,46.3923,0
55.2665,46.9224,55.1229,47.0651,55.4638,47.2088,55.4638,47.2088,55.6253,47.2193,55.5097,46.9206,55.5097,46.9206,55.6494,46.295,54.503,46.6904,55.3104,46.6904,55.2145,46.7544,55.5297,46.835,55.5297,46.835,55.9835,46.8589,55.7706,46.8589,55.7706,46.8661,55.7048,46.3923,55.0332,46.3923,55.0332,46.3923,55.5655,46.5895,0
55.1229,47.0651,55.4638,47.2088,55.4638,47.2088,55.6253,47.2193,55.5097,46.9206,55.5097,46.9206,55.6494,46.295,54.503,46.6904,55.3104,46.6904,55.2145,46.7544,55.5297,46.835,55.5297,46.835,55.9835,46.8589,55.7706,46.8589,55.7706,46.8661,55.7048,46.3923,55.0332,46.3923,55.0332,46.3923,55.5655,46.5895,55.7527,46.8589,0
55.4638,47.2088,55.4638,47.2088,55.6253,47.2193,55.5097,46.9206,55.5097,46.9206,55.6494,46.295,54.503,46.6904,55.3104,46.6904,55.2145,46.7544,55.5297,46.835,55.5297,46.835,55.9835,46.8589,55.7706,46.8589,55.7706,46.8661,55.7048,46.3923,55.0332,46.3923,55.0332,46.3923,55.5655,46.5895,55.7527,46.8589,56.2164,46.8589,0
55.6253,47.2193,55.5097,46.9206,55.5097,46.9206,55.6494,46.295,54.503,46.6904,55.3104,46.6904,55.2145,46.7544,55.5297,46.835,55.5297,46.835,55.9835,46.8589,55.7706,46.8589,55.7706,46.8661,55.7048,46.3923,55.0332,46.3923,55.0332,46.3923,55.5655,46.5895,55.7527,46.8589,56.2164,46.8589,56.2164,46.7771,56.3027,46.7771,0
55.5097,46.9206,55.5097,46.9206,55.6494,46.295,54.503,46.6904,55.3104,46.6904,55.2145,46.7544,55.5297,46.835,55.5297,46.835,55.9835,46.8589,55.7706,46.8589,55.7706,46.8661,55.7048,46.3923,55.0332,46.3923,55.0332,46.3923,55.5655,46.5895,55.7527,46.8589,56.2164,46.8589,56.2164,46.7771,56.3027,46.7771,56.3027,46.865,0
55.5097,46.9206,55.6494,46.295,54.503,46.6904,55.3104,46.6904,55.2145,46.7544,55.5297,46.835,55.5297,46.835,55.9835,46.8589,55.7706,46.8589,55.7706,46.8661,55.7048,46.3923,55.0332,46.3923,55.0332,46.3923,55.5655,46.5895,55.7527,46.8589,56.2164,46.8589,56.2164,46.7771,56.3027,46.7771,56.3027,46.865,56.4268,46.8934,0
55.6494,46.295,54.503,46.6904,55.3104,46.6904,55.2145,46.7544,55.5297,46.835,55.5297,46.835,55.9835,46.8589,55.7706,46.8589,55.7706,46.8661,55.7048,46.3923,55.0332,46.3923,55.0332,46.3923,55.5655,46.5895,55.7527,46.8589,56.2164,46.8589,56.2164,46.7771,56.3027,46.7771,56.3027,46.865,56.4268,46.8934,56.8532,46.8934,0
55.3104,46.6904,55.2145,46.7544,55.5297,46.835,55.5297,46.835,55.9835,46.8589,55.7706,46.8589,55.7706,46.8661,55.7048,46.3923,55.0332,46.3923,55.0332,46.3923,55.5655,46.5895,55.7527,46.8589,56.2164,46.8589,56.2164,46.7771,56.3027,46.7771,56.3027,46.865,56.4268,46.8934,56.8532,46.8934,56.1435,46.3402,55.7768,46.3402,0
55.2145,46.7544,55.5297,46.835,55.5297,46.835,55.9835,46.8589,55.7706,46.8589,55.7706,46.8661,55.7048,46.3923,55.0332,46.3923,55.0332,46.3923,55.5655,46.5895,55.7527,46.8589,56.2164,46.8589,56.2164,46.7771,56.3027,46.7771,56.3027,46.865,56.4268,46.8934,56.8532,46.8934,56.1435,46.3402,55.7768,46.3402,56.2724,46.9511,0
55.5297,46.835,55.5297,46.835,55.9835,46.8589,55.7706,46.8589,55.7706,46.8661,55.7048,46.3923,55.0332,46.3923,55.0332,46.3923,55.5655,46.5895,55.7527,46.8589,56.2164,46.8589,56.2164,46.7771,56.3027,46.7771,56.3027,46.865,56.4268,46.8934,56.8532,46.8934,56.1435,46.3402,55.7768,46.3402,56.2724,46.9511,56.7539,47.1852,0
55.5297,46.835,55.9835,46.8589,55.7706,46.8589,55.7706,46.8661,55.7048,46.3923,55.0332,46.3923,55.0332,46.3923,55.5655,46.5895,55.7527,46.8589,56.2164,46.8589,56.2164,46.7771,56.3027,46.7771,56.3027,46.865,56.4268,46.8934,56.8532,46.8934,56.1435,46.3402,55.7768,46.3402,56.2724,46.9511,56.7539,47.1852,56.7539,47.3021,0
55.9835,46.8589,55.7706,46.8589,55.7706,46.8661,55.7048,46.3923,55.0332,46.3923,55.0332,46.3923,55.5655,46.5895,55.7527,46.8589,56.2164,46.8589,56.2164,46.7771,56.3027,46.7771,56.3027,46.865,56.4268,46.8934,56.8532,46.8934,56.1435,46.3402,55.7768,46.3402,56.2724,46.9511,56.7539,47.1852,56.7539,47.3021,56.4103,47.3021,0
55.7706,46.8589,55.7706,46.8661,55.7048,46.3923,55.0332,46.3923,55.0332,46.3923,55.5655,46.5895,55.7527,46.8589,56.2164,46.8589,56.2164,46.7771,56.3027,46.7771,56.3027,46.865,56.4268,46.8934,56.8532,46.8934,56.1435,46.3402,55.7768,46.3402,56.2724,46.9511,56.7539,47.1852,56.7539,47.3021,56.4103,47.3021,56.7132,47.3404,1
55.7706,46.8661,55.7048,46.3923,55.0332,46.3923,55.0332,46.3923,55.5655,46.5895,55.7527,46.8589,56.2164,46.8589,56.2164,46.7771,56.3027,46.7771,56.3027,46.865,56.4268,46.8934,56.8532,46.8934,56.1435,46.3402,55.7768,46.3402,56.2724,46.9511,56.7539,47.1852,56.7539,47.3021,56.4103,47.3021,56.7132,47.3404,56.7132,47.3059,0
55.7048,46.3923,55.0332,46.3923,55.0332,46.3923,55.5655,46.5895,55.7527,46.8589,56.2164,46.8589,56.2164,46.7771,56.3027,46.7771,56.3027,46.865,56.4268,46.8934,56.8532,46.8934,56.1435,46.3402,55.7768,46.3402,56.2724,46.9511,56.7539,47.1852,56.7539,47.3021,56.4103,47.3021,56.7132,47.3404,56.7132,47.3059,56.4548,47.2463,0
55.0332,46.3923,55.0332,46.3923,55.5655,46.5895,55.7527,46.8589,56.2164,46.8589,56.2164,46.7771,56.3027,46.7771,56.3027,46.865,56.4268,46.8934,56.8532,46.8934,56.1435,46.3402,55.7768,46.3402,56.2724,46.9511,56.7539,47.1852,56.7539,47.3021,56.4103,47.3021,56.7132,47.3404,56.7132,47.3059,56.4548,47.2463,56.4548,47.3787,0
55.5655,46.5895,55.7527,46.8589,56.2164,46.8589,56.2164,46.7771,56.3027,46.7771,56.3027,46.865,56.4268,46.8934,56.8532,46.8934,56.1435,46.3402,55.7768,46.3402,56.2724,46.9511,56.7539,47.1852,56.7539,47.3021,56.4103,47.3021,56.7132,47.3404,56.7132,47.3059,56.4548,47.2463,56.4548,47.3787,56.1816,46.7802,56.1816,47.2779,0
55.7527,46.8589,56.2164,46.8589,56.2164,46.7771,56.3027,46.7771,56.3027,46.865,56.4268,46.8934,56.8532,46.8934,56.1435,46.3402,55.7768,46.3402,56.2724,46.9511,56.7539,47.1852,56.7539,47.3021,56.4103,47.3021,56.7132,47.3404,56.7132,47.3059,56.4548,47.2463,56.4548,47.3787,56.1816,46.7802,56.1816,47.2779,55.9182,47.4477,0
56.2164,46.8589,56.2164,46.7771,56.3027,46.7771,56.3027,46.865,56.4268,46.8934,56.8532,46.8934,56.1435,46.3402,55.7768,46.3402,56.2724,46.9511,56.7539,47.1852,56.7539,47.3021,56.4103,47.3021,56.7132,47.3404,56.7132,47.3059,56.4548,47.2463,56.4548,47.3787,56.1816,46.7802,56.1816,47.2779,55.9182,47.4477,55.9182,47.4468,0
56.2164,46.7771,56.3027,46.7771,56.3027,46.865,56.4268,46.8934,56.8532,46.8934,56.1435,46.3402,55.7768,46.3402,56.2724,46.9511,56.7539,47.1852,56.7539,47.3021,56.4103,47.3021,56.7132,47.3404,56.7132,47.3059,56.4548,47.2463,56.4548,47.3787,56.1816,46.7802,56.1816,47.2779,55.9182,47.4477,55.9182,47.4468,55.9182,47.4468,0
56.3027,46.7771,56.3027,46.865,56.4268,46.8934,56.8532,46.8934,56.1435,46.3402,55.7768,46.3402,56.2724,46.9511,56.7539,47.1852,56.7539,47.3021,56.4103,47.3021,56.7132,47.3404,56.7132,47.3059,56.4548,47.2463,56.4548,47.3787,56.1816,46.7802,56.1816,47.2779,55.9182,47.4477,55.9182,47.4468,55.9182,47.4468,55.9182,47.4468,0
56.4268,46.8934,56.8532,46.8934,56.1435,46.3402,55.7768,46.3402,56.2724,46.9511,56.7539,47.1852,56.7539,47.3021,56.4103,47.3021,56.7132,47.3404,56.7132,47.3059,56.4548,47.2463,56.4548,47.3787,56.1816,46.7802,56.1816,47.2779,55.9182,47.4477,55.9182,47.4468,55.9182,47.4468,55.9182,47.4468,56.8613,48.1055,56.8613,48.1055,0
56.8532,46.8934,56.1435,46.3402,55.7768,46.3402,56.2724,46.9511,56.7539,47.1852,56.7539,47.3021,56.4103,47.3021,56.7132,47.3404,56.7132,47.3059,56.4548,47.2463,56.4548,47.3787,56.1816,46.7802,56.1816,47.2779,55.9182,47.4477,55.9182,47.4468,55.9182,47.4468,55.9182,47.4468,56.8613,48.1055,56.8613,48.1055,56.7791,48.1232,0
56.1435,46.3402,55.7768,46.3402,56.2724,46.9511,56.7539,47.1852,56.7539,47.3021,56.4103,47.3021,56.7132,47.3404,56.7132,47.3059,56.4548,47.2463,56.4548,47.3787,56.1816,46.7802,56.1816,47.2779,55.9182,47.4477,55.9182,47.4468,55.9182,47.4468,55.9182,47.4468,56.8613,48.1055,56.8613,48.1055,56.7791,48.1232,56.7791,47.9391,0
55.7768,46.3402,56.2724,46.9511,56.7539,47.1852,56.7539,47.3021,56.4103,47.3021,56.7132,47.3404,56.7132,47.3059,56.4548,47.2463,56.4548,47.3787,56.1816,46.7802,56.1816,47.2779,55.9182,47.4477,55.9182,47.4468,55.9182,47.4468,55.9182,47.4468,56.8613,48.1055,56.8613,48.1055,56.7791,48.1232,56.7791,47.9391,56.8916,47.4801,0
56.7539,47.1852,56.7539,47.3021,56.4103,47.3021,56.7132,47.3404,56.7132,47.3059,56.4548,47.2463,56.4548,47.3787,56.1816,46.7802,56.1816,47.2779,55.9182,47.4477,55.9182,47.4468,55.9182,47.4468,55.9182,47.4468,56.8613,48.1055,56.8613,48.1055,56.7791,48.1232,56.7791,47.9391,56.8916,47.4801,56.4702,47.5946,55.6095,48.0035,0
56.7539,47.3021,56.4103,47.3021,56.7132,47.3404,56.7132,47.3059,56.4548,47.2463,56.4548,47.3787,56.1816,46.7802,56.1816,47.2779,55.9182,47.4477,55.9182,47.4468,55.9182,47.4468,55.9182,47.4468,56.8613,48.1055,56.8613,48.1055,56.7791,48.1232,56.7791,47.9391,56.8916,47.4801,56.4702,47.5946,55.6095,48.0035,56.4209,47.959,0
56.4103,47.3021,56.7132,47.3404,56.7132,47.3059,56.4548,47.2463,56.4548,47.3787,56.1816,46.7802,56.1816,47.2779,55.9182,47.4477,55.9182,47.4468,55.9182,47.4468,55.9182,47.4468,56.8613,48.1055,56.8613,48.1055,56.7791,48.1232,56.7791,47.9391,56.8916,47.4801,56.4702,47.5946,55.6095,48.0035,56.4209,47.959,56.4209,47.959,0
56.7132,47.3404,56.7132,47.3059,56.4548,47.2463,56.4548,47.3787,56.1816,46.7802,56.1816,47.2779,55.9182,47.4477,55.9182,47.4468,55.9182,47.4468,55.9182,47.4468,56.8613,48.1055,56.8613,48.1055,56.7791,48.1232,56.7791,47.9391,56.8916,47.4801,56.4702,47.5946,55.6095,48.0035,56.4209,47.959,56.4209,47.959,56.0497,48.0769,0
56.7132,47.3059,56.4548,47.2463,56.4548,47.3787,56.1816,46.7802,56.1816,47.2779,55.9182,47.4477,55.9182,47.4468,55.9182,47.4468,55.9182,47.4468,56.8613,48.1055,56.8613,48.1055,56.7791,48.1232,56.7791,47.9391,56.8916,47.4801,56.4702,47.5946,55.6095,48.0035,56.4209,47.959,56.4209,47.959,56.0497,48.0769,56.5335,48.2351,0
56.4548,47.2463,56.4548,47.3787,56.1816,46.7802,56.1816,47.2779,55.9182,47.4477,55.9182,47.4468,55.9182,47.4468,55.9182,47.4468,56.8613,48.1055,56.8613,48.1055,56.7791,48.1232,56.7791,47.9391,56.8916,47.4801,56.4702,47.5946,55.6095,48.0035,56.4209,47.959,56.4209,47.959,56.0497,48.0769,56.5335,48.2351,56.4536,48.1377,0
56.4548,47.3787,56.1816,46.7802,56.1816,47.2779,55.9182,47.4477,55.9182,47.4468,55.9182,47.4468,55.9182,47.4468,56.8613,48.1055,56.8613,48.1055,56.7791,48.1232,56.7791,47.9391,56.8916,47.4801,56.4702,47.5946,55.6095,48.0035,56.4209,47.959,56.4209,47.959,56.0497,48.0769,56.5335,48.2351,56.4536,48.1377,56.4536,48.1377,0
56.1816,46.7802,56.1816,47.2779,55.9182,47.4477,55.9182,47.4468,55.9182,47.4468,55.9182,47.4468,56.8613,48.1055,56.8613,48.1055,56.7791,48.1232,56.7791,47.9391,56.8916,47.4801,56.4702,47.5946,55.6095,48.0035,56.4209,47.959,56.4209,47.959,56.0497,48.0769,56.5335,48.2351,56.4536,48.1377,56.4536,48.1377,56.5163,48.1051,0
56.1816,47.2779,55.9182,47.4477,55.9182,47.4468,55.9182,47.4468,55.9182,47.4468,56.8613,48.1055,56.8613,48.1055,56.7791,48.1232,56.7791,47.9391,56.8916,47.4801,56.4702,47.5946,55.6095,48.0035,56.4209,47.959,56.4209,47.959,56.0497,48.0769,56.5335,48.2351,56.4536,48.1377,56.4536,48.1377,56.5163,48.1051,56.6133,47.6896,0
55.9182,47.4468,55.9182,47.4468,55.9182,47.4468,56.8613,48.1055,56.8613,48.1055,56.7791,48.1232,56.7791,47.9391,56.8916,47.4801,56.4702,47.5946,55.6095,48.0035,56.4209,47.959,56.4209,47.959,56.0497,48.0769,56.5335,48.2351,56.4536,48.1377,56.4536,48.1377,56.5163,48.1051,56.6133,47.6896,56.6133,47.6896,55.5616,48.2552,0
55.9182,47.4468,55.9182,47.4468,56.8613,48.1055,56.8613,48.1055,56.7791,48.1232,56.7791,47.9391,56.8916,47.4801,56.4702,47.5946,55.6095,48.0035,56.4209,47.959,56.4209,47.959,56.0497,48.0769,56.5335,48.2351,56.4536,48.1377,56.4536,48.1377,56.5163,48.1051,56.6133,47.6896,56.6133,47.6896,55.5616,48.2552,56.4444,48.2552,0
55.9182,47.4468,56.8613,48.1055,56.8613,48.1055,56.7791,48.1232,56.7791,47.9391,56.8916,47.4801,56.4702,47.5946,55.6095,48.0035,56.4209,47.959,56.4209,47.959,56.0497,48.0769,56.5335,48.2351,56.4536,48.1377,56.4536,48.1377,56.5163,48.1051,56.6133,47.6896,56.6133,47.6896,55.5616,48.2552,56.4444,48.2552,56.1432,48.0966,0
56.8613,48.1055,56.8613,48.1055,56.7791,48.1232,56.7791,47.9391,56.8916,47.4801,56.4702,47.5946,55.6095,48.0035,56.4209,47.959,56.4209,47.959,56.0497,48.0769,56.5335,48.2351,56.4536,48.1377,56.4536,48.1377,56.5163,48.1051,56.6133,47.6896,56.6133,47.6896,55.5616,48.2552,56.4444,48.2552,56.1432,48.0966,56.5865,48.3269,0
56.8613,48.1055,56.7791,48.1232,56.7791,47.9391,56.8916,47.4801,56.4702,47.5946,55.6095,48.0035,56.4209,47.959,56.4209,47.959,56.0497,48.0769,56.5335,48.2351,56.4536,48.1377,56.4536,48.1377,56.5163,48.1051,56.6133,47.6896,56.6133,47.6896,55.5616,48.2552,56.4444,48.2552,56.1432,48.0966,56.5865,48.3269,56.5865,48.3269,0
56.7791,48.1232,56.7791,47.9391,56.8916,47.4801,56.4702,47.5946,55.6095,48.0035,56.4209,47.959,56.4209,47.959,56.0497,48.0769,56.5335,48.2351,56.4536,48.1377,56.4536,48.1377,56.5163,48.1051,56.6133,47.6896,56.6133,47.6896,55.5616,48.2552,56.4444,48.2552,56.1432,48.0966,56.5865,48.3269,56.5865,48.3269,56.3689,48.581,0
56.7791,47.9391,56.8916,47.4801,56.4702,47.5946,55.6095,48.0035,56.4209,47.959,56.4209,47.959,56.0497,48.0769,56.5335,48.2351,56.4536,48.1377,56.4536,48.1377,56.5163,48.1051,56.6133,47.6896,56.6133,47.6896,55.5616,48.2552,56.4444,48.2552,56.1432,48.0966,56.5865,48.3269,56.5865,48.3269,56.3689,48.581,56.3689,48.581,0
56.8916,47.4801,56.4702,47.5946,55.6095,48.0035,56.4209,47.959,56.4209,47.959,56.0497,48.0769,56.5335,48.2351,56.4536,48.1377,56.4536,48.1377,56.5163,48.1051,56.6133,47.6896,56.6133,47.6896,55.5616,48.2552,56.4444,48.2552,56.1432,48.0966,56.5865,48.3269,56.5865,48.3269,56.3689,48.581,56.3689,48.581,56.5568,48.581,0
56.4702,47.5946,55.6095,48.0035,56.4209,47.959,56.4209,47.959,56.0497,48.0769,56.5335,48.2351,56.4536,48.1377,56.4536,48.1377,56.5163,48.1051,56.6133,47.6896,56.6133,47.6896,55.5616,48.2552,56.4444,48.2552,56.1432,48.0966,56.5865,48.3269,56.5865,48.3269,56.3689,48.581,56.3689,48.581,56.5568,48.581,56.5568,48.581,0
56.4209,47.959,56.0497,48.0769,56.5335,48.2351,56.4536,48.1377,56.4536,48.1377,56.5163,48.1051,56.6133,47.6896,56.6133,47.6896,55.5616,48.2552,56.4444,48.2552,56.1432,48.0966,56.5865,48.3269,56.5865,48.3269,56.3689,48.581,56.3689,48.581,56.5568,48.581,56.5568,48.581,56.7509,48.2083,56.7509,48.2083,55.6812,48.7641,0
