attr0,attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,attr20,attr21,attr22,attr23,attr24
25087,3,20311,4,27029,5,22182,6,29222,7,35491,8,33473,9,33693,10,31351,11,30739,12,31464,1,29405,2,1
20311,4,27029,5,22182,6,29222,7,35491,8,33473,9,33693,10,31351,11,30739,12,31464,1,29405,2,35489,3,1
27029,5,22182,6,29222,7,35491,8,33473,9,33693,10,31351,11,30739,12,31464,1,29405,2,35489,3,36393,4,1
22182,6,29222,7,35491,8,33473,9,33693,10,31351,11,30739,12,31464,1,29405,2,35489,3,36393,4,37578,5,1
29222,7,35491,8,33473,9,33693,10,31351,11,30739,12,31464,1,29405,2,35489,3,36393,4,37578,5,36829,6,1
35491,8,33473,9,33693,10,31351,11,30739,12,31464,1,29405,2,35489,3,36393,4,37578,5,36829,6,39910,7,1
33473,9,33693,10,31351,11,30739,12,31464,1,29405,2,35489,3,36393,4,37578,5,36829,6,39910,7,39689,8,0
33693,10,31351,11,30739,12,31464,1,29405,2,35489,3,36393,4,37578,5,36829,6,39910,7,39689,8,36996,9,0
31351,11,30739,12,31464,1,29405,2,35489,3,36393,4,37578,5,36829,6,39910,7,39689,8,36996,9,36944,10,0
30739,12,31464,1,29405,2,35489,3,36393,4,37578,5,36829,6,39910,7,39689,8,36996,9,36944,10,32920,11,0
31464,1,29405,2,35489,3,36393,4,37578,5,36829,6,39910,7,39689,8,36996,9,36944,10,32920,11,33341,12,0
29405,2,35489,3,36393,4,37578,5,36829,6,39910,7,39689,8,36996,9,36944,10,32920,11,33341,12,30236,1,0
35489,3,36393,4,37578,5,36829,6,39910,7,39689,8,36996,9,36944,10,32920,11,33341,12,30236,1,29754,2,1
36393,4,37578,5,36829,6,39910,7,39689,8,36996,9,36944,10,32920,11,33341,12,30236,1,29754,2,33534,3,1
37578,5,36829,6,39910,7,39689,8,36996,9,36944,10,32920,11,33341,12,30236,1,29754,2,33534,3,34229,4,1
36829,6,39910,7,39689,8,36996,9,36944,10,32920,11,33341,12,30236,1,29754,2,33534,3,34229,4,36230,5,1
4610,1,4849,2,5622,3,8344,4,8403,5,8302,6,8700,7,8724,8,7949,9,7291,10,4317,11,4658,12,0
4849,2,5622,3,8344,4,8403,5,8302,6,8700,7,8724,8,7949,9,7291,10,4317,11,4658,12,4028,1,0
5622,3,8344,4,8403,5,8302,6,8700,7,8724,8,7949,9,7291,10,4317,11,4658,12,4028,1,4228,2,0
8344,4,8403,5,8302,6,8700,7,8724,8,7949,9,7291,10,4317,11,4658,12,4028,1,4228,2,4567,3,0
8403,5,8302,6,8700,7,8724,8,7949,9,7291,10,4317,11,4658,12,4028,1,4228,2,4567,3,4602,4,1
8302,6,8700,7,8724,8,7949,9,7291,10,4317,11,4658,12,4028,1,4228,2,4567,3,4602,4,4791,5,1
8700,7,8724,8,7949,9,7291,10,4317,11,4658,12,4028,1,4228,2,4567,3,4602,4,4791,5,5522,6,1
8724,8,7949,9,7291,10,4317,11,4658,12,4028,1,4228,2,4567,3,4602,4,4791,5,5522,6,7887,7,1
7949,9,7291,10,4317,11,4658,12,4028,1,4228,2,4567,3,4602,4,4791,5,5522,6,7887,7,8223,8,0
7291,10,4317,11,4658,12,4028,1,4228,2,4567,3,4602,4,4791,5,5522,6,7887,7,8223,8,4809,9,0
4317,11,4658,12,4028,1,4228,2,4567,3,4602,4,4791,5,5522,6,7887,7,8223,8,4809,9,4513,10,0
4658,12,4028,1,4228,2,4567,3,4602,4,4791,5,5522,6,7887,7,8223,8,4809,9,4513,10,3377,11,0
4028,1,4228,2,4567,3,4602,4,4791,5,5522,6,7887,7,8223,8,4809,9,4513,10,3377,11,2980,12,0
4228,2,4567,3,4602,4,4791,5,5522,6,7887,7,8223,8,4809,9,4513,10,3377,11,2980,12,3035,1,0
4567,3,4602,4,4791,5,5522,6,7887,7,8223,8,4809,9,4513,10,3377,11,2980,12,3035,1,3019,2,1
4602,4,4791,5,5522,6,7887,7,8223,8,4809,9,4513,10,3377,11,2980,12,3035,1,3019,2,3933,3,1
4791,5,5522,6,7887,7,8223,8,4809,9,4513,10,3377,11,2980,12,3035,1,3019,2,3933,3,4409,4,1
5522,6,7887,7,8223,8,4809,9,4513,10,3377,11,2980,12,3035,1,3019,2,3933,3,4409,4,4703,5,1
7887,7,8223,8,4809,9,4513,10,3377,11,2980,12,3035,1,3019,2,3933,3,4409,4,4703,5,5569,6,1
8223,8,4809,9,4513,10,3377,11,2980,12,3035,1,3019,2,3933,3,4409,4,4703,5,5569,6,7907,7,1
4809,9,4513,10,3377,11,2980,12,3035,1,3019,2,3933,3,4409,4,4703,5,5569,6,7907,7,8067,8,0
4513,10,3377,11,2980,12,3035,1,3019,2,3933,3,4409,4,4703,5,5569,6,7907,7,8067,8,5476,9,0
3377,11,2980,12,3035,1,3019,2,3933,3,4409,4,4703,5,5569,6,7907,7,8067,8,5476,9,4104,10,0
2980,12,3035,1,3019,2,3933,3,4409,4,4703,5,5569,6,7907,7,8067,8,5476,9,4104,10,3325,11,0
3035,1,3019,2,3933,3,4409,4,4703,5,5569,6,7907,7,8067,8,5476,9,4104,10,3325,11,3755,12,0
3019,2,3933,3,4409,4,4703,5,5569,6,7907,7,8067,8,5476,9,4104,10,3325,11,3755,12,3260,1,0
3933,3,4409,4,4703,5,5569,6,7907,7,8067,8,5476,9,4104,10,3325,11,3755,12,3260,1,3240,2,0
4409,4,4703,5,5569,6,7907,7,8067,8,5476,9,4104,10,3325,11,3755,12,3260,1,3240,2,3800,3,1
4703,5,5569,6,7907,7,8067,8,5476,9,4104,10,3325,11,3755,12,3260,1,3240,2,3800,3,4305,4,1
5569,6,7907,7,8067,8,5476,9,4104,10,3325,11,3755,12,3260,1,3240,2,3800,3,4305,4,6682,5,1
7907,7,8067,8,5476,9,4104,10,3325,11,3755,12,3260,1,3240,2,3800,3,4305,4,6682,5,7365,6,1
8067,8,5476,9,4104,10,3325,11,3755,12,3260,1,3240,2,3800,3,4305,4,6682,5,7365,6,8436,7,1
5476,9,4104,10,3325,11,3755,12,3260,1,3240,2,3800,3,4305,4,6682,5,7365,6,8436,7,8750,8,1
4104,10,3325,11,3755,12,3260,1,3240,2,3800,3,4305,4,6682,5,7365,6,8436,7,8750,8,7496,9,0
3325,11,3755,12,3260,1,3240,2,3800,3,4305,4,6682,5,7365,6,8436,7,8750,8,7496,9,6134,10,0
3755,12,3260,1,3240,2,3800,3,4305,4,6682,5,7365,6,8436,7,8750,8,7496,9,6134,10,6117,11,0
3260,1,3240,2,3800,3,4305,4,6682,5,7365,6,8436,7,8750,8,7496,9,6134,10,6117,11,5544,12,0
3240,2,3800,3,4305,4,6682,5,7365,6,8436,7,8750,8,7496,9,6134,10,6117,11,5544,12,4642,1,0
3800,3,4305,4,6682,5,7365,6,8436,7,8750,8,7496,9,6134,10,6117,11,5544,12,4642,1,4798,2,1
4305,4,6682,5,7365,6,8436,7,8750,8,7496,9,6134,10,6117,11,5544,12,4642,1,4798,2,6332,3,1
6682,5,7365,6,8436,7,8750,8,7496,9,6134,10,6117,11,5544,12,4642,1,4798,2,6332,3,8414,4,1
7365,6,8436,7,8750,8,7496,9,6134,10,6117,11,5544,12,4642,1,4798,2,6332,3,8414,4,9401,5,1
8436,7,8750,8,7496,9,6134,10,6117,11,5544,12,4642,1,4798,2,6332,3,8414,4,9401,5,9251,6,1
8750,8,7496,9,6134,10,6117,11,5544,12,4642,1,4798,2,6332,3,8414,4,9401,5,9251,6,10249,7,1
7496,9,6134,10,6117,11,5544,12,4642,1,4798,2,6332,3,8414,4,9401,5,9251,6,10249,7,10146,8,1
6134,10,6117,11,5544,12,4642,1,4798,2,6332,3,8414,4,9401,5,9251,6,10249,7,10146,8,9281,9,0
6117,11,5544,12,4642,1,4798,2,6332,3,8414,4,9401,5,9251,6,10249,7,10146,8,9281,9,7485,10,0
5544,12,4642,1,4798,2,6332,3,8414,4,9401,5,9251,6,10249,7,10146,8,9281,9,7485,10,5765,11,0
4642,1,4798,2,6332,3,8414,4,9401,5,9251,6,10249,7,10146,8,9281,9,7485,10,5765,11,6118,12,0
4798,2,6332,3,8414,4,9401,5,9251,6,10249,7,10146,8,9281,9,7485,10,5765,11,6118,12,4933,1,0
6332,3,8414,4,9401,5,9251,6,10249,7,10146,8,9281,9,7485,10,5765,11,6118,12,4933,1,5395,2,1
8414,4,9401,5,9251,6,10249,7,10146,8,9281,9,7485,10,5765,11,6118,12,4933,1,5395,2,9025,3,1
9401,5,9251,6,10249,7,10146,8,9281,9,7485,10,5765,11,6118,12,4933,1,5395,2,9025,3,11365,4,1
9251,6,10249,7,10146,8,9281,9,7485,10,5765,11,6118,12,4933,1,5395,2,9025,3,11365,4,12298,5,1
3451,11,3355,12,3994,1,3426,2,4166,3,2693,4,2602,5,2991,6,3159,7,3064,8,2697,9,2640,10,0
3355,12,3994,1,3426,2,4166,3,2693,4,2602,5,2991,6,3159,7,3064,8,2697,9,2640,10,310,11,0
3994,1,3426,2,4166,3,2693,4,2602,5,2991,6,3159,7,3064,8,2697,9,2640,10,310,11,1052,12,1
3426,2,4166,3,2693,4,2602,5,2991,6,3159,7,3064,8,2697,9,2640,10,310,11,1052,12,3516,1,1
4166,3,2693,4,2602,5,2991,6,3159,7,3064,8,2697,9,2640,10,310,11,1052,12,3516,1,3178,2,1
2693,4,2602,5,2991,6,3159,7,3064,8,2697,9,2640,10,310,11,1052,12,3516,1,3178,2,3469,3,1
2602,5,2991,6,3159,7,3064,8,2697,9,2640,10,310,11,1052,12,3516,1,3178,2,3469,3,2959,4,1
2991,6,3159,7,3064,8,2697,9,2640,10,310,11,1052,12,3516,1,3178,2,3469,3,2959,4,2865,5,0
3159,7,3064,8,2697,9,2640,10,310,11,1052,12,3516,1,3178,2,3469,3,2959,4,2865,5,2736,6,1
3064,8,2697,9,2640,10,310,11,1052,12,3516,1,3178,2,3469,3,2959,4,2865,5,2736,6,3196,7,1
2697,9,2640,10,310,11,1052,12,3516,1,3178,2,3469,3,2959,4,2865,5,2736,6,3196,7,3174,8,0
2640,10,310,11,1052,12,3516,1,3178,2,3469,3,2959,4,2865,5,2736,6,3196,7,3174,8,3060,9,0
