CS_TargetRate;E_AssumedEC;M_ID;RT_CLen_P;RT_CLenstd_P;RT_CSet_P;RT_CSetstd_P;RT_Reg_P;RT_Regstd_P;RT_TDown_P;RT_TDownstd_P;SC_FailedCall_P;SC_FailureRate_P;SC_IncomingCall_P;SC_OutgoingCall_P;SC_SuccessfulCall_P;SC_SuccessRate_P;SC_TotalCallCreated;SF_FailedCallRejected_P;SF_FailedTimeoutOnRecv_P;SF_FailedTimeoutOnSend_P;SF_FailedUnexpectedMessage_P;SF_RejectionRate_P;SW_CallRate_P;SW_CurrentCall;SW_Targetrate;TIMESTAMP;CPUCtxsw_Bono;CPUCtxsw_NodeSystem;CPUCtxsw_NodeClient;CPUCtxsw_Homer;CPUCtxsw_Homestead;CPUCtxsw_Sprout;CPUIntr_Bono;CPUIntr_NodeSystem;CPUIntr_NodeClient;CPUIntr_Homer;CPUIntr_Homestead;CPUIntr_Sprout;CPUload1_Bono;CPUload1_NodeSystem;CPUload1_NodeClient;CPUload1_Homer;CPUload1_Homestead;CPUload1_Sprout;CPUload15_Bono;CPUload15_NodeSystem;CPUload15_NodeClient;CPUload15_Homer;CPUload15_Homestead;CPUload15_Sprout;CPUload5_Bono;CPUload5_NodeSystem;CPUload5_NodeClient;CPUload5_Homer;CPUload5_Homestead;CPUload5_Sprout;CPUUtil_idle_Bono;CPUUtil_idle_NodeSystem;CPUUtil_idle_NodeClient;CPUUtil_idle_Homer;CPUUtil_idle_Homestead;CPUUtil_idle_Sprout;CPUUtil_intr_Bono;CPUUtil_intr_NodeSystem;CPUUtil_intr_NodeClient;CPUUtil_intr_Homer;CPUUtil_intr_Homestead;CPUUtil_intr_Sprout;CPUUtil_iowait_Bono;CPUUtil_iowait_NodeSystem;CPUUtil_iowait_NodeClient;CPUUtil_iowait_Homer;CPUUtil_iowait_Homestead;CPUUtil_iowait_Sprout;CPUUtil_nice_Bono;CPUUtil_nice_NodeSystem;CPUUtil_nice_NodeClient;CPUUtil_nice_Homer;CPUUtil_nice_Homestead;CPUUtil_nice_Sprout;CPUUtil_softirq_Bono;CPUUtil_softirq_NodeSystem;CPUUtil_softirq_NodeClient;CPUUtil_softirq_Homer;CPUUtil_softirq_Homestead;CPUUtil_softirq_Sprout;CPUUtil_system_Bono;CPUUtil_system_NodeSystem;CPUUtil_system_NodeClient;CPUUtil_system_Homer;CPUUtil_system_Homestead;CPUUtil_system_Sprout;CPUUtil_usage_Bono;CPUUtil_usage_NodeSystem;CPUUtil_usage_NodeClient;CPUUtil_usage_Homer;CPUUtil_usage_Homestead;CPUUtil_usage_Sprout;CPUUtil_user_Bono;CPUUtil_user_NodeSystem;CPUUtil_user_NodeClient;CPUUtil_user_Homer;CPUUtil_user_Homestead;CPUUtil_user_Sprout;DSKread_Bono;DSKread_NodeSystem;DSKread_NodeClient;DSKread_Homer;DSKread_Homestead;DSKread_Sprout;DSKwrite_Bono;DSKwrite_NodeSystem;DSKwrite_NodeClient;DSKwrite_Homer;DSKwrite_Homestead;DSKwrite_Sprout;MEMav_Bono;MEMav_NodeSystem;MEMav_NodeClient;MEMav_Homer;MEMav_Homestead;MEMav_Sprout;MEMfree_Bono;MEMfree_NodeSystem;MEMfree_NodeClient;MEMfree_Homer;MEMfree_Homestead;MEMfree_Sprout
0;29;2017;149181284;2672000;0;0;0;0;0;0;0;0;0;0;1;1;29961;0;0;0;0;0;0;32;0;904;1991;13972;4241;1117;4801;2228;642;19700;7753;542;2132;990;1;1;0;1;1;1;1;1;0;1;3;3;2;1;0;2;3;3;74;73;96;74;71;70;0;0;0;0;0;0;12;7;0;10;11;12;0;0;0;0;0;0;1;1;0;0;0;1;5;8;2;7;8;8;26;27;4;26;29;30;7;11;1;9;10;9;0;1;0;0;0;0;26;250;5;26;27;27;1701404672;25055592448;30847762432;240201728;348418048;1456910336;706048000;23215960064;28883808256;87093248;95227904;501948416
0;29;2017;146164173;2672000;0;0;0;0;0;0;0;0;0;0;2;1;29961;0;0;0;0;0;0;31;0;905;1665;11253;3345;1417;1302;1951;835;13918;5369;585;556;883;1;1;0;1;1;1;1;1;0;1;3;3;2;1;0;2;3;3;75;74;96;74;71;70;0;0;0;0;0;0;12;7;0;10;11;12;0;0;0;0;0;0;1;1;0;0;0;1;5;7;2;7;8;8;25;26;4;26;29;30;7;11;1;9;9;9;0;1;0;0;0;0;26;250;5;26;27;27;1698066432;25057116160;30847979520;240119808;361091072;1458909184;705904640;23217836032;28885921792;87076864;95129600;504926208
0;29;2017;146303649;4935000;0;0;0;0;0;0;0;0;0;0;6;1;29961;0;0;0;0;0;0;29;0;906;1167;14611;4127;1545;1669;2212;561;17993;7568;694;752;1028;1;1;0;1;1;1;1;1;0;1;3;3;2;1;0;2;3;3;75;74;96;74;71;71;0;0;0;0;0;0;12;7;0;10;11;12;0;0;0;0;0;0;1;1;0;0;0;1;5;7;2;7;8;8;25;26;4;26;29;29;7;11;1;8;9;8;0;1;0;0;0;0;26;250;5;26;27;27;1698992128;25057198080;30847758336;240136192;362995712;1459572736;706768896;23217631232;28885590016;87158784;96755712;505589760
0;29;2017;145741085;4036000;0;0;0;0;0;0;0;0;0;0;4;1;29961;0;0;0;0;0;0;22;0;907;1436;14611;4127;1545;1695;2212;628;17993;7568;694;752;1028;1;1;0;1;1;1;1;1;0;1;3;3;2;1;0;2;3;3;75;74;96;74;71;71;0;0;0;0;0;0;12;7;0;10;11;12;0;0;0;0;0;0;1;1;0;0;0;1;5;7;2;7;8;8;25;26;4;26;29;29;6;11;1;8;10;8;0;1;0;0;0;0;26;250;5;26;27;27;1698992128;25057198080;30847758336;240136192;362995712;1459572736;706768896;23217631232;28885590016;87158784;97439744;505491456
0;29;2017;146005639;3789000;0;0;0;0;26000;0;0;0;0;0;6;1;29961;0;0;0;0;0;0;19;0;908;1436;10721;3239;4524;1366;1785;628;12757;4965;1419;652;818;1;1;0;1;1;1;1;1;0;1;3;3;2;1;0;2;3;3;75;74;96;74;71;71;0;0;0;0;0;0;12;7;0;10;11;12;0;0;0;0;0;0;1;1;0;0;0;1;5;7;2;7;8;8;25;26;4;26;29;29;6;10;1;8;10;8;0;1;0;0;0;0;26;250;5;26;27;27;1701502976;25056497664;30848876544;237682688;363302912;1459441664;709230592;23216349184;28886814720;84639744;97439744;505524224
0;29;2017;147991102;2473000;0;0;0;0;26000;0;0;0;0;0;2;1;29961;0;0;0;0;0;0;12;0;909;1316;10721;3239;4524;1041;1785;614;12757;4965;1419;652;818;1;1;0;1;1;1;1;1;0;1;3;3;2;1;0;2;3;3;76;74;96;74;71;71;0;0;0;0;0;0;12;7;0;10;11;12;0;0;0;0;0;0;1;1;0;0;0;1;5;7;2;7;8;8;24;26;4;26;29;29;6;10;1;8;10;8;0;1;0;0;0;0;26;250;5;26;27;27;1701502976;25056497664;30848876544;237682688;363302912;1459441664;709230592;23216349184;28886814720;84639744;97406976;505458688
0;29;2017;147043960;2473000;0;0;0;0;32000;0;0;0;0;0;4;1;29961;0;0;0;0;0;0;11;0;910;1316;10721;3239;4524;1041;1785;614;12757;4965;1419;652;818;1;1;0;1;1;1;1;1;0;1;3;3;2;1;0;2;3;3;76;74;96;74;71;71;0;0;0;0;0;0;12;7;0;10;11;12;0;0;0;0;0;0;1;1;0;0;0;1;5;7;2;7;8;8;24;26;4;26;29;29;6;10;1;8;10;8;0;1;0;0;0;0;26;250;5;26;27;27;1701502976;25056497664;30848876544;237682688;363302912;1459441664;709230592;23202336768;28886814720;84639744;97406976;505458688
0;29;2017;146943000;1582000;0;0;0;0;34664;6000;0;0;0;0;1;1;29961;0;0;0;0;0;0;6;0;911;1316;9673;2946;1301;1041;1712;614;9435;4206;571;520;782;1;1;0;1;1;1;1;1;0;1;3;3;2;1;0;2;3;3;76;75;96;75;71;72;0;0;0;0;0;0;12;7;0;10;11;12;0;0;0;0;0;0;1;1;0;0;0;0;5;7;2;7;8;7;24;25;4;25;29;28;6;10;1;8;10;7;0;1;0;0;0;0;26;249;5;27;27;27;1701462016;25039699968;30833217536;240152576;363450368;1448017920;709304320;23202336768;28869046272;87240704;97406976;505458688
0;29;2017;149075000;0;0;0;0;0;36000;0;0;0;0;0;2;1;29961;0;0;0;0;0;0;6;0;912;1162;16495;4991;1463;1275;4785;526;22981;10541;639;917;1438;1;1;0;1;1;1;1;1;0;1;3;3;2;1;0;2;3;3;76;75;96;75;72;72;0;0;0;0;0;0;12;7;0;10;11;12;0;0;0;0;0;0;1;1;0;0;0;0;5;7;2;7;7;8;24;25;4;25;28;28;6;10;1;8;9;7;0;1;0;0;0;0;26;250;5;27;27;27;1701486592;25038606336;30828974080;240123904;363335680;1455132672;709263360;23199195136;28866961408;87076864;97488896;492269568
0;29;2017;148841516;1090000;0;0;0;0;0;0;0;0;0;0;3;1;29961;0;0;0;0;0;0;4;0;913;1350;13595;5535;1431;3902;2076;663;18285;9124;666;1141;954;1;1;0;1;1;1;1;1;0;1;3;3;2;1;0;2;3;3;76;75;96;75;72;72;0;0;0;0;0;0;12;7;0;10;11;12;0;0;0;0;0;0;1;1;0;0;0;0;5;7;2;7;7;8;24;25;4;25;28;28;6;10;1;8;9;7;0;1;0;0;0;0;26;250;5;27;27;27;1701478400;25038032896;30810112000;240193536;349442048;1455976448;709320704;23195447296;28849192960;87142400;87953408;501915648
0;29;2017;148814000;1280000;0;0;0;0;0;0;0;0;0;0;0;1;29961;0;0;0;0;0;0;1;0;914;2899;13183;6253;1543;5663;2212;839;16701;8735;636;1766;934;1;1;0;1;1;1;1;1;0;1;3;3;2;1;0;2;3;3;76;75;96;74;72;73;0;0;0;0;0;0;12;7;0;10;11;12;0;0;0;0;0;0;1;1;0;0;0;0;5;7;2;7;8;8;24;25;4;26;28;27;6;10;1;8;9;7;0;1;0;0;0;0;26;250;4;27;27;27;1698308096;25038954496;30805913600;240259072;361058304;1456963584;705929216;23198834688;28843520000;87142400;95162368;502788096
0;29;2017;149622000;0;0;0;0;0;0;0;0;0;0;0;1;1;29961;0;0;0;0;0;0;1;0;915;1178;12159;8044;1543;1193;2104;566;13407;6684;563;1766;914;0;1;0;1;1;1;1;1;0;1;3;3;2;1;0;2;3;3;77;75;96;74;72;73;0;0;0;0;0;0;13;7;0;10;11;12;0;0;0;0;0;0;0;1;0;0;0;0;5;7;2;7;8;8;23;25;4;26;28;27;5;10;2;8;9;7;0;1;0;0;0;0;26;250;5;27;27;27;1699160064;25038954496;30805913600;240164864;360976384;1456963584;706932736;23199936512;28885573632;87109632;95080448;505528320
0;29;2017;149622000;0;0;0;0;0;0;0;0;0;0;0;0;1;29961;0;0;0;0;0;0;0;0;916;1600;19242;5350;1176;2217;2674;801;26913;11085;716;569;1277;0;1;0;1;1;1;1;1;0;1;3;3;2;1;0;2;3;3;77;76;95;75;72;73;0;0;0;0;0;0;13;7;0;10;11;12;0;0;0;0;0;0;0;1;0;0;0;0;5;7;2;7;8;8;23;24;5;25;28;27;5;10;2;8;9;7;0;1;0;0;0;0;26;250;5;27;27;27;1699160064;25039396864;30847668224;240164864;362946560;1459453952;708648960;23200104448;28886310912;87109632;96985088;505622528
0;29;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29961;0;0;0;0;0;0;0;0;917;1384;7763;3341;2987;1582;1704;609;10304;5228;932;690;766;0;1;0;1;1;1;1;1;0;1;3;3;2;1;0;2;3;3;77;76;95;75;72;73;0;0;0;0;0;0;13;7;0;10;11;12;0;0;0;0;0;0;0;1;0;0;0;0;5;7;3;6;8;8;23;24;5;25;28;27;5;9;2;7;9;7;0;1;0;0;0;0;26;250;5;27;27;27;1701556224;25036242944;30849368064;225296384;363442176;1459646464;709328896;23198011392;28887183360;72196096;97480704;505655296
0;29;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29961;0;0;0;0;0;0;0;0;918;1384;7763;3341;2987;1582;1704;609;10304;5228;932;690;766;0;1;0;1;1;1;1;1;0;1;3;3;2;1;0;2;3;3;77;76;95;75;72;73;0;0;0;0;0;0;13;7;0;10;11;12;0;0;0;0;0;0;0;1;0;0;0;0;5;7;3;6;8;8;23;24;5;25;28;27;5;9;2;7;9;7;0;1;0;0;0;0;26;250;5;27;27;27;1701556224;25036242944;30849368064;225296384;363442176;1459646464;709328896;23198011392;28887183360;72196096;97480704;505655296
0;29;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29961;0;0;0;0;0;0;0;0;919;1197;12546;3545;3552;1356;1856;565;14848;5634;1421;647;876;0;1;0;1;1;1;1;1;0;1;3;3;2;1;0;2;3;3;77;76;95;75;72;73;0;0;0;0;0;0;13;7;0;10;11;12;0;0;0;0;0;0;0;1;0;0;0;0;5;7;3;7;8;8;23;24;5;25;28;27;5;10;2;8;9;6;0;1;0;0;0;0;26;251;5;27;27;27;1701638144;25036812288;30849519616;237625344;363364352;1459580928;709476352;23200505856;28887420928;84570112;97398784;505589760
0;29;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29961;0;0;0;0;0;0;0;0;920;1260;13906;3667;1597;1225;1939;628;14695;6059;658;581;917;0;1;0;1;1;1;1;1;0;1;3;3;2;1;0;2;3;3;77;76;95;75;72;73;0;0;0;0;0;0;13;7;0;10;11;12;0;0;0;0;0;0;0;1;0;0;0;0;5;7;3;7;8;8;23;24;5;25;28;27;5;9;2;8;9;6;0;1;0;0;0;0;26;251;5;27;27;27;1701572608;25016770560;30849265664;239587328;363495424;1459646464;709410816;23178911744;28887166976;86532096;97464320;505524224
0;29;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29961;0;0;0;0;0;0;0;0;921;1184;14875;3449;1597;1270;1939;549;14695;6059;658;578;967;0;1;0;1;1;1;1;1;0;1;3;3;2;1;0;2;3;3;77;76;95;75;72;73;0;0;0;0;0;0;13;7;0;10;11;13;0;0;0;0;0;0;0;1;0;0;0;0;5;7;3;7;8;7;23;24;5;25;28;27;5;9;2;8;9;6;0;2;0;0;0;0;26;251;5;27;27;27;1701670912;25016770560;30849265664;240164864;363495424;1458180096;709410816;23175528448;28887166976;87072768;97382400;501596160
0;29;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29961;0;0;0;0;0;0;0;0;922;1531;19022;5076;1231;2406;2110;746;14579;5425;572;963;1666;0;1;0;1;1;1;1;1;0;1;3;3;2;1;0;2;3;3;77;76;95;75;72;74;0;0;0;0;0;0;13;7;0;10;11;12;0;0;0;0;0;0;0;1;0;0;0;0;5;7;3;7;8;7;23;24;5;25;28;26;5;9;2;8;9;6;0;2;0;0;0;0;26;251;5;27;27;27;1701670912;25052651520;30848577536;240193536;363446272;1443221504;709443584;23213928448;28886478848;87072768;97431552;493875200
0;29;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29961;0;0;0;0;0;0;0;0;923;1143;9775;3261;1023;3351;3118;534;16040;5087;475;1026;837;0;1;0;1;1;2;1;1;0;1;3;3;2;1;0;2;3;3;77;76;96;75;73;73;0;0;0;0;0;0;13;7;0;10;11;12;0;0;0;0;0;0;0;1;0;0;0;0;5;7;3;7;7;8;23;24;4;25;27;27;5;9;2;8;9;6;0;2;0;0;0;0;26;249;6;27;27;26;1696473088;25053704192;30848278528;240197632;347967488;1455910912;702713856;23213776896;28886179840;87109632;82419712;501907456
0;29;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29961;0;0;0;0;0;0;0;0;924;1143;12190;3261;1023;4263;1856;698;16040;5677;475;1524;837;0;1;0;1;1;2;1;1;0;1;3;3;2;1;0;2;3;3;77;76;96;75;72;73;0;0;0;0;0;0;13;7;0;10;11;12;0;0;0;0;0;0;0;1;0;0;0;0;5;7;2;7;7;8;23;24;4;25;28;27;5;9;1;8;9;6;0;2;0;0;0;0;26;250;6;27;27;26;1696473088;25046417408;30848278528;240230400;347967488;1456943104;702713856;23184519168;28886179840;87109632;82419712;503013376
0;29;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29961;0;0;0;0;0;0;0;0;925;2299;22821;3621;1419;1659;3216;882;13760;13508;594;951;926;0;1;0;1;1;2;1;1;0;1;3;3;2;1;0;2;3;3;77;76;96;75;72;74;0;0;0;0;0;0;13;7;0;10;11;12;0;0;0;0;0;0;0;1;0;0;0;0;5;7;2;7;7;7;23;24;4;25;28;26;4;9;1;8;9;6;0;2;0;0;0;0;26;250;6;27;26;26;1698275328;25055789056;30848638976;240099328;360968192;1457008640;706035712;23217250304;28886540288;87109632;95035392;503013376
0;29;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29961;0;0;0;0;0;0;0;0;926;1418;10191;4010;1293;1516;2037;505;14754;4595;583;615;1002;0;1;0;1;1;2;1;1;0;1;3;3;2;1;0;2;3;3;78;76;96;75;72;73;0;0;0;0;0;0;13;7;0;10;11;12;0;0;0;0;0;0;0;1;0;0;0;0;5;6;2;7;7;8;22;24;4;25;28;27;4;9;1;7;9;6;0;2;0;0;0;0;26;250;5;27;26;26;1701048320;25056522240;30849560576;240623616;363302912;1459593216;708816896;23217205248;28887425024;87142400;97435648;505466880
0;29;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29961;0;0;0;0;0;0;0;0;927;1418;10191;4010;1293;1516;2443;505;14754;9473;583;615;1121;0;1;0;1;1;2;1;1;0;1;3;3;2;1;0;2;3;3;78;76;96;76;72;73;0;0;0;0;0;0;13;7;0;10;11;12;0;0;0;0;0;0;0;1;0;0;0;0;5;6;2;6;7;8;22;24;4;24;28;27;4;9;1;7;9;6;0;2;0;0;0;0;26;250;5;27;26;26;1701048320;25056522240;30849560576;240623616;363302912;1459593216;708816896;23217205248;28887461888;87142400;97435648;505466880
0;29;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29961;0;0;0;0;0;0;0;0;928;1107;11116;3433;4571;1420;1538;556;12308;5412;1416;649;727;0;1;0;1;1;2;1;1;0;1;3;3;2;1;0;2;3;3;78;76;96;75;72;74;0;0;0;0;0;0;13;7;0;10;11;12;0;0;0;0;0;0;0;1;0;0;0;0;5;6;2;6;7;8;22;24;4;25;28;26;4;9;1;7;9;6;0;2;0;0;0;0;26;251;5;27;26;27;1701662720;25055506432;30849306624;237789184;363433984;1460092928;709427200;23216263168;28887207936;84332544;97370112;506167296
0;29;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29961;0;0;0;0;0;0;0;0;929;1107;11116;3433;4571;1420;3115;583;12308;5428;1416;649;1308;0;1;0;1;1;2;1;1;0;1;3;3;2;1;0;2;3;3;78;76;96;75;72;74;0;0;0;0;0;0;13;7;0;10;11;12;0;0;0;0;0;0;0;1;0;0;0;0;5;6;2;6;7;8;22;24;4;25;28;26;4;9;1;7;9;6;0;2;0;0;0;0;26;251;5;27;26;27;1701662720;25055506432;30849306624;237789184;363433984;1460092928;709427200;23216263168;28887207936;84332544;97370112;506167296
0;29;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29961;0;0;0;0;0;0;0;0;930;1107;11116;3433;4571;1420;3115;583;12308;5428;1416;649;1308;0;1;0;1;1;2;1;1;0;1;3;3;2;1;0;2;3;3;78;76;96;75;72;74;0;0;0;0;0;0;13;7;0;10;11;12;0;0;0;0;0;0;0;1;0;0;0;0;5;6;2;6;7;8;22;24;4;25;28;26;4;9;1;7;9;6;0;2;0;0;0;0;26;251;5;27;26;27;1701662720;25056092160;30849306624;237789184;363433984;1460092928;709427200;23216263168;28887207936;84332544;97370112;506167296
0;29;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29961;0;0;0;0;0;0;0;0;931;1105;10366;3048;1491;1173;1758;523;10582;4416;621;526;801;0;1;0;1;1;2;1;1;0;1;3;3;2;1;0;1;3;3;78;77;96;76;72;74;0;0;0;0;0;0;14;7;0;10;11;13;0;0;0;0;0;0;0;1;0;0;0;0;4;6;2;6;7;7;22;23;4;24;28;26;4;9;1;8;9;5;0;2;0;0;0;0;26;250;5;27;26;27;1701711872;25056800768;30849609728;240087040;363335680;1460248576;709476352;23215927296;28887101440;86618112;97337344;506314752
0;29;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29961;0;0;0;0;0;0;0;0;932;1315;14728;4512;1259;1454;1879;538;20152;6274;594;661;858;0;1;0;1;1;2;1;1;0;1;3;3;2;1;0;1;3;3;78;77;96;75;72;75;0;0;0;0;0;0;13;7;0;10;11;13;0;0;0;0;0;0;0;1;0;0;0;0;4;6;2;7;7;7;22;23;4;25;28;25;4;9;1;8;9;5;0;2;0;0;0;0;26;250;5;27;26;27;1701679104;25054547968;30849482752;240144384;363368448;1451421696;709443584;23214309376;28887101440;86683648;97304576;492519424
0;29;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29961;0;0;0;0;0;0;0;0;933;1294;11726;3481;1172;3263;3445;566;14669;5828;546;966;1131;0;1;0;1;1;4;1;1;0;1;3;3;2;1;0;1;3;4;78;77;96;76;73;74;0;0;0;0;0;0;13;7;0;10;11;13;0;0;0;0;0;0;0;1;0;0;0;0;4;6;2;7;7;8;22;23;4;24;27;26;3;9;1;7;8;5;0;2;0;0;0;0;26;249;5;27;26;27;1695555584;25054310400;30849482752;240111616;348418048;1456762880;702590976;23214948352;28887334912;86618112;82173952;502685696
0;29;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29961;0;0;0;0;0;0;0;0;934;2410;13286;3481;1172;4231;2127;761;14669;6967;631;1783;1068;0;1;0;1;1;4;1;1;0;1;3;3;2;1;0;1;3;4;78;77;96;75;72;74;0;0;0;0;0;0;13;7;0;10;11;13;0;0;0;0;0;0;0;1;0;0;0;0;4;6;2;7;7;8;22;23;4;25;28;26;3;9;1;8;8;5;0;2;0;0;0;0;26;249;5;27;26;27;1695555584;25056219136;30849277952;240132096;348418048;1456824320;702590976;23216857088;28887207936;86618112;94990336;503697408
0;29;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29961;0;0;0;0;0;0;0;0;935;1401;17664;3725;1490;1666;2417;752;17295;9618;681;741;1029;0;1;0;1;1;4;1;1;0;1;3;3;2;1;0;1;3;4;78;77;96;75;72;74;0;0;0;0;0;0;13;7;0;10;11;13;0;0;0;0;0;0;0;1;0;0;0;0;4;6;2;7;7;7;22;23;4;25;28;26;3;9;1;8;9;5;0;2;0;0;0;0;26;251;5;27;27;27;1698373632;25056612352;30849355776;240099328;361127936;1457631232;706195456;23218065408;28886507520;86855680;95064064;503631872
0;29;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29961;0;0;0;0;0;0;0;0;936;1383;11911;4010;1290;1374;1938;563;16854;5831;570;597;822;0;1;0;0;1;4;1;1;0;1;3;3;2;1;0;1;3;4;79;77;96;76;72;74;0;0;0;0;0;0;13;7;0;10;11;13;0;0;0;0;0;0;0;1;0;0;0;0;4;6;2;6;7;7;21;23;4;24;28;26;3;9;1;7;9;5;0;2;0;0;0;0;26;251;5;27;27;27;1701679104;25057726464;30846631936;240152576;363429888;1460158464;708800512;23218364416;28887080960;86937600;97361920;506224640
0;29;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29961;0;0;0;0;0;0;0;0;937;1235;11911;4010;1290;1374;1947;563;16854;5831;570;675;894;0;1;0;0;1;4;1;1;0;1;3;3;2;1;0;1;3;4;79;77;96;76;72;74;0;0;0;0;0;0;13;7;0;10;11;13;0;0;0;0;0;0;0;1;0;0;0;0;4;6;2;6;7;8;21;23;4;24;28;26;3;9;1;7;9;5;0;2;0;0;0;0;26;251;5;26;27;27;1701679104;25057726464;30846771200;240152576;363429888;1460158464;709394432;23218364416;28887080960;86937600;97361920;506224640
0;29;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29961;0;0;0;0;0;0;0;0;938;1579;11666;3334;5459;1693;3432;578;14109;5326;1582;1140;1716;0;1;0;0;1;4;1;1;0;1;3;3;2;1;0;1;3;4;78;77;96;76;73;74;0;0;0;0;0;0;13;7;0;10;11;13;0;0;0;0;0;0;0;1;0;0;0;0;4;6;2;6;7;7;22;23;4;24;27;26;3;9;1;7;9;5;0;2;0;0;0;0;26;250;5;26;27;27;1701613568;25054031872;30846771200;224276480;363401216;1460158464;709378048;23214964736;28884619264;84398080;97333248;506159104
0;29;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29961;0;0;0;0;0;0;0;0;939;1100;13022;3690;1760;1237;1545;573;9394;6365;593;511;696;0;1;0;0;1;4;1;1;0;1;3;3;2;1;0;1;3;4;78;77;96;76;72;74;0;0;0;0;0;0;14;7;0;10;11;13;0;0;0;0;0;0;0;1;0;0;0;0;4;6;2;7;7;8;22;23;4;24;28;26;3;9;1;7;9;5;0;2;0;0;0;0;26;250;5;26;27;27;1701711872;25057640448;30849650688;237625344;363401216;1460256768;709541888;23217942528;28887302144;84344832;97333248;506126336
0;29;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29961;0;0;0;0;0;0;0;0;940;1156;11564;3690;1430;1316;1861;558;12540;5471;615;583;862;0;1;0;1;1;4;1;1;0;1;3;3;2;1;0;1;3;4;79;77;96;76;72;74;0;0;0;0;0;0;14;7;0;10;11;13;0;0;0;0;0;0;0;1;0;0;0;0;4;6;2;7;7;8;21;23;4;24;28;26;3;9;1;7;9;5;0;2;0;0;0;0;26;250;5;26;27;27;1701695488;25023029248;30849650688;239509504;363294720;1460162560;709459968;23217942528;28887683072;84344832;97341440;506224640
0;29;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29961;0;0;0;0;0;0;0;0;941;1844;23103;3367;2209;1637;3063;917;33417;13484;967;871;1491;0;1;0;1;1;4;1;1;0;1;3;3;2;1;0;1;3;4;79;77;96;76;72;74;0;0;0;0;0;0;14;7;0;10;11;13;0;0;0;0;0;0;0;1;0;0;0;0;4;6;2;7;7;8;21;23;4;24;28;26;3;9;1;7;9;5;0;2;0;0;0;0;26;251;5;26;27;27;1701695488;25056997376;30849835008;240136192;363294720;1460162560;709459968;23217344512;28887683072;86294528;97349632;506224640
0;29;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29961;0;0;0;0;0;0;0;0;942;1137;11512;4032;1075;1767;2098;543;12126;5036;492;735;927;0;1;0;1;1;6;1;1;0;1;3;4;2;1;0;1;3;4;79;77;96;76;73;75;0;0;0;0;0;0;14;7;0;10;11;13;0;0;0;0;0;0;0;1;0;0;0;0;4;6;2;7;7;7;21;23;4;24;27;25;3;8;1;7;9;5;0;2;0;0;0;0;26;250;5;26;27;27;1701777408;25053569024;30848184320;240168960;363393024;1447948288;709541888;23214059520;28886032384;86822912;97316864;490708992
0;29;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29961;0;0;0;0;0;0;0;0;943;2220;11507;2599;1021;1767;2957;695;13581;6063;495;969;947;0;1;0;1;1;6;1;1;0;1;3;4;2;1;0;1;3;4;79;77;96;76;73;74;0;0;0;0;0;0;14;7;0;10;11;13;0;0;0;0;0;0;0;1;0;0;0;0;4;6;2;7;7;7;21;23;4;24;27;26;3;8;1;7;8;5;0;2;0;0;0;0;26;249;5;26;27;27;1694797824;25052717056;30848184320;240238592;348340224;1456517120;703459328;23214059520;28883775488;86888448;81907712;502575104
0;29;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29961;0;0;0;0;0;0;0;0;944;2146;26079;6687;2210;4889;3078;1071;47271;16153;1069;5911;1510;0;1;0;1;1;6;1;1;0;1;3;4;2;1;0;1;3;4;79;77;96;76;73;74;0;0;0;0;0;0;14;7;0;10;11;13;0;0;0;0;0;0;0;1;0;0;0;0;4;6;2;7;7;7;21;23;4;24;27;26;3;8;1;7;8;5;0;2;0;0;0;0;26;249;5;26;27;27;1696378880;25049133056;30845931520;240369664;360919040;1456525312;704139264;23212584960;28883779584;87023616;94982144;502575104
