CS_TargetRate;E_AssumedEC;M_ID;RT_CLen_P;RT_CLenstd_P;RT_CSet_P;RT_CSetstd_P;RT_Reg_P;RT_Regstd_P;RT_TDown_P;RT_TDownstd_P;SC_FailedCall_P;SC_FailureRate_P;SC_IncomingCall_P;SC_OutgoingCall_P;SC_SuccessfulCall_P;SC_SuccessRate_P;SC_TotalCallCreated;SF_FailedCallRejected_P;SF_FailedTimeoutOnRecv_P;SF_FailedTimeoutOnSend_P;SF_FailedUnexpectedMessage_P;SF_RejectionRate_P;SW_CallRate_P;SW_CurrentCall;SW_Targetrate;TIMESTAMP;CPUCtxsw_Bono;CPUCtxsw_NodeSystem;CPUCtxsw_NodeClient;CPUCtxsw_Homer;CPUCtxsw_Homestead;CPUCtxsw_Sprout;CPUIntr_Bono;CPUIntr_NodeSystem;CPUIntr_NodeClient;CPUIntr_Homer;CPUIntr_Homestead;CPUIntr_Sprout;CPUload1_Bono;CPUload1_NodeSystem;CPUload1_NodeClient;CPUload1_Homer;CPUload1_Homestead;CPUload1_Sprout;CPUload15_Bono;CPUload15_NodeSystem;CPUload15_NodeClient;CPUload15_Homer;CPUload15_Homestead;CPUload15_Sprout;CPUload5_Bono;CPUload5_NodeSystem;CPUload5_NodeClient;CPUload5_Homer;CPUload5_Homestead;CPUload5_Sprout;CPUUtil_idle_Bono;CPUUtil_idle_NodeSystem;CPUUtil_idle_NodeClient;CPUUtil_idle_Homer;CPUUtil_idle_Homestead;CPUUtil_idle_Sprout;CPUUtil_intr_Bono;CPUUtil_intr_NodeSystem;CPUUtil_intr_NodeClient;CPUUtil_intr_Homer;CPUUtil_intr_Homestead;CPUUtil_intr_Sprout;CPUUtil_iowait_Bono;CPUUtil_iowait_NodeSystem;CPUUtil_iowait_NodeClient;CPUUtil_iowait_Homer;CPUUtil_iowait_Homestead;CPUUtil_iowait_Sprout;CPUUtil_nice_Bono;CPUUtil_nice_NodeSystem;CPUUtil_nice_NodeClient;CPUUtil_nice_Homer;CPUUtil_nice_Homestead;CPUUtil_nice_Sprout;CPUUtil_softirq_Bono;CPUUtil_softirq_NodeSystem;CPUUtil_softirq_NodeClient;CPUUtil_softirq_Homer;CPUUtil_softirq_Homestead;CPUUtil_softirq_Sprout;CPUUtil_system_Bono;CPUUtil_system_NodeSystem;CPUUtil_system_NodeClient;CPUUtil_system_Homer;CPUUtil_system_Homestead;CPUUtil_system_Sprout;CPUUtil_usage_Bono;CPUUtil_usage_NodeSystem;CPUUtil_usage_NodeClient;CPUUtil_usage_Homer;CPUUtil_usage_Homestead;CPUUtil_usage_Sprout;CPUUtil_user_Bono;CPUUtil_user_NodeSystem;CPUUtil_user_NodeClient;CPUUtil_user_Homer;CPUUtil_user_Homestead;CPUUtil_user_Sprout;DSKread_Bono;DSKread_NodeSystem;DSKread_NodeClient;DSKread_Homer;DSKread_Homestead;DSKread_Sprout;DSKwrite_Bono;DSKwrite_NodeSystem;DSKwrite_NodeClient;DSKwrite_Homer;DSKwrite_Homestead;DSKwrite_Sprout;MEMav_Bono;MEMav_NodeSystem;MEMav_NodeClient;MEMav_Homer;MEMav_Homestead;MEMav_Sprout;MEMfree_Bono;MEMfree_NodeSystem;MEMfree_NodeClient;MEMfree_Homer;MEMfree_Homestead;MEMfree_Sprout
0;30;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1182;9813;1187;1148;1087;1579;508;9242;3809;557;583;890;1;0;0;0;0;0;1;0;0;1;2;2;1;0;0;1;2;2;81;77;97;75;69;74;0;0;0;0;0;0;13;7;0;10;15;12;0;0;0;0;0;0;0;1;0;0;0;0;4;6;2;7;7;8;19;23;3;25;31;26;2;9;1;8;9;5;0;2;0;0;0;0;26;247;5;26;26;27;1719939072;24132034560;31407935488;244428800;413638656;1505697792;856530944;22340497408;29479137280;91262976;95248384;637915136
2;30;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1182;10485;2962;1247;3275;2009;584;11268;3809;557;583;890;1;0;0;0;0;0;1;0;0;1;2;2;1;0;0;1;2;2;81;77;97;75;69;74;0;0;0;0;0;0;13;7;0;10;15;12;0;0;0;0;0;0;0;1;0;0;0;0;4;6;2;7;7;8;19;23;3;25;31;26;2;8;1;8;8;5;0;2;0;0;0;0;26;248;5;26;26;27;1720037376;24129441792;31407935488;244461568;398503936;1505697792;856530944;22337904640;29479137280;91230208;78213120;637980672
5;30;2014;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;2;2;1287;17135;4566;1418;11206;3237;799;24051;4486;620;1325;925;1;0;0;0;0;0;1;0;0;1;2;2;1;0;0;1;2;2;81;77;97;75;69;74;0;0;0;0;0;0;13;7;0;10;15;12;0;0;0;0;0;0;0;1;0;0;0;1;4;6;2;7;7;8;19;23;3;25;31;26;2;8;1;8;9;5;0;2;0;0;0;0;26;248;5;26;26;27;1719906304;24129339392;31404630016;244461568;411242496;1505763328;856530944;22338109440;29475831808;91230208;92786688;638046208
8;30;2014;0;0;0;0;0;0;0;0;0;0;0;4;0;0;5;0;0;0;0;0;4;1;5;3;2363;10235;3205;1307;1088;2310;738;9102;4378;648;1179;1158;1;0;0;0;0;0;1;0;0;1;2;2;1;0;0;1;2;2;81;77;97;75;69;75;0;0;0;0;0;0;13;7;0;10;15;12;0;0;0;0;0;0;0;1;0;0;0;0;4;6;2;7;7;7;19;23;3;25;31;25;2;8;1;8;9;5;0;2;0;0;0;0;26;248;5;26;26;27;1716445184;24124669952;31405170688;244396032;411172864;1490849792;853127168;22333132800;29476372480;91230208;92778496;623067136
10;30;2014;0;0;0;0;0;0;0;0;0;0;0;7;0;0;12;0;0;0;0;0;7;5;8;4;1288;10286;3167;6446;1505;2980;610;11790;4379;1932;674;877;1;0;0;0;0;0;1;0;0;1;2;2;1;0;0;1;2;2;81;77;97;75;69;74;0;0;0;0;0;0;13;7;0;10;15;12;0;0;0;0;0;0;0;1;0;0;0;0;4;6;2;7;7;8;19;23;3;25;31;26;2;9;1;8;9;5;0;2;0;0;0;0;26;249;5;26;26;27;1717424128;24127770624;31407333376;242126848;412930048;1502134272;853942272;22336233472;29478535168;88969216;94744576;634339328
13;30;2014;0;0;0;0;0;0;0;0;0;0;0;9;0;0;20;0;0;0;0;0;9;12;10;5;1317;12125;3063;1320;1591;2031;637;11927;4542;1932;741;951;1;0;0;0;0;0;1;0;0;1;2;2;1;0;0;1;2;2;81;77;97;75;69;74;0;0;0;0;0;0;13;7;0;10;15;12;0;0;0;0;0;0;0;1;0;0;0;0;4;6;2;7;7;8;19;23;3;25;31;26;2;9;1;8;9;5;0;2;0;0;0;0;26;249;5;26;26;27;1719406592;24120238080;31407460352;242069504;412930048;1502990336;855900160;22328700928;29478535168;88903680;95170560;635203584
16;30;2014;0;0;0;0;0;0;0;0;0;0;0;13;0;0;33;0;0;0;0;0;13;21;13;6;2144;30726;6213;2260;3477;4534;1296;39119;13338;628;1521;2275;1;0;0;0;0;0;1;0;0;1;2;2;1;0;0;1;2;2;81;77;97;75;69;75;0;0;0;0;0;0;13;7;0;10;15;12;0;0;0;0;0;0;0;1;0;0;0;1;4;6;2;7;7;8;19;23;3;25;31;25;2;9;1;8;9;5;0;2;0;0;0;0;26;249;5;26;26;27;1719406592;24129572864;31407460352;242266112;413499392;1503023104;855900160;22338035712;29478662144;88903680;95170560;635236352
19;30;2014;0;0;0;0;79;0;0;0;0;0;0;15;0;0;48;0;0;0;0;0;15;34;16;7;1241;10787;3204;1354;3217;1969;568;10513;4666;603;1382;896;1;0;0;0;0;0;1;0;0;1;2;2;1;0;0;1;2;2;81;77;97;75;69;74;0;0;0;0;0;0;13;7;0;10;15;12;0;0;0;0;0;0;0;1;0;0;0;0;4;6;2;7;7;8;19;23;3;25;31;26;2;9;1;8;9;5;0;2;0;0;0;0;26;250;5;26;26;27;1720016896;24130252800;31379496960;243822592;413548544;1505472512;856571904;22338711552;29478043648;90587136;95219712;637685760
21;30;2014;0;0;0;0;79;0;0;0;0;0;0;18;0;0;66;0;0;0;0;0;18;49;19;8;1192;11315;3044;1326;1284;1941;583;10912;4673;592;609;916;1;0;0;0;0;0;1;0;0;1;2;2;1;0;0;1;2;2;81;77;97;75;69;74;0;0;0;0;0;0;13;7;0;10;15;12;0;0;0;0;0;0;0;1;0;0;0;0;4;6;2;7;7;8;19;23;3;25;31;26;2;9;1;8;9;5;0;2;0;0;0;0;26;250;5;26;26;27;1719951360;24131055616;31407144960;244482048;413634560;1505509376;856637440;22339514368;29478313984;91172864;95301632;637718528
24;30;2014;0;0;0;0;68;0;0;0;0;0;0;20;0;0;86;0;0;0;0;0;20;67;21;9;1244;11251;3106;1482;2676;2064;579;8506;4721;690;1233;963;1;0;0;0;0;0;1;0;0;1;2;2;1;0;0;1;2;2;81;77;97;74;69;74;0;0;0;0;0;0;13;7;0;11;15;12;0;0;0;0;0;0;0;1;0;0;0;0;4;6;2;7;7;8;19;23;3;26;31;26;2;9;1;8;9;5;0;2;0;0;0;0;26;250;5;26;26;27;1720639488;24130768896;31406825472;244449280;413749248;1505509376;857128960;22339227648;29478027264;91271168;95285248;637718528
27;30;2014;0;0;0;0;54;0;0;0;0;0;0;24;0;0;109;0;0;0;0;0;24;87;24;10;1435;11777;3228;1104;2676;2177;664;11516;3936;511;2192;985;1;0;0;0;0;0;1;0;0;1;2;2;1;0;0;1;2;2;81;77;97;74;69;74;0;0;0;0;0;0;13;7;0;11;15;12;0;0;0;0;0;0;0;1;0;0;0;0;4;6;2;7;7;8;19;23;3;26;31;26;2;8;1;8;9;5;0;2;0;0;0;0;26;249;5;26;26;27;1721171968;24126259200;31406825472;244453376;413786112;1505509376;857657344;22339227648;29478027264;91140096;95186944;637849600
30;30;2014;0;0;0;0;66;6000;0;0;0;0;0;26;0;0;135;0;0;0;0;0;26;111;27;11;1741;18355;4710;1878;5278;3031;934;21887;8308;798;1133;1437;1;0;0;0;0;0;1;0;0;1;2;2;1;0;0;1;2;2;81;77;97;74;69;74;0;0;0;0;0;0;13;7;0;11;15;12;0;0;0;0;0;0;0;1;0;0;0;0;4;6;2;7;7;8;19;23;3;26;31;26;2;8;1;8;9;5;0;2;0;0;0;0;26;249;5;26;26;26;1721171968;24126443520;31406526464;244453376;408186880;1505644544;857722880;22334717952;29477728256;91140096;87457792;637915136
32;30;2014;0;0;0;0;71;16000;0;0;0;0;0;29;0;0;164;0;0;0;0;0;29;137;30;12;1382;11118;3241;993;9105;1911;651;12089;4353;521;3750;846;1;0;0;0;0;0;1;0;0;1;2;2;1;0;0;1;2;2;81;77;97;74;69;74;0;0;0;0;0;0;13;7;0;11;15;12;0;0;0;0;0;0;0;1;0;0;0;1;4;6;2;7;7;8;19;23;3;26;31;26;2;9;1;8;9;5;0;2;0;0;0;0;26;250;5;26;26;26;1721008128;24129638400;31406944256;244453376;411234304;1505546240;857559040;22338097152;29478146048;91205632;92753920;637751296
35;30;2014;0;0;0;0;58;5000;0;0;0;0;0;31;0;0;195;0;0;0;0;0;31;166;32;13;2631;11250;3838;1706;5838;3708;784;13308;4743;735;2498;1225;1;0;0;0;0;0;1;0;0;1;2;2;1;0;0;1;2;2;81;77;97;75;69;75;0;0;0;0;0;0;13;7;0;11;15;12;0;0;0;0;0;0;0;1;0;0;0;0;4;6;2;6;7;7;19;23;3;25;31;25;2;9;1;7;9;5;0;1;0;0;0;0;26;248;5;26;26;26;1717805056;24124317696;31405989888;236097536;411435008;1490276352;854347776;22332776448;29477191680;84566016;92950528;622465024
38;30;2014;0;0;0;0;68;13000;0;0;0;0;0;35;0;0;229;0;0;0;0;0;35;197;35;14;1684;12358;3512;6282;16975;2667;749;16143;5755;2153;2637;1128;1;0;0;0;0;0;1;0;0;1;2;2;1;0;0;1;2;2;81;77;97;74;69;75;0;0;0;0;0;0;13;7;0;11;15;12;0;0;0;0;0;0;0;1;0;0;0;1;4;6;2;7;7;8;19;23;3;26;31;25;2;9;1;7;9;5;0;1;0;0;0;0;26;248;5;26;26;26;1718714368;24125874176;31405862912;241971200;413011968;1501974528;855195648;22332776448;29477056512;75169792;94523392;634163200
41;30;2014;0;0;0;0;69;11000;0;0;0;0;0;37;0;0;266;0;0;0;0;0;37;232;38;15;1782;22547;3745;1321;2826;2515;782;14974;5359;634;2339;980;1;0;0;0;0;0;1;0;0;1;2;2;1;0;0;1;2;2;81;77;97;74;69;74;0;0;0;0;0;0;13;7;0;11;15;12;0;0;0;0;0;0;0;1;0;0;0;1;4;6;2;7;7;8;19;23;3;26;31;26;2;9;1;8;9;5;0;1;0;0;0;0;26;248;5;26;25;26;1720545280;24130990080;31406370816;241971200;413601792;1502199808;856821760;22336184320;29477564416;88584192;95113216;634261504
43;30;2014;0;0;0;0;74;7000;0;0;0;0;0;40;0;0;306;0;0;0;0;0;40;269;41;16;1782;22547;3745;1321;8375;2515;782;14974;5359;634;2339;980;1;0;0;0;0;0;1;0;0;1;2;2;1;0;0;1;2;2;81;77;97;74;69;74;0;0;0;0;0;0;13;7;0;11;15;12;0;0;0;0;0;0;0;1;0;0;0;1;4;6;2;7;7;8;19;23;3;26;31;26;2;9;1;8;9;5;0;1;0;0;0;0;26;248;5;26;26;26;1720545280;24132141056;31406370816;241823744;413601792;1502199808;856821760;22340558848;29477564416;88584192;95113216;637218816
46;30;2014;0;0;0;0;68;1000;0;0;0;0;0;43;0;0;348;0;0;0;0;0;43;309;43;17;1459;10987;7072;1339;10906;2291;634;11718;4330;567;3722;951;1;0;0;0;0;0;1;0;0;1;2;2;1;0;0;1;2;2;81;77;97;74;69;74;0;0;0;0;0;0;12;7;0;11;15;12;0;0;0;0;0;0;0;1;0;0;0;0;4;6;1;7;7;8;19;23;3;26;31;26;2;9;1;8;9;5;0;1;0;0;0;0;26;248;5;26;26;26;1721208832;24132141056;31408357376;241823744;413736960;1505554432;857690112;22340558848;29479550976;90406912;95113216;637878272
49;30;2014;0;0;0;0;64;13000;0;0;0;0;0;45;0;0;393;0;0;0;0;0;45;352;46;18;1459;10987;7072;1339;10906;2291;634;11718;4330;567;3722;951;1;0;0;0;0;0;1;0;0;1;2;2;1;0;0;1;2;2;81;77;97;74;69;74;0;0;0;0;0;0;12;7;0;11;15;12;0;0;0;0;0;0;0;1;0;0;0;0;4;6;1;7;7;8;19;23;3;26;31;26;2;9;1;8;9;5;0;1;0;0;0;0;26;248;5;26;26;26;1721208832;24129662976;31408357376;244293632;413736960;1505554432;857690112;22338080768;29479550976;90406912;95113216;637878272
52;30;2014;0;0;0;0;63;6000;0;0;0;0;0;48;0;0;441;0;0;0;0;0;48;397;49;19;1592;11921;3225;1432;10906;2475;689;14306;4542;611;4785;1086;1;0;0;0;0;0;1;0;0;1;2;2;1;0;0;1;2;2;81;77;97;74;69;74;0;0;0;0;0;0;12;7;0;11;15;12;0;0;0;0;0;0;0;1;0;0;0;0;4;6;2;7;7;8;19;23;3;26;31;26;2;9;1;8;9;5;0;1;0;0;0;0;26;248;5;26;26;26;1720983552;24129789952;31406366720;244375552;413855744;1505562624;857657344;22338207744;29477474304;91127808;95023104;637685760
54;30;2014;0;0;0;0;61;10000;0;0;0;0;0;52;0;0;492;0;0;0;0;0;52;445;52;20;1853;15995;4442;1295;15524;2973;852;20390;6318;692;5731;1269;1;0;0;0;0;0;1;0;0;1;2;2;1;0;0;1;2;2;81;77;97;74;69;73;0;0;0;0;0;0;12;7;0;11;15;12;0;0;0;0;0;0;0;1;0;0;0;0;4;6;2;7;7;8;19;23;3;26;31;27;2;9;1;8;9;6;0;1;0;0;0;0;26;248;5;26;25;26;1720954880;24116695040;31408451584;244375552;413868032;1505533952;857493504;22329307136;29479555072;90816512;95162368;637718528
57;30;2014;0;0;0;0;66;7000;0;0;0;0;0;53;0;0;545;0;0;0;0;0;54;497;54;21;1980;14244;3594;1418;14508;3000;812;16707;4951;656;5798;1249;1;0;0;0;0;0;1;0;0;1;2;2;1;0;0;1;2;2;81;77;97;74;69;73;0;0;0;0;0;0;12;7;0;11;15;12;0;0;0;0;0;0;0;1;0;0;0;0;4;7;2;7;7;8;19;23;3;26;31;27;3;9;1;8;9;6;0;1;0;0;0;0;26;248;5;26;26;26;1721257984;24127696896;31407812608;244277248;407400448;1505542144;857788416;22336114688;29478916096;91078656;88281088;637784064
60;30;2014;0;0;0;0;61;10000;0;0;0;0;0;56;0;0;601;0;0;0;0;0;56;550;57;22;1789;12546;3601;1128;12116;2803;770;15012;4734;540;4773;1229;1;0;0;0;0;0;1;0;0;1;2;2;1;0;0;1;2;2;81;77;97;74;69;73;0;0;0;0;0;0;12;7;0;11;15;12;0;0;0;0;0;0;0;1;0;0;0;0;4;7;2;7;7;8;19;23;3;26;31;27;3;9;1;8;9;6;0;1;0;0;0;0;26;249;6;26;26;26;1717149696;24128344064;31408091136;244375552;396984320;1505648640;854204416;22336761856;29479280640;91160576;91717632;637784064
60;30;2014;0;0;0;0;64;9000;0;0;0;0;0;60;0;0;660;0;0;0;0;0;60;606;60;23;2888;11969;5119;1596;12359;4017;877;15100;5885;698;5039;1311;1;0;0;0;0;0;1;0;0;1;2;2;1;0;0;1;2;2;81;77;97;75;68;74;0;0;0;0;0;0;13;7;0;11;14;13;0;0;0;0;0;0;0;1;0;0;0;0;4;6;2;6;8;7;19;23;3;25;32;26;3;9;1;7;9;5;0;1;0;0;0;0;26;248;6;26;26;26;1717739520;24121630720;31386701824;237580288;411381760;1492275200;854249472;22330048512;29458665472;82767872;92409856;624431104
60;30;2014;0;0;0;0;62;6000;0;0;0;0;0;61;0;0;721;0;0;0;0;0;61;666;60;24;2485;19037;9072;5826;11078;3979;1166;27460;13177;1326;4594;1611;1;0;0;0;0;0;1;0;0;1;2;2;1;0;0;1;2;2;81;77;97;75;68;73;0;0;0;0;0;0;13;7;0;11;14;12;0;0;0;0;0;0;0;1;0;0;0;0;4;6;2;6;8;8;19;23;3;25;32;27;3;9;1;7;9;6;0;1;0;0;0;0;26;248;6;26;26;26;1717673984;24123469824;31385702400;234119168;411189248;1497214976;854364160;22331887616;29457633280;82432000;92475392;629370880
60;30;2014;0;0;0;0;66;12000;0;0;0;0;0;60;0;0;781;0;0;0;0;0;60;727;60;25;2084;12031;5253;5350;18035;3240;776;19254;6530;1757;7307;1343;1;0;0;0;0;0;1;0;0;1;2;2;1;0;0;1;2;2;81;77;97;74;68;73;0;0;0;0;0;0;12;7;0;11;14;12;0;0;0;0;0;0;0;1;0;0;0;1;4;6;2;7;8;8;19;23;3;26;32;27;3;9;1;8;10;6;0;1;0;0;0;0;25;248;6;26;26;26;1718693888;24127365120;31423213568;241881088;413679616;1501900800;855212032;22335336448;29494386688;88674304;94765056;634048512
60;30;2014;0;0;0;0;66;10000;0;0;0;0;0;60;0;0;841;0;0;0;0;0;60;787;60;26;2438;14604;3577;1492;20209;3386;943;18954;4772;644;8038;1383;1;0;0;0;0;0;1;0;0;1;2;2;1;0;0;1;2;2;80;76;97;74;68;73;0;0;0;0;0;0;12;7;0;11;14;12;0;0;0;0;0;0;0;1;0;0;0;1;4;7;2;7;8;8;20;24;3;26;32;27;3;9;1;8;10;6;0;1;0;0;0;0;26;249;6;26;26;26;1721184256;24126906368;31423188992;243851264;413646848;1504968704;857567232;22335324160;29494362112;90497024;94863360;637112320
60;30;2014;0;0;0;0;77;15000;0;0;0;0;0;60;0;0;901;0;0;0;0;0;60;847;60;27;2438;15651;3174;1141;19638;3610;918;18954;5210;644;8038;1383;1;0;0;0;1;0;1;0;0;1;2;2;1;0;0;1;2;2;80;76;97;74;68;73;0;0;0;0;0;0;12;7;0;11;14;12;0;0;0;0;0;0;0;1;0;0;0;1;4;7;2;7;8;8;20;24;3;26;32;27;3;9;1;8;10;6;0;1;0;0;0;0;26;249;6;26;26;26;1721192448;24128512000;31422615552;244334592;413675520;1505390592;857567232;22336929792;29493788672;90497024;94707712;637526016
60;30;2014;0;0;0;0;76;6000;0;0;0;0;0;60;0;0;961;0;0;0;0;0;60;907;60;28;1751;19427;4585;1486;10150;3146;1068;19068;11041;532;7831;1332;1;0;0;0;1;0;1;0;0;1;2;2;1;0;0;1;2;2;80;76;97;74;68;73;0;0;0;0;0;0;12;7;0;11;14;12;0;0;0;0;0;0;0;1;0;0;0;1;4;7;2;7;8;8;20;24;3;26;32;27;3;9;1;8;10;6;0;1;0;0;0;0;26;249;6;26;27;26;1721298944;24125583360;31422615552;244334592;413724672;1505456128;857731072;22334304256;29493788672;91111424;94707712;637591552
60;30;2014;0;0;0;0;64;6000;0;0;0;0;0;60;0;0;1021;0;0;0;0;0;60;967;60;29;1880;13343;3452;1508;15062;2679;745;18753;4994;753;5749;1230;1;0;0;0;1;0;1;0;0;1;2;2;1;0;0;1;2;2;80;76;97;74;67;72;0;0;0;0;0;0;12;7;0;11;14;12;0;0;0;0;0;0;0;1;0;0;0;1;4;7;2;7;8;8;20;24;3;26;33;28;3;9;1;8;10;6;0;1;0;0;0;0;26;249;6;26;27;26;1721102336;24127434752;31424610304;244334592;413712384;1505509376;857600000;22336233472;29495779328;91176960;94625792;637640704
60;30;2014;0;0;0;0;62;10000;0;0;0;0;0;60;0;0;1081;0;0;0;0;0;60;1027;60;30;2098;15676;3742;1211;20087;3368;859;19421;5160;449;8021;1376;1;0;0;0;1;0;1;0;0;1;2;2;1;0;0;1;2;2;80;76;97;74;67;72;0;0;0;0;0;0;12;7;0;11;14;12;0;0;0;0;0;0;0;1;0;0;0;1;4;7;2;7;8;8;20;24;3;26;33;28;3;9;1;8;10;6;0;1;0;0;0;0;26;249;5;26;26;26;1721139200;24126558208;31424716800;244432896;413786112;1505669120;857567232;22337593344;29495885824;91078656;94887936;637788160
60;30;2014;0;0;0;0;72;9000;0;0;0;0;0;60;0;0;1141;0;0;0;0;0;60;1087;60;31;2169;14540;3730;1191;14780;3306;870;16517;5426;571;5681;1238;1;0;0;0;1;0;1;0;0;1;2;2;1;0;0;1;2;2;80;76;97;73;67;72;0;0;0;0;0;0;12;7;0;11;14;12;0;0;0;0;0;0;0;1;0;0;0;1;4;7;2;7;8;8;20;24;3;27;33;28;3;9;1;8;10;7;0;1;0;0;0;0;26;249;5;26;27;26;1721241600;24121241600;31425572864;244469760;410832896;1505427456;857731072;22335721472;29496741888;91111424;83718144;637591552
57;30;2014;0;0;0;0;78;27000;0;0;0;0;0;59;0;0;1200;0;0;0;0;0;59;1147;60;32;3698;16186;3948;1047;18003;3767;1047;18727;5716;507;6820;1441;1;0;0;0;1;0;1;0;0;1;2;2;1;0;0;1;2;2;80;76;97;73;68;72;0;0;0;0;0;0;12;7;0;11;14;12;0;0;0;0;0;0;0;1;0;0;0;1;4;7;2;7;8;8;20;24;3;27;32;28;3;9;1;8;10;7;0;1;0;0;0;0;26;248;5;26;27;26;1718378496;24125710336;31425572864;244342784;399749120;1505681408;857567232;22335266816;29496741888;91111424;79351808;637788160
54;30;2014;0;0;0;0;92;33000;0;0;0;0;0;56;0;0;1256;0;0;0;0;0;56;1206;57;33;3584;23180;4826;1991;12454;4924;1458;31960;11895;846;6017;1716;1;0;0;0;1;0;1;0;0;1;2;2;1;0;0;1;2;2;80;76;97;73;66;73;0;0;0;0;0;0;12;7;0;11;14;12;0;0;0;0;0;0;0;1;0;0;0;1;4;7;2;7;8;8;20;24;3;27;34;27;3;9;1;8;11;7;0;1;0;0;0;0;26;248;5;26;27;26;1715683328;24120926208;31401963520;244342784;411234304;1505648640;852094976;22332174336;29496741888;91176960;92090368;637755392
51;30;2014;0;0;0;0;211;51000;0;0;0;0;0;52;0;0;1308;0;0;0;0;0;52;1262;54;34;2134;15672;4069;3321;21162;5066;1050;19121;5537;977;8174;1633;1;0;0;0;1;1;1;0;0;1;2;2;1;0;0;1;2;2;80;75;97;74;66;72;0;0;0;0;0;0;12;7;0;11;14;12;0;0;0;0;0;0;0;1;0;0;0;1;4;7;2;7;8;8;20;25;3;26;34;28;3;9;1;8;11;7;0;1;0;0;0;0;26;248;5;26;27;26;1717678080;24123101184;31423414272;232898560;411385856;1500733440;854208512;22331068416;29493059584;80478208;92127232;634167296
49;30;2014;0;0;0;0;88;145000;0;0;0;0;0;50;0;0;1358;0;0;0;0;0;50;1314;51;35;2135;12927;4228;4591;15251;3018;845;17959;5177;1854;6029;1237;1;0;0;0;1;1;1;0;0;1;2;2;1;0;0;1;2;2;79;75;97;74;66;72;0;0;0;0;0;0;12;7;0;11;14;12;0;0;0;0;0;0;0;1;0;0;0;1;4;7;2;7;8;8;21;25;3;26;34;28;3;9;1;8;11;7;0;1;0;0;0;0;26;249;6;26;27;26;1720168448;24126836736;31419166720;242032640;412917760;1501908992;855072768;22334537728;29494673408;88633344;93818880;634134528
46;30;2014;0;0;0;0;71;11000;0;0;0;0;0;48;0;0;1407;0;0;0;0;0;48;1364;49;36;2054;15076;3885;1218;20198;3453;974;19972;5316;553;7840;1377;1;0;0;0;1;1;1;0;0;1;2;2;1;0;0;1;2;2;79;75;97;74;66;72;0;0;0;0;0;0;12;7;0;11;14;12;0;0;0;0;0;0;0;1;0;0;0;1;4;7;2;7;9;8;21;25;3;26;34;28;3;10;1;8;11;7;0;1;0;0;0;0;26;249;6;26;27;26;1721008128;24122294272;31421980672;241901568;413720576;1502949376;857518080;22330699776;29495054336;88698880;94494720;635195392
43;30;2014;0;0;0;0;81;11000;0;0;0;0;0;45;0;0;1452;0;0;0;0;0;45;1412;46;37;2054;15076;3885;1218;20198;3453;974;19972;5316;553;7840;1377;1;0;0;0;1;1;1;0;0;1;2;2;1;0;0;1;2;2;79;75;97;74;66;72;0;0;0;0;0;0;12;7;0;11;14;12;0;0;0;0;0;0;0;1;0;0;0;1;4;7;2;7;9;8;21;25;3;26;34;28;3;10;1;8;11;7;0;1;0;0;0;0;26;249;6;26;27;26;1721008128;24122294272;31421980672;241901568;413720576;1502949376;857518080;22330699776;29495054336;88698880;94494720;637026304
40;30;2014;0;0;0;0;84;4000;0;0;0;0;0;41;0;0;1493;0;0;0;0;0;41;1457;43;38;1919;16041;4479;1546;27035;4539;1113;21108;5501;645;10058;1585;1;0;0;0;1;1;1;0;0;1;2;2;1;0;0;1;2;2;79;75;97;74;65;71;0;0;0;0;0;0;12;7;0;11;14;12;0;0;0;0;0;0;0;1;0;0;0;1;4;8;2;7;9;8;21;25;3;26;35;29;4;10;1;8;12;7;0;1;0;0;0;0;26;249;6;26;27;26;1720823808;24129609728;31422365696;244559872;413839360;1505755136;857518080;22338015232;29492289536;91193344;94576640;637812736
38;30;2014;0;0;0;0;80;9000;0;0;0;0;0;39;0;0;1532;0;0;0;0;0;39;1498;40;39;1863;19175;5360;1259;26394;4231;1136;20941;6580;591;9774;1633;1;0;0;0;1;1;1;0;0;1;2;2;1;0;0;1;2;2;79;74;97;73;65;71;0;0;0;0;0;0;13;7;0;11;14;12;0;0;0;0;0;0;0;1;0;0;0;1;4;8;2;7;9;9;21;26;3;27;35;29;4;10;1;8;12;8;0;1;0;0;0;0;26;250;6;26;27;26;1720946688;24130244608;31424835584;244400128;413892608;1505517568;857321472;22338650112;29494775808;91226112;94609408;637583360
35;30;2014;0;0;0;0;83;4000;0;0;0;0;0;37;0;0;1570;0;0;0;0;0;37;1537;38;40;1802;15894;4774;1108;26185;4426;1086;23099;6070;576;10098;1548;1;0;0;0;1;1;1;0;0;1;2;2;1;0;0;1;2;2;79;74;97;74;65;70;0;0;0;0;0;0;12;7;0;11;14;12;0;0;0;0;0;0;0;1;0;0;1;1;4;8;2;7;9;9;21;26;3;26;35;30;4;10;1;8;12;8;0;1;0;0;0;0;26;250;6;26;27;26;1720840192;24130547712;31424167936;244432896;413913088;1505660928;857223168;22338953216;29493190656;91127808;94412800;637616128
