@relation flights

@attribute attr0 numeric
@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric

@data
23644,186,30527,10,4,19086,180,29899,11,4,19128,175,28363,12,4,16579,180,29348,1,1,14978,152,26492,2,1,19775,186,32566,3,1,21485,180,27902,4,2,26934,231,35363,5,2,26235,239,36105,6,2,29500,248,37586,7,3,30308,248,37875,8,3,24249,184,28779,9,3,0
19086,180,29899,11,4,19128,175,28363,12,4,16579,180,29348,1,1,14978,152,26492,2,1,19775,186,32566,3,1,21485,180,27902,4,2,26934,231,35363,5,2,26235,239,36105,6,2,29500,248,37586,7,3,30308,248,37875,8,3,24249,184,28779,9,3,22302,185,29289,10,4,0
19128,175,28363,12,4,16579,180,29348,1,1,14978,152,26492,2,1,19775,186,32566,3,1,21485,180,27902,4,2,26934,231,35363,5,2,26235,239,36105,6,2,29500,248,37586,7,3,30308,248,37875,8,3,24249,184,28779,9,3,22302,185,29289,10,4,19761,174,28794,11,4,0
16579,180,29348,1,1,14978,152,26492,2,1,19775,186,32566,3,1,21485,180,27902,4,2,26934,231,35363,5,2,26235,239,36105,6,2,29500,248,37586,7,3,30308,248,37875,8,3,24249,184,28779,9,3,22302,185,29289,10,4,19761,174,28794,11,4,18461,173,29823,12,4,0
14978,152,26492,2,1,19775,186,32566,3,1,21485,180,27902,4,2,26934,231,35363,5,2,26235,239,36105,6,2,29500,248,37586,7,3,30308,248,37875,8,3,24249,184,28779,9,3,22302,185,29289,10,4,19761,174,28794,11,4,18461,173,29823,12,4,14005,157,25751,1,1,0
19775,186,32566,3,1,21485,180,27902,4,2,26934,231,35363,5,2,26235,239,36105,6,2,29500,248,37586,7,3,30308,248,37875,8,3,24249,184,28779,9,3,22302,185,29289,10,4,19761,174,28794,11,4,18461,173,29823,12,4,14005,157,25751,1,1,14586,162,27918,2,1,0
21485,180,27902,4,2,26934,231,35363,5,2,26235,239,36105,6,2,29500,248,37586,7,3,30308,248,37875,8,3,24249,184,28779,9,3,22302,185,29289,10,4,19761,174,28794,11,4,18461,173,29823,12,4,14005,157,25751,1,1,14586,162,27918,2,1,16144,152,26479,3,1,0
26934,231,35363,5,2,26235,239,36105,6,2,29500,248,37586,7,3,30308,248,37875,8,3,24249,184,28779,9,3,22302,185,29289,10,4,19761,174,28794,11,4,18461,173,29823,12,4,14005,157,25751,1,1,14586,162,27918,2,1,16144,152,26479,3,1,15912,144,22754,4,2,1
26235,239,36105,6,2,29500,248,37586,7,3,30308,248,37875,8,3,24249,184,28779,9,3,22302,185,29289,10,4,19761,174,28794,11,4,18461,173,29823,12,4,14005,157,25751,1,1,14586,162,27918,2,1,16144,152,26479,3,1,15912,144,22754,4,2,22429,191,30434,5,2,1
29500,248,37586,7,3,30308,248,37875,8,3,24249,184,28779,9,3,22302,185,29289,10,4,19761,174,28794,11,4,18461,173,29823,12,4,14005,157,25751,1,1,14586,162,27918,2,1,16144,152,26479,3,1,15912,144,22754,4,2,22429,191,30434,5,2,22881,203,31510,6,2,1
30308,248,37875,8,3,24249,184,28779,9,3,22302,185,29289,10,4,19761,174,28794,11,4,18461,173,29823,12,4,14005,157,25751,1,1,14586,162,27918,2,1,16144,152,26479,3,1,15912,144,22754,4,2,22429,191,30434,5,2,22881,203,31510,6,2,28220,246,37589,7,3,1
24249,184,28779,9,3,22302,185,29289,10,4,19761,174,28794,11,4,18461,173,29823,12,4,14005,157,25751,1,1,14586,162,27918,2,1,16144,152,26479,3,1,15912,144,22754,4,2,22429,191,30434,5,2,22881,203,31510,6,2,28220,246,37589,7,3,29551,247,38517,8,3,1
22302,185,29289,10,4,19761,174,28794,11,4,18461,173,29823,12,4,14005,157,25751,1,1,14586,162,27918,2,1,16144,152,26479,3,1,15912,144,22754,4,2,22429,191,30434,5,2,22881,203,31510,6,2,28220,246,37589,7,3,29551,247,38517,8,3,27491,238,36270,9,3,0
19761,174,28794,11,4,18461,173,29823,12,4,14005,157,25751,1,1,14586,162,27918,2,1,16144,152,26479,3,1,15912,144,22754,4,2,22429,191,30434,5,2,22881,203,31510,6,2,28220,246,37589,7,3,29551,247,38517,8,3,27491,238,36270,9,3,23465,190,29096,10,4,0
18461,173,29823,12,4,14005,157,25751,1,1,14586,162,27918,2,1,16144,152,26479,3,1,15912,144,22754,4,2,22429,191,30434,5,2,22881,203,31510,6,2,28220,246,37589,7,3,29551,247,38517,8,3,27491,238,36270,9,3,23465,190,29096,10,4,18853,176,24404,11,4,0
14005,157,25751,1,1,14586,162,27918,2,1,16144,152,26479,3,1,15912,144,22754,4,2,22429,191,30434,5,2,22881,203,31510,6,2,28220,246,37589,7,3,29551,247,38517,8,3,27491,238,36270,9,3,23465,190,29096,10,4,18853,176,24404,11,4,13537,132,18747,12,4,0
14586,162,27918,2,1,16144,152,26479,3,1,15912,144,22754,4,2,22429,191,30434,5,2,22881,203,31510,6,2,28220,246,37589,7,3,29551,247,38517,8,3,27491,238,36270,9,3,23465,190,29096,10,4,18853,176,24404,11,4,13537,132,18747,12,4,15230,184,25553,1,1,0
16144,152,26479,3,1,15912,144,22754,4,2,22429,191,30434,5,2,22881,203,31510,6,2,28220,246,37589,7,3,29551,247,38517,8,3,27491,238,36270,9,3,23465,190,29096,10,4,18853,176,24404,11,4,13537,132,18747,12,4,15230,184,25553,1,1,15849,168,24056,2,1,0
15912,144,22754,4,2,22429,191,30434,5,2,22881,203,31510,6,2,28220,246,37589,7,3,29551,247,38517,8,3,27491,238,36270,9,3,23465,190,29096,10,4,18853,176,24404,11,4,13537,132,18747,12,4,15230,184,25553,1,1,15849,168,24056,2,1,18363,186,25792,3,1,1
22429,191,30434,5,2,22881,203,31510,6,2,28220,246,37589,7,3,29551,247,38517,8,3,27491,238,36270,9,3,23465,190,29096,10,4,18853,176,24404,11,4,13537,132,18747,12,4,15230,184,25553,1,1,15849,168,24056,2,1,18363,186,25792,3,1,20021,180,25894,4,2,1
22881,203,31510,6,2,28220,246,37589,7,3,29551,247,38517,8,3,27491,238,36270,9,3,23465,190,29096,10,4,18853,176,24404,11,4,13537,132,18747,12,4,15230,184,25553,1,1,15849,168,24056,2,1,18363,186,25792,3,1,20021,180,25894,4,2,22575,183,27005,5,2,1
28220,246,37589,7,3,29551,247,38517,8,3,27491,238,36270,9,3,23465,190,29096,10,4,18853,176,24404,11,4,13537,132,18747,12,4,15230,184,25553,1,1,15849,168,24056,2,1,18363,186,25792,3,1,20021,180,25894,4,2,22575,183,27005,5,2,22003,180,25895,6,2,1
29551,247,38517,8,3,27491,238,36270,9,3,23465,190,29096,10,4,18853,176,24404,11,4,13537,132,18747,12,4,15230,184,25553,1,1,15849,168,24056,2,1,18363,186,25792,3,1,20021,180,25894,4,2,22575,183,27005,5,2,22003,180,25895,6,2,23977,186,27974,7,3,1
27491,238,36270,9,3,23465,190,29096,10,4,18853,176,24404,11,4,13537,132,18747,12,4,15230,184,25553,1,1,15849,168,24056,2,1,18363,186,25792,3,1,20021,180,25894,4,2,22575,183,27005,5,2,22003,180,25895,6,2,23977,186,27974,7,3,23438,186,26196,8,3,1
23465,190,29096,10,4,18853,176,24404,11,4,13537,132,18747,12,4,15230,184,25553,1,1,15849,168,24056,2,1,18363,186,25792,3,1,20021,180,25894,4,2,22575,183,27005,5,2,22003,180,25895,6,2,23977,186,27974,7,3,23438,186,26196,8,3,23453,180,26233,9,3,0
18853,176,24404,11,4,13537,132,18747,12,4,15230,184,25553,1,1,15849,168,24056,2,1,18363,186,25792,3,1,20021,180,25894,4,2,22575,183,27005,5,2,22003,180,25895,6,2,23977,186,27974,7,3,23438,186,26196,8,3,23453,180,26233,9,3,22219,186,23933,10,4,0
13537,132,18747,12,4,15230,184,25553,1,1,15849,168,24056,2,1,18363,186,25792,3,1,20021,180,25894,4,2,22575,183,27005,5,2,22003,180,25895,6,2,23977,186,27974,7,3,23438,186,26196,8,3,23453,180,26233,9,3,22219,186,23933,10,4,19108,176,26752,11,4,0
15230,184,25553,1,1,15849,168,24056,2,1,18363,186,25792,3,1,20021,180,25894,4,2,22575,183,27005,5,2,22003,180,25895,6,2,23977,186,27974,7,3,23438,186,26196,8,3,23453,180,26233,9,3,22219,186,23933,10,4,19108,176,26752,11,4,19091,164,25198,12,4,0
15849,168,24056,2,1,18363,186,25792,3,1,20021,180,25894,4,2,22575,183,27005,5,2,22003,180,25895,6,2,23977,186,27974,7,3,23438,186,26196,8,3,23453,180,26233,9,3,22219,186,23933,10,4,19108,176,26752,11,4,19091,164,25198,12,4,17361,180,27540,1,1,0
18363,186,25792,3,1,20021,180,25894,4,2,22575,183,27005,5,2,22003,180,25895,6,2,23977,186,27974,7,3,23438,186,26196,8,3,23453,180,26233,9,3,22219,186,23933,10,4,19108,176,26752,11,4,19091,164,25198,12,4,17361,180,27540,1,1,18824,172,26584,2,1,1
20021,180,25894,4,2,22575,183,27005,5,2,22003,180,25895,6,2,23977,186,27974,7,3,23438,186,26196,8,3,23453,180,26233,9,3,22219,186,23933,10,4,19108,176,26752,11,4,19091,164,25198,12,4,17361,180,27540,1,1,18824,172,26584,2,1,20918,177,27258,3,1,1
22575,183,27005,5,2,22003,180,25895,6,2,23977,186,27974,7,3,23438,186,26196,8,3,23453,180,26233,9,3,22219,186,23933,10,4,19108,176,26752,11,4,19091,164,25198,12,4,17361,180,27540,1,1,18824,172,26584,2,1,20918,177,27258,3,1,22131,179,27566,4,2,1
22003,180,25895,6,2,23977,186,27974,7,3,23438,186,26196,8,3,23453,180,26233,9,3,22219,186,23933,10,4,19108,176,26752,11,4,19091,164,25198,12,4,17361,180,27540,1,1,18824,172,26584,2,1,20918,177,27258,3,1,22131,179,27566,4,2,23645,185,28172,5,2,1
22452,164,26544,1,1,24554,170,27321,2,1,28391,196,31442,3,1,26587,186,30069,4,2,28752,193,30945,5,2,27165,187,29905,6,2,29061,198,31797,7,3,28509,196,31492,8,3,27793,194,32600,9,3,28493,202,32561,10,4,27851,207,33756,11,4,26297,207,33419,12,4,0
24554,170,27321,2,1,28391,196,31442,3,1,26587,186,30069,4,2,28752,193,30945,5,2,27165,187,29905,6,2,29061,198,31797,7,3,28509,196,31492,8,3,27793,194,32600,9,3,28493,202,32561,10,4,27851,207,33756,11,4,26297,207,33419,12,4,27046,222,35930,1,1,1
28391,196,31442,3,1,26587,186,30069,4,2,28752,193,30945,5,2,27165,187,29905,6,2,29061,198,31797,7,3,28509,196,31492,8,3,27793,194,32600,9,3,28493,202,32561,10,4,27851,207,33756,11,4,26297,207,33419,12,4,27046,222,35930,1,1,27891,207,33667,2,1,1
26587,186,30069,4,2,28752,193,30945,5,2,27165,187,29905,6,2,29061,198,31797,7,3,28509,196,31492,8,3,27793,194,32600,9,3,28493,202,32561,10,4,27851,207,33756,11,4,26297,207,33419,12,4,27046,222,35930,1,1,27891,207,33667,2,1,31368,221,35960,3,1,1
28752,193,30945,5,2,27165,187,29905,6,2,29061,198,31797,7,3,28509,196,31492,8,3,27793,194,32600,9,3,28493,202,32561,10,4,27851,207,33756,11,4,26297,207,33419,12,4,27046,222,35930,1,1,27891,207,33667,2,1,31368,221,35960,3,1,28412,216,35060,4,2,1
27165,187,29905,6,2,29061,198,31797,7,3,28509,196,31492,8,3,27793,194,32600,9,3,28493,202,32561,10,4,27851,207,33756,11,4,26297,207,33419,12,4,27046,222,35930,1,1,27891,207,33667,2,1,31368,221,35960,3,1,28412,216,35060,4,2,30310,220,36190,5,2,1
29061,198,31797,7,3,28509,196,31492,8,3,27793,194,32600,9,3,28493,202,32561,10,4,27851,207,33756,11,4,26297,207,33419,12,4,27046,222,35930,1,1,27891,207,33667,2,1,31368,221,35960,3,1,28412,216,35060,4,2,30310,220,36190,5,2,30944,217,35340,6,2,1
28509,196,31492,8,3,27793,194,32600,9,3,28493,202,32561,10,4,27851,207,33756,11,4,26297,207,33419,12,4,27046,222,35930,1,1,27891,207,33667,2,1,31368,221,35960,3,1,28412,216,35060,4,2,30310,220,36190,5,2,30944,217,35340,6,2,32523,219,35576,7,3,1
27793,194,32600,9,3,28493,202,32561,10,4,27851,207,33756,11,4,26297,207,33419,12,4,27046,222,35930,1,1,27891,207,33667,2,1,31368,221,35960,3,1,28412,216,35060,4,2,30310,220,36190,5,2,30944,217,35340,6,2,32523,219,35576,7,3,32144,220,35756,8,3,0
28493,202,32561,10,4,27851,207,33756,11,4,26297,207,33419,12,4,27046,222,35930,1,1,27891,207,33667,2,1,31368,221,35960,3,1,28412,216,35060,4,2,30310,220,36190,5,2,30944,217,35340,6,2,32523,219,35576,7,3,32144,220,35756,8,3,28978,204,33104,9,3,0
27851,207,33756,11,4,26297,207,33419,12,4,27046,222,35930,1,1,27891,207,33667,2,1,31368,221,35960,3,1,28412,216,35060,4,2,30310,220,36190,5,2,30944,217,35340,6,2,32523,219,35576,7,3,32144,220,35756,8,3,28978,204,33104,9,3,29309,214,34794,10,4,0
26297,207,33419,12,4,27046,222,35930,1,1,27891,207,33667,2,1,31368,221,35960,3,1,28412,216,35060,4,2,30310,220,36190,5,2,30944,217,35340,6,2,32523,219,35576,7,3,32144,220,35756,8,3,28978,204,33104,9,3,29309,214,34794,10,4,26436,188,30809,11,4,0
27046,222,35930,1,1,27891,207,33667,2,1,31368,221,35960,3,1,28412,216,35060,4,2,30310,220,36190,5,2,30944,217,35340,6,2,32523,219,35576,7,3,32144,220,35756,8,3,28978,204,33104,9,3,29309,214,34794,10,4,26436,188,30809,11,4,25935,192,31502,12,4,0
27891,207,33667,2,1,31368,221,35960,3,1,28412,216,35060,4,2,30310,220,36190,5,2,30944,217,35340,6,2,32523,219,35576,7,3,32144,220,35756,8,3,28978,204,33104,9,3,29309,214,34794,10,4,26436,188,30809,11,4,25935,192,31502,12,4,22378,170,28258,1,1,0
31368,221,35960,3,1,28412,216,35060,4,2,30310,220,36190,5,2,30944,217,35340,6,2,32523,219,35576,7,3,32144,220,35756,8,3,28978,204,33104,9,3,29309,214,34794,10,4,26436,188,30809,11,4,25935,192,31502,12,4,22378,170,28258,1,1,18208,132,22148,2,1,0
28412,216,35060,4,2,30310,220,36190,5,2,30944,217,35340,6,2,32523,219,35576,7,3,32144,220,35756,8,3,28978,204,33104,9,3,29309,214,34794,10,4,26436,188,30809,11,4,25935,192,31502,12,4,22378,170,28258,1,1,18208,132,22148,2,1,22188,162,27280,3,1,0
30310,220,36190,5,2,30944,217,35340,6,2,32523,219,35576,7,3,32144,220,35756,8,3,28978,204,33104,9,3,29309,214,34794,10,4,26436,188,30809,11,4,25935,192,31502,12,4,22378,170,28258,1,1,18208,132,22148,2,1,22188,162,27280,3,1,22785,174,29824,4,2,1
30944,217,35340,6,2,32523,219,35576,7,3,32144,220,35756,8,3,28978,204,33104,9,3,29309,214,34794,10,4,26436,188,30809,11,4,25935,192,31502,12,4,22378,170,28258,1,1,18208,132,22148,2,1,22188,162,27280,3,1,22785,174,29824,4,2,23682,179,30634,5,2,0
32523,219,35576,7,3,32144,220,35756,8,3,28978,204,33104,9,3,29309,214,34794,10,4,26436,188,30809,11,4,25935,192,31502,12,4,22378,170,28258,1,1,18208,132,22148,2,1,22188,162,27280,3,1,22785,174,29824,4,2,23682,179,30634,5,2,21620,164,26757,6,2,1
32144,220,35756,8,3,28978,204,33104,9,3,29309,214,34794,10,4,26436,188,30809,11,4,25935,192,31502,12,4,22378,170,28258,1,1,18208,132,22148,2,1,22188,162,27280,3,1,22785,174,29824,4,2,23682,179,30634,5,2,21620,164,26757,6,2,24659,176,30108,7,3,1
28978,204,33104,9,3,29309,214,34794,10,4,26436,188,30809,11,4,25935,192,31502,12,4,22378,170,28258,1,1,18208,132,22148,2,1,22188,162,27280,3,1,22785,174,29824,4,2,23682,179,30634,5,2,21620,164,26757,6,2,24659,176,30108,7,3,26918,178,30482,8,3,1
29309,214,34794,10,4,26436,188,30809,11,4,25935,192,31502,12,4,22378,170,28258,1,1,18208,132,22148,2,1,22188,162,27280,3,1,22785,174,29824,4,2,23682,179,30634,5,2,21620,164,26757,6,2,24659,176,30108,7,3,26918,178,30482,8,3,25288,170,29076,9,3,1
26436,188,30809,11,4,25935,192,31502,12,4,22378,170,28258,1,1,18208,132,22148,2,1,22188,162,27280,3,1,22785,174,29824,4,2,23682,179,30634,5,2,21620,164,26757,6,2,24659,176,30108,7,3,26918,178,30482,8,3,25288,170,29076,9,3,26368,186,31887,10,4,0
25935,192,31502,12,4,22378,170,28258,1,1,18208,132,22148,2,1,22188,162,27280,3,1,22785,174,29824,4,2,23682,179,30634,5,2,21620,164,26757,6,2,24659,176,30108,7,3,26918,178,30482,8,3,25288,170,29076,9,3,26368,186,31887,10,4,23919,176,29986,11,4,0
22378,170,28258,1,1,18208,132,22148,2,1,22188,162,27280,3,1,22785,174,29824,4,2,23682,179,30634,5,2,21620,164,26757,6,2,24659,176,30108,7,3,26918,178,30482,8,3,25288,170,29076,9,3,26368,186,31887,10,4,23919,176,29986,11,4,22130,166,28037,12,4,0
18208,132,22148,2,1,22188,162,27280,3,1,22785,174,29824,4,2,23682,179,30634,5,2,21620,164,26757,6,2,24659,176,30108,7,3,26918,178,30482,8,3,25288,170,29076,9,3,26368,186,31887,10,4,23919,176,29986,11,4,22130,166,28037,12,4,22976,169,28854,1,1,0
22188,162,27280,3,1,22785,174,29824,4,2,23682,179,30634,5,2,21620,164,26757,6,2,24659,176,30108,7,3,26918,178,30482,8,3,25288,170,29076,9,3,26368,186,31887,10,4,23919,176,29986,11,4,22130,166,28037,12,4,22976,169,28854,1,1,23803,167,28446,2,1,1
22785,174,29824,4,2,23682,179,30634,5,2,21620,164,26757,6,2,24659,176,30108,7,3,26918,178,30482,8,3,25288,170,29076,9,3,26368,186,31887,10,4,23919,176,29986,11,4,22130,166,28037,12,4,22976,169,28854,1,1,23803,167,28446,2,1,25087,175,29799,3,1,0
23682,179,30634,5,2,21620,164,26757,6,2,24659,176,30108,7,3,26918,178,30482,8,3,25288,170,29076,9,3,26368,186,31887,10,4,23919,176,29986,11,4,22130,166,28037,12,4,22976,169,28854,1,1,23803,167,28446,2,1,25087,175,29799,3,1,20311,146,24792,4,2,1
21620,164,26757,6,2,24659,176,30108,7,3,26918,178,30482,8,3,25288,170,29076,9,3,26368,186,31887,10,4,23919,176,29986,11,4,22130,166,28037,12,4,22976,169,28854,1,1,23803,167,28446,2,1,25087,175,29799,3,1,20311,146,24792,4,2,27029,183,31049,5,2,0
24659,176,30108,7,3,26918,178,30482,8,3,25288,170,29076,9,3,26368,186,31887,10,4,23919,176,29986,11,4,22130,166,28037,12,4,22976,169,28854,1,1,23803,167,28446,2,1,25087,175,29799,3,1,20311,146,24792,4,2,27029,183,31049,5,2,22182,149,25766,6,2,1
26918,178,30482,8,3,25288,170,29076,9,3,26368,186,31887,10,4,23919,176,29986,11,4,22130,166,28037,12,4,22976,169,28854,1,1,23803,167,28446,2,1,25087,175,29799,3,1,20311,146,24792,4,2,27029,183,31049,5,2,22182,149,25766,6,2,29222,194,32998,7,3,1
25288,170,29076,9,3,26368,186,31887,10,4,23919,176,29986,11,4,22130,166,28037,12,4,22976,169,28854,1,1,23803,167,28446,2,1,25087,175,29799,3,1,20311,146,24792,4,2,27029,183,31049,5,2,22182,149,25766,6,2,29222,194,32998,7,3,35491,235,40378,8,3,1
26368,186,31887,10,4,23919,176,29986,11,4,22130,166,28037,12,4,22976,169,28854,1,1,23803,167,28446,2,1,25087,175,29799,3,1,20311,146,24792,4,2,27029,183,31049,5,2,22182,149,25766,6,2,29222,194,32998,7,3,35491,235,40378,8,3,33473,230,39540,9,3,1
23919,176,29986,11,4,22130,166,28037,12,4,22976,169,28854,1,1,23803,167,28446,2,1,25087,175,29799,3,1,20311,146,24792,4,2,27029,183,31049,5,2,22182,149,25766,6,2,29222,194,32998,7,3,35491,235,40378,8,3,33473,230,39540,9,3,33693,230,39520,10,4,1
22130,166,28037,12,4,22976,169,28854,1,1,23803,167,28446,2,1,25087,175,29799,3,1,20311,146,24792,4,2,27029,183,31049,5,2,22182,149,25766,6,2,29222,194,32998,7,3,35491,235,40378,8,3,33473,230,39540,9,3,33693,230,39520,10,4,31351,214,36716,11,4,0
22976,169,28854,1,1,23803,167,28446,2,1,25087,175,29799,3,1,20311,146,24792,4,2,27029,183,31049,5,2,22182,149,25766,6,2,29222,194,32998,7,3,35491,235,40378,8,3,33473,230,39540,9,3,33693,230,39520,10,4,31351,214,36716,11,4,30739,217,37276,12,4,0
23803,167,28446,2,1,25087,175,29799,3,1,20311,146,24792,4,2,27029,183,31049,5,2,22182,149,25766,6,2,29222,194,32998,7,3,35491,235,40378,8,3,33473,230,39540,9,3,33693,230,39520,10,4,31351,214,36716,11,4,30739,217,37276,12,4,31464,228,39118,1,1,0
25087,175,29799,3,1,20311,146,24792,4,2,27029,183,31049,5,2,22182,149,25766,6,2,29222,194,32998,7,3,35491,235,40378,8,3,33473,230,39540,9,3,33693,230,39520,10,4,31351,214,36716,11,4,30739,217,37276,12,4,31464,228,39118,1,1,29405,202,34974,2,1,1
20311,146,24792,4,2,27029,183,31049,5,2,22182,149,25766,6,2,29222,194,32998,7,3,35491,235,40378,8,3,33473,230,39540,9,3,33693,230,39520,10,4,31351,214,36716,11,4,30739,217,37276,12,4,31464,228,39118,1,1,29405,202,34974,2,1,35489,240,41698,3,1,1
27029,183,31049,5,2,22182,149,25766,6,2,29222,194,32998,7,3,35491,235,40378,8,3,33473,230,39540,9,3,33693,230,39520,10,4,31351,214,36716,11,4,30739,217,37276,12,4,31464,228,39118,1,1,29405,202,34974,2,1,35489,240,41698,3,1,36393,241,41870,4,2,1
22182,149,25766,6,2,29222,194,32998,7,3,35491,235,40378,8,3,33473,230,39540,9,3,33693,230,39520,10,4,31351,214,36716,11,4,30739,217,37276,12,4,31464,228,39118,1,1,29405,202,34974,2,1,35489,240,41698,3,1,36393,241,41870,4,2,37578,248,43096,5,2,1
29222,194,32998,7,3,35491,235,40378,8,3,33473,230,39540,9,3,33693,230,39520,10,4,31351,214,36716,11,4,30739,217,37276,12,4,31464,228,39118,1,1,29405,202,34974,2,1,35489,240,41698,3,1,36393,241,41870,4,2,37578,248,43096,5,2,36829,240,41718,6,2,1
35491,235,40378,8,3,33473,230,39540,9,3,33693,230,39520,10,4,31351,214,36716,11,4,30739,217,37276,12,4,31464,228,39118,1,1,29405,202,34974,2,1,35489,240,41698,3,1,36393,241,41870,4,2,37578,248,43096,5,2,36829,240,41718,6,2,39910,247,42902,7,3,1
33473,230,39540,9,3,33693,230,39520,10,4,31351,214,36716,11,4,30739,217,37276,12,4,31464,228,39118,1,1,29405,202,34974,2,1,35489,240,41698,3,1,36393,241,41870,4,2,37578,248,43096,5,2,36829,240,41718,6,2,39910,247,42902,7,3,39689,247,42930,8,3,0
33693,230,39520,10,4,31351,214,36716,11,4,30739,217,37276,12,4,31464,228,39118,1,1,29405,202,34974,2,1,35489,240,41698,3,1,36393,241,41870,4,2,37578,248,43096,5,2,36829,240,41718,6,2,39910,247,42902,7,3,39689,247,42930,8,3,36996,240,41704,9,3,0
31351,214,36716,11,4,30739,217,37276,12,4,31464,228,39118,1,1,29405,202,34974,2,1,35489,240,41698,3,1,36393,241,41870,4,2,37578,248,43096,5,2,36829,240,41718,6,2,39910,247,42902,7,3,39689,247,42930,8,3,36996,240,41704,9,3,36944,251,43451,10,4,0
30739,217,37276,12,4,31464,228,39118,1,1,29405,202,34974,2,1,35489,240,41698,3,1,36393,241,41870,4,2,37578,248,43096,5,2,36829,240,41718,6,2,39910,247,42902,7,3,39689,247,42930,8,3,36996,240,41704,9,3,36944,251,43451,10,4,32920,215,37836,11,4,0
31464,228,39118,1,1,29405,202,34974,2,1,35489,240,41698,3,1,36393,241,41870,4,2,37578,248,43096,5,2,36829,240,41718,6,2,39910,247,42902,7,3,39689,247,42930,8,3,36996,240,41704,9,3,36944,251,43451,10,4,32920,215,37836,11,4,33341,222,38904,12,4,0
29405,202,34974,2,1,35489,240,41698,3,1,36393,241,41870,4,2,37578,248,43096,5,2,36829,240,41718,6,2,39910,247,42902,7,3,39689,247,42930,8,3,36996,240,41704,9,3,36944,251,43451,10,4,32920,215,37836,11,4,33341,222,38904,12,4,30236,206,36120,1,1,0
35489,240,41698,3,1,36393,241,41870,4,2,37578,248,43096,5,2,36829,240,41718,6,2,39910,247,42902,7,3,39689,247,42930,8,3,36996,240,41704,9,3,36944,251,43451,10,4,32920,215,37836,11,4,33341,222,38904,12,4,30236,206,36120,1,1,29754,196,34512,2,1,1
36393,241,41870,4,2,37578,248,43096,5,2,36829,240,41718,6,2,39910,247,42902,7,3,39689,247,42930,8,3,36996,240,41704,9,3,36944,251,43451,10,4,32920,215,37836,11,4,33341,222,38904,12,4,30236,206,36120,1,1,29754,196,34512,2,1,33534,224,39456,3,1,1
37578,248,43096,5,2,36829,240,41718,6,2,39910,247,42902,7,3,39689,247,42930,8,3,36996,240,41704,9,3,36944,251,43451,10,4,32920,215,37836,11,4,33341,222,38904,12,4,30236,206,36120,1,1,29754,196,34512,2,1,33534,224,39456,3,1,34229,232,40608,4,2,1
36829,240,41718,6,2,39910,247,42902,7,3,39689,247,42930,8,3,36996,240,41704,9,3,36944,251,43451,10,4,32920,215,37836,11,4,33341,222,38904,12,4,30236,206,36120,1,1,29754,196,34512,2,1,33534,224,39456,3,1,34229,232,40608,4,2,36230,239,41772,5,2,1
4610,42,6390,1,1,4849,40,5920,2,1,5622,50,7642,3,1,8344,60,10024,4,2,8403,63,10569,5,2,8302,60,9916,6,2,8700,62,10222,7,3,8724,62,10080,8,3,7949,60,9720,9,3,7291,58,9308,10,4,4317,44,6512,11,4,4658,48,7104,12,4,0
4849,40,5920,2,1,5622,50,7642,3,1,8344,60,10024,4,2,8403,63,10569,5,2,8302,60,9916,6,2,8700,62,10222,7,3,8724,62,10080,8,3,7949,60,9720,9,3,7291,58,9308,10,4,4317,44,6512,11,4,4658,48,7104,12,4,4028,46,6808,1,1,0
5622,50,7642,3,1,8344,60,10024,4,2,8403,63,10569,5,2,8302,60,9916,6,2,8700,62,10222,7,3,8724,62,10080,8,3,7949,60,9720,9,3,7291,58,9308,10,4,4317,44,6512,11,4,4658,48,7104,12,4,4028,46,6808,1,1,4228,42,6216,2,1,0
