DESTINATION;COMMERCIAL FLAG;CITY;COUNTRY;FLIGH DIRECTION;FLIGHT TYPE;DATE;DATE YEAR;DATE HALF YEAR;DATE YEAR QUARTER;DATE YEAR MONTH;NBR OF PASSENGERS;CARGO WEIGHT;NBR OF FLIGHTS;SEAT CAPACITY
Annecy - Meythet;Commercial;Annecy - Meythet;France;Incoming;Non Scheduled;2012.02.01;2012;2012H1;2012Q1;201202;5;0;1;5
Bastia;Commercial;Bastia;France;Incoming;Non Scheduled;2008.05.01;2008;2008H1;2008Q2;200805;0;0;1;164
Beauvais;Commercial;Beauvais;France;Outgoing;Scheduled;2007.01.01;2007;2007H1;2007Q1;200701;1763;0;13;2340
Beauvais;Commercial;Beauvais;France;Incoming;Scheduled;2007.01.01;2007;2007H1;2007Q1;200701;1367;0;13;2340
Beauvais;Commercial;Beauvais;France;Outgoing;Scheduled;2007.02.01;2007;2007H1;2007Q1;200702;1773;0;12;2160
Beauvais;Commercial;Beauvais;France;Incoming;Scheduled;2007.02.01;2007;2007H1;2007Q1;200702;1777;0;12;2160
Beauvais;Commercial;Beauvais;France;Outgoing;Scheduled;2007.03.01;2007;2007H1;2007Q1;200703;2222;0;14;2520
Beauvais;Commercial;Beauvais;France;Incoming;Scheduled;2007.03.01;2007;2007H1;2007Q1;200703;2002;0;14;2520
Beauvais;Commercial;Beauvais;France;Incoming;Scheduled;2007.04.01;2007;2007H1;2007Q2;200704;2254;0;15;2700
Beauvais;Commercial;Beauvais;France;Outgoing;Scheduled;2007.04.01;2007;2007H1;2007Q2;200704;2251;0;15;2700
Beauvais;Commercial;Beauvais;France;Outgoing;Scheduled;2007.05.01;2007;2007H1;2007Q2;200705;1996;0;14;2520
Beauvais;Commercial;Beauvais;France;Incoming;Scheduled;2007.05.01;2007;2007H1;2007Q2;200705;2004;0;14;2520
Beauvais;Commercial;Beauvais;France;Outgoing;Scheduled;2007.06.01;2007;2007H1;2007Q2;200706;2112;0;13;2349
Beauvais;Commercial;Beauvais;France;Incoming;Scheduled;2007.06.01;2007;2007H1;2007Q2;200706;2061;0;13;2349
Beauvais;Commercial;Beauvais;France;Incoming;Scheduled;2007.07.01;2007;2007H2;2007Q3;200707;2038;0;13;2340
Beauvais;Commercial;Beauvais;France;Incoming;Non Scheduled;2007.07.01;2007;2007H2;2007Q3;200707;0;0;1;296
Beauvais;Commercial;Beauvais;France;Outgoing;Scheduled;2007.07.01;2007;2007H2;2007Q3;200707;2069;0;13;2340
Beauvais;Commercial;Beauvais;France;Outgoing;Non Scheduled;2007.07.01;2007;2007H2;2007Q3;200707;0;0;1;296
Beauvais;Commercial;Beauvais;France;Incoming;Scheduled;2007.08.01;2007;2007H2;2007Q3;200708;1958;0;13;2340
Beauvais;Commercial;Beauvais;France;Outgoing;Scheduled;2007.08.01;2007;2007H2;2007Q3;200708;2058;0;13;2340
Beauvais;Commercial;Beauvais;France;Outgoing;Scheduled;2007.09.01;2007;2007H2;2007Q3;200709;2039;0;13;2292
Beauvais;Commercial;Beauvais;France;Incoming;Scheduled;2007.09.01;2007;2007H2;2007Q3;200709;1852;0;13;2290
Beauvais;Commercial;Beauvais;France;Outgoing;Scheduled;2007.10.01;2007;2007H2;2007Q4;200710;2251;0;14;2508
Beauvais;Commercial;Beauvais;France;Incoming;Scheduled;2007.10.01;2007;2007H2;2007Q4;200710;2046;0;14;2520
Beauvais;Commercial;Beauvais;France;Outgoing;Scheduled;2007.11.01;2007;2007H2;2007Q4;200711;2378;0;17;3060
Beauvais;Commercial;Beauvais;France;Incoming;Scheduled;2007.11.01;2007;2007H2;2007Q4;200711;2163;0;17;3060
Beauvais;Commercial;Beauvais;France;Outgoing;Scheduled;2007.12.01;2007;2007H2;2007Q4;200712;2577;0;17;3060
Beauvais;Commercial;Beauvais;France;Incoming;Scheduled;2007.12.01;2007;2007H2;2007Q4;200712;2552;0;17;3060
Beauvais;Commercial;Beauvais;France;Outgoing;Scheduled;2008.01.01;2008;2008H1;2008Q1;200801;2637;0;17;3060
Beauvais;Commercial;Beauvais;France;Incoming;Scheduled;2008.01.01;2008;2008H1;2008Q1;200801;2268;0;17;3060
Beauvais;Commercial;Beauvais;France;Outgoing;Scheduled;2008.02.01;2008;2008H1;2008Q1;200802;2419;0;16;2880
Beauvais;Commercial;Beauvais;France;Incoming;Scheduled;2008.02.01;2008;2008H1;2008Q1;200802;2181;0;14;2520
Beauvais;Commercial;Beauvais;France;Outgoing;Scheduled;2008.03.01;2008;2008H1;2008Q1;200803;3015;0;19;3420
Beauvais;Commercial;Beauvais;France;Incoming;Scheduled;2008.03.01;2008;2008H1;2008Q1;200803;2864;0;19;3420
Beauvais;Commercial;Beauvais;France;Incoming;Scheduled;2008.04.01;2008;2008H1;2008Q2;200804;2550;0;17;3060
Beauvais;Commercial;Beauvais;France;Outgoing;Scheduled;2008.04.01;2008;2008H1;2008Q2;200804;2526;0;17;3060
Beauvais;Commercial;Beauvais;France;Incoming;Scheduled;2008.05.01;2008;2008H1;2008Q2;200805;2677;0;17;3060
Beauvais;Commercial;Beauvais;France;Outgoing;Scheduled;2008.05.01;2008;2008H1;2008Q2;200805;2786;0;17;3060
Beauvais;Commercial;Beauvais;France;Outgoing;Scheduled;2008.06.01;2008;2008H1;2008Q2;200806;2901;0;18;3240
Beauvais;Commercial;Beauvais;France;Incoming;Scheduled;2008.06.01;2008;2008H1;2008Q2;200806;2749;0;18;3240
Beauvais;Commercial;Beauvais;France;Outgoing;Scheduled;2008.07.01;2008;2008H2;2008Q3;200807;3005;0;20;3600
Beauvais;Commercial;Beauvais;France;Incoming;Scheduled;2008.07.01;2008;2008H2;2008Q3;200807;2939;0;20;3600
Beauvais;Commercial;Beauvais;France;Outgoing;Scheduled;2008.08.01;2008;2008H2;2008Q3;200808;3012;0;18;3240
Beauvais;Commercial;Beauvais;France;Incoming;Scheduled;2008.08.01;2008;2008H2;2008Q3;200808;2841;0;18;3240
Beauvais;Commercial;Beauvais;France;Outgoing;Scheduled;2008.09.01;2008;2008H2;2008Q3;200809;2508;0;16;2880
Beauvais;Commercial;Beauvais;France;Incoming;Scheduled;2008.09.01;2008;2008H2;2008Q3;200809;2354;0;16;2880
Beauvais;Commercial;Beauvais;France;Outgoing;Scheduled;2008.10.01;2008;2008H2;2008Q4;200810;2822;0;18;3240
Beauvais;Commercial;Beauvais;France;Incoming;Scheduled;2008.10.01;2008;2008H2;2008Q4;200810;2696;0;18;3240
Beauvais;Commercial;Beauvais;France;Outgoing;Scheduled;2008.11.01;2008;2008H2;2008Q4;200811;2633;0;17;3060
Beauvais;Commercial;Beauvais;France;Incoming;Scheduled;2008.11.01;2008;2008H2;2008Q4;200811;2523;0;17;3060
Beauvais;Commercial;Beauvais;France;Outgoing;Scheduled;2008.12.01;2008;2008H2;2008Q4;200812;2380;0;18;3240
Beauvais;Commercial;Beauvais;France;Incoming;Scheduled;2008.12.01;2008;2008H2;2008Q4;200812;2015;0;18;3240
Beauvais;Commercial;Beauvais;France;Incoming;Scheduled;2009.01.01;2009;2009H1;2009Q1;200901;2069;0;17;3060
Beauvais;Commercial;Beauvais;France;Outgoing;Scheduled;2009.01.01;2009;2009H1;2009Q1;200901;2387;0;17;3060
Beauvais;Commercial;Beauvais;France;Incoming;Scheduled;2009.02.01;2009;2009H1;2009Q1;200902;2156;0;16;2880
Beauvais;Commercial;Beauvais;France;Outgoing;Scheduled;2009.02.01;2009;2009H1;2009Q1;200902;2071;0;16;2880
Beauvais;Commercial;Beauvais;France;Outgoing;Scheduled;2009.03.01;2009;2009H1;2009Q1;200903;2654;0;19;3420
Beauvais;Commercial;Beauvais;France;Incoming;Scheduled;2009.03.01;2009;2009H1;2009Q1;200903;2350;0;18;3240
Beauvais;Commercial;Beauvais;France;Outgoing;Scheduled;2009.04.01;2009;2009H1;2009Q2;200904;2475;0;18;3240
Beauvais;Commercial;Beauvais;France;Incoming;Scheduled;2009.04.01;2009;2009H1;2009Q2;200904;2445;0;18;3240
Beauvais;Commercial;Beauvais;France;Outgoing;Scheduled;2009.05.01;2009;2009H1;2009Q2;200905;1973;0;15;2700
Beauvais;Commercial;Beauvais;France;Incoming;Scheduled;2009.05.01;2009;2009H1;2009Q2;200905;2042;0;15;2700
Beauvais;Commercial;Beauvais;France;Outgoing;Scheduled;2009.06.01;2009;2009H1;2009Q2;200906;1724;0;12;2160
Beauvais;Commercial;Beauvais;France;Incoming;Scheduled;2009.06.01;2009;2009H1;2009Q2;200906;1713;0;12;2160
Beauvais;Commercial;Beauvais;France;Incoming;Scheduled;2009.07.01;2009;2009H2;2009Q3;200907;1977;0;15;2700
Beauvais;Commercial;Beauvais;France;Outgoing;Scheduled;2009.07.01;2009;2009H2;2009Q3;200907;2138;0;15;2700
Beauvais;Commercial;Beauvais;France;Outgoing;Scheduled;2009.08.01;2009;2009H2;2009Q3;200908;2141;0;13;2340
Beauvais;Commercial;Beauvais;France;Incoming;Scheduled;2009.08.01;2009;2009H2;2009Q3;200908;1923;0;13;2340
Beauvais;Commercial;Beauvais;France;Incoming;Scheduled;2009.09.01;2009;2009H2;2009Q3;200909;2124;0;16;2880
Beauvais;Commercial;Beauvais;France;Outgoing;Scheduled;2009.09.01;2009;2009H2;2009Q3;200909;2437;0;16;2880
Beauvais;Commercial;Beauvais;France;Outgoing;Scheduled;2009.10.01;2009;2009H2;2009Q4;200910;2305;0;16;2880
Beauvais;Commercial;Beauvais;France;Incoming;Scheduled;2009.10.01;2009;2009H2;2009Q4;200910;2156;0;16;2880
Beauvais;Commercial;Beauvais;France;Incoming;Scheduled;2009.11.01;2009;2009H2;2009Q4;200911;1636;0;13;2340
Beauvais;Commercial;Beauvais;France;Outgoing;Scheduled;2009.11.01;2009;2009H2;2009Q4;200911;1731;0;13;2340
Beauvais;Commercial;Beauvais;France;Incoming;Scheduled;2009.12.01;2009;2009H2;2009Q4;200912;1778;0;14;2520
Beauvais;Commercial;Beauvais;France;Outgoing;Scheduled;2009.12.01;2009;2009H2;2009Q4;200912;1870;0;15;2700
Beauvais;Commercial;Beauvais;France;Outgoing;Scheduled;2010.01.01;2010;2010H1;2010Q1;201001;739;0;5;900
Beauvais;Commercial;Beauvais;France;Incoming;Scheduled;2010.01.01;2010;2010H1;2010Q1;201001;553;0;5;900
Beauvais;Commercial;Beauvais;France;Outgoing;Scheduled;2012.02.01;2012;2012H1;2012Q1;201202;769;0;9;1701
Beauvais;Commercial;Beauvais;France;Incoming;Scheduled;2012.02.01;2012;2012H1;2012Q1;201202;1148;0;9;1701
Beauvais;Commercial;Beauvais;France;Incoming;Scheduled;2012.03.01;2012;2012H1;2012Q1;201203;3957;0;31;5859
Beauvais;Commercial;Beauvais;France;Outgoing;Scheduled;2012.03.01;2012;2012H1;2012Q1;201203;4459;0;31;5859
Beauvais;Commercial;Beauvais;France;Outgoing;Scheduled;2012.04.01;2012;2012H1;2012Q2;201204;4604;0;30;5670
Beauvais;Commercial;Beauvais;France;Incoming;Scheduled;2012.04.01;2012;2012H1;2012Q2;201204;4950;0;30;5670
Beauvais;Commercial;Beauvais;France;Outgoing;Scheduled;2012.05.01;2012;2012H1;2012Q2;201205;5182;0;33;6237
Beauvais;Commercial;Beauvais;France;Incoming;Scheduled;2012.05.01;2012;2012H1;2012Q2;201205;5023;0;33;6237
Beauvais;Commercial;Beauvais;France;Outgoing;Scheduled;2012.06.01;2012;2012H1;2012Q2;201206;5189;0;34;6426
Beauvais;Commercial;Beauvais;France;Incoming;Scheduled;2012.06.01;2012;2012H1;2012Q2;201206;5211;670;34;6426
Bergerac;Commercial;Bergerac;France;Incoming;Non Scheduled;2010.03.01;2010;2010H1;2010Q1;201003;0;0;1;0
Bordeaux;Commercial;Bordeaux;France;Incoming;Non Scheduled;2007.05.01;2007;2007H1;2007Q2;200705;33;0;1;189
Bordeaux;Commercial;Bordeaux;France;Incoming;Non Scheduled;2008.01.01;2008;2008H1;2008Q1;200801;0;0;1;135
Bordeaux;Commercial;Bordeaux;France;Outgoing;Non Scheduled;2008.06.01;2008;2008H1;2008Q2;200806;183;0;1;189
Bordeaux;Commercial;Bordeaux;France;Incoming;Non Scheduled;2010.06.01;2010;2010H1;2010Q2;201006;177;0;1;189
Bordeaux;Commercial;Bordeaux;France;Outgoing;Non Scheduled;2011.06.01;2011;2011H1;2011Q2;201106;171;0;1;189
Bordeaux;Commercial;Bordeaux;France;Incoming;Non Scheduled;2011.06.01;2011;2011H1;2011Q2;201106;172;0;1;180
Bordeaux;Commercial;Bordeaux;France;Incoming;Non Scheduled;2012.05.01;2012;2012H1;2012Q2;201205;61;0;1;189
Bordeaux;Commercial;Bordeaux;France;Outgoing;Non Scheduled;2012.06.01;2012;2012H1;2012Q2;201206;177;0;1;189
Brest;Commercial;Brest;France;Incoming;Non Scheduled;2008.09.01;2008;2008H2;2008Q3;200809;98;0;2;270
Brest;Commercial;Brest;France;Outgoing;Non Scheduled;2008.09.01;2008;2008H2;2008Q3;200809;97;0;1;135
Caen;Commercial;Caen;France;Outgoing;Non Scheduled;2008.01.01;2008;2008H1;2008Q1;200801;0;0;1;100
Caen;Commercial;Caen;France;Outgoing;Non Scheduled;2011.10.01;2011;2011H2;2011Q4;201110;0;0;1;0
Cannes;Commercial;Cannes;France;Incoming;Non Scheduled;2010.06.01;2010;2010H1;2010Q2;201006;0;0;1;189
Chalons-Vatry;Commercial;Chalons-Vatry;France;Incoming;Non Scheduled;2008.07.01;2008;2008H2;2008Q3;200807;0;0;1;0
Chalons-Vatry;Commercial;Chalons-Vatry;France;Outgoing;Non Scheduled;2009.12.01;2009;2009H2;2009Q4;200912;0;0;1;0
Chalons-Vatry;Commercial;Chalons-Vatry;France;Incoming;Non Scheduled;2011.01.01;2011;2011H1;2011Q1;201101;0;0;2;0
Chalons-Vatry;Commercial;Chalons-Vatry;France;Incoming;Non Scheduled;2011.02.01;2011;2011H1;2011Q1;201102;0;0;1;0
Chalons-Vatry;Commercial;Chalons-Vatry;France;Outgoing;Non Scheduled;2011.05.01;2011;2011H1;2011Q2;201105;0;0;1;0
Chalons-Vatry;Commercial;Chalons-Vatry;France;Incoming;Non Scheduled;2011.09.01;2011;2011H2;2011Q3;201109;0;0;1;0
Chalons-Vatry;Commercial;Chalons-Vatry;France;Outgoing;Non Scheduled;2011.09.01;2011;2011H2;2011Q3;201109;0;0;2;0
Chalons-Vatry;Commercial;Chalons-Vatry;France;Outgoing;Non Scheduled;2011.10.01;2011;2011H2;2011Q4;201110;0;0;1;0
Chalons-Vatry;Commercial;Chalons-Vatry;France;Outgoing;Non Scheduled;2012.04.01;2012;2012H1;2012Q2;201204;0;0;1;0
Chambery/Aix-Les-Bains;Commercial;Chambery;France;Incoming;Non Scheduled;2008.11.01;2008;2008H2;2008Q4;200811;0;0;1;50
Chambery/Aix-Les-Bains;Commercial;Chambery;France;Incoming;Non Scheduled;2009.03.01;2009;2009H1;2009Q1;200903;0;0;1;50
Chambery/Aix-Les-Bains;Commercial;Chambery;France;Outgoing;Non Scheduled;2009.03.01;2009;2009H1;2009Q1;200903;0;0;1;50
Chambery/Aix-Les-Bains;Commercial;Chambery;France;Outgoing;Non Scheduled;2012.02.01;2012;2012H1;2012Q1;201202;5;0;1;5
Chateauroux/Villers;Commercial;Chateauroux;France;Outgoing;Non Scheduled;2007.11.01;2007;2007H2;2007Q4;200711;0;0;1;185
Chateauroux/Villers;Commercial;Chateauroux;France;Incoming;Non Scheduled;2007.11.01;2007;2007H2;2007Q4;200711;0;0;1;185
Chateauroux/Villers;Commercial;Chateauroux;France;Incoming;Non Scheduled;2008.08.01;2008;2008H2;2008Q3;200808;0;0;1;0
Chateauroux/Villers;Commercial;Chateauroux;France;Incoming;Non Scheduled;2010.05.01;2010;2010H1;2010Q2;201005;0;0;1;0
Chateauroux/Villers;Commercial;Chateauroux;France;Incoming;Scheduled;2012.01.01;2012;2012H1;2012Q1;201201;0;0;1;0
Clermont-Ferrand;Commercial;Clermont-Ferrand;France;Outgoing;Non Scheduled;2009.09.01;2009;2009H2;2009Q3;200909;77;0;1;189
Dinard;Commercial;Dinard;France;Outgoing;Non Scheduled;2007.05.01;2007;2007H1;2007Q2;200705;0;0;1;50
Dinard;Commercial;Dinard;France;Outgoing;Non Scheduled;2007.06.01;2007;2007H1;2007Q2;200706;0;0;1;50
Dinard;Commercial;Dinard;France;Incoming;Non Scheduled;2007.06.01;2007;2007H1;2007Q2;200706;0;0;2;100
Dinard;Commercial;Dinard;France;Outgoing;Non Scheduled;2008.04.01;2008;2008H1;2008Q2;200804;0;0;1;50
Dinard;Commercial;Dinard;France;Incoming;Non Scheduled;2008.05.01;2008;2008H1;2008Q2;200805;0;0;1;50
Dinard;Commercial;Dinard;France;Outgoing;Non Scheduled;2008.09.01;2008;2008H2;2008Q3;200809;0;0;2;100
Dinard;Commercial;Dinard;France;Incoming;Non Scheduled;2008.09.01;2008;2008H2;2008Q3;200809;0;0;1;50
Grenoble;Commercial;Grenoble;France;Outgoing;Non Scheduled;2007.06.01;2007;2007H1;2007Q2;200706;100;0;1;100
Grenoble;Commercial;Grenoble;France;Outgoing;Non Scheduled;2010.05.01;2010;2010H1;2010Q2;201005;111;0;1;140
Le Havre - Octeville;Commercial;Le Havre - Octeville;France;Incoming;Non Scheduled;2011.09.01;2011;2011H2;2011Q3;201109;131;0;1;180
Le Touquet/Paris-Plage;Commercial;Le Touquet;France;Outgoing;Non Scheduled;2008.11.01;2008;2008H2;2008Q4;200811;87;0;1;189
Le Touquet/Paris-Plage;Commercial;Le Touquet;France;Incoming;Non Scheduled;2008.11.01;2008;2008H2;2008Q4;200811;87;0;2;320
Lille;Commercial;Lille;France;Outgoing;Scheduled;2007.06.01;2007;2007H1;2007Q2;200706;165;0;1;180
Lille;Commercial;Lille;France;Outgoing;Non Scheduled;2007.09.01;2007;2007H2;2007Q3;200709;0;0;1;167
Limoges;Commercial;Limoges;France;Outgoing;Non Scheduled;2007.09.01;2007;2007H2;2007Q3;200709;144;0;1;189
Lyon Bron;Commercial;Lyon Bron;France;Outgoing;Non Scheduled;2009.12.01;2009;2009H2;2009Q4;200912;0;1290;1;0
Lyon Bron;Commercial;Lyon Bron;France;Outgoing;Non Scheduled;2010.05.01;2010;2010H1;2010Q2;201005;0;1549;1;0
Lyon/Brindas;Commercial;Lyon;France;Outgoing;Scheduled;2007.01.01;2007;2007H1;2007Q1;200701;851;0;30;1551
Lyon/Brindas;Commercial;Lyon;France;Incoming;Scheduled;2007.01.01;2007;2007H1;2007Q1;200701;583;0;30;1551
Lyon/Brindas;Commercial;Lyon;France;Outgoing;Scheduled;2007.02.01;2007;2007H1;2007Q1;200702;560;0;24;1217
Lyon/Brindas;Commercial;Lyon;France;Outgoing;Non Scheduled;2007.02.01;2007;2007H1;2007Q1;200702;0;5289;7;38
Lyon/Brindas;Commercial;Lyon;France;Incoming;Scheduled;2007.02.01;2007;2007H1;2007Q1;200702;517;0;24;1217
Lyon/Brindas;Commercial;Lyon;France;Outgoing;Scheduled;2007.03.01;2007;2007H1;2007Q1;200703;1061;0;30;1658
Lyon/Brindas;Commercial;Lyon;France;Incoming;Non Scheduled;2007.03.01;2007;2007H1;2007Q1;200703;95;0;2;235
Lyon/Brindas;Commercial;Lyon;France;Outgoing;Non Scheduled;2007.03.01;2007;2007H1;2007Q1;200703;95;0;1;100
Lyon/Brindas;Commercial;Lyon;France;Incoming;Scheduled;2007.03.01;2007;2007H1;2007Q1;200703;1065;0;30;1670
Lyon/Brindas;Commercial;Lyon;France;Incoming;Scheduled;2007.04.01;2007;2007H1;2007Q2;200704;1081;0;30;1619
Lyon/Brindas;Commercial;Lyon;France;Outgoing;Scheduled;2007.04.01;2007;2007H1;2007Q2;200704;1053;0;30;1619
Lyon/Brindas;Commercial;Lyon;France;Incoming;Scheduled;2007.05.01;2007;2007H1;2007Q2;200705;851;0;30;1585
Lyon/Brindas;Commercial;Lyon;France;Outgoing;Scheduled;2007.05.01;2007;2007H1;2007Q2;200705;995;0;30;1585
Lyon/Brindas;Commercial;Lyon;France;Incoming;Scheduled;2007.06.01;2007;2007H1;2007Q2;200706;889;0;29;1580
Lyon/Brindas;Commercial;Lyon;France;Outgoing;Scheduled;2007.06.01;2007;2007H1;2007Q2;200706;1008;0;29;1580
Lyon/Brindas;Commercial;Lyon;France;Outgoing;Scheduled;2007.07.01;2007;2007H2;2007Q3;200707;1060;0;30;1517
Lyon/Brindas;Commercial;Lyon;France;Outgoing;Non Scheduled;2007.07.01;2007;2007H2;2007Q3;200707;113;0;1;189
Lyon/Brindas;Commercial;Lyon;France;Incoming;Scheduled;2007.07.01;2007;2007H2;2007Q3;200707;1198;0;30;1517
Lyon/Brindas;Commercial;Lyon;France;Outgoing;Scheduled;2007.08.01;2007;2007H2;2007Q3;200708;1428;0;31;1737
Lyon/Brindas;Commercial;Lyon;France;Incoming;Scheduled;2007.08.01;2007;2007H2;2007Q3;200708;1172;0;31;1737
Lyon/Brindas;Commercial;Lyon;France;Outgoing;Scheduled;2007.09.01;2007;2007H2;2007Q3;200709;1185;0;30;1568
Lyon/Brindas;Commercial;Lyon;France;Incoming;Non Scheduled;2007.09.01;2007;2007H2;2007Q3;200709;88;0;1;189
Lyon/Brindas;Commercial;Lyon;France;Outgoing;Non Scheduled;2007.09.01;2007;2007H2;2007Q3;200709;112;0;1;186
Lyon/Brindas;Commercial;Lyon;France;Incoming;Scheduled;2007.09.01;2007;2007H2;2007Q3;200709;1048;0;30;1568
Lyon/Brindas;Commercial;Lyon;France;Outgoing;Scheduled;2007.10.01;2007;2007H2;2007Q4;200710;879;0;29;1501
Lyon/Brindas;Commercial;Lyon;France;Incoming;Scheduled;2007.10.01;2007;2007H2;2007Q4;200710;885;0;30;1551
Lyon/Brindas;Commercial;Lyon;France;Incoming;Scheduled;2007.11.01;2007;2007H2;2007Q4;200711;923;0;30;1604
Lyon/Brindas;Commercial;Lyon;France;Outgoing;Scheduled;2007.11.01;2007;2007H2;2007Q4;200711;941;0;30;1604
Lyon/Brindas;Commercial;Lyon;France;Outgoing;Scheduled;2007.12.01;2007;2007H2;2007Q4;200712;769;0;27;1445
Lyon/Brindas;Commercial;Lyon;France;Incoming;Non Scheduled;2007.12.01;2007;2007H2;2007Q4;200712;0;0;1;50
Lyon/Brindas;Commercial;Lyon;France;Incoming;Scheduled;2007.12.01;2007;2007H2;2007Q4;200712;763;0;26;1395
Lyon/Saint ExupÚry;Commercial;Lyon;France;Incoming;Scheduled;2008.01.01;2008;2008H1;2008Q1;200801;642;0;29;1467
Lyon/Saint ExupÚry;Commercial;Lyon;France;Outgoing;Scheduled;2008.01.01;2008;2008H1;2008Q1;200801;791;0;29;1467
Lyon/Saint ExupÚry;Commercial;Lyon;France;Incoming;Scheduled;2008.02.01;2008;2008H1;2008Q1;200802;599;0;27;1583
Lyon/Saint ExupÚry;Commercial;Lyon;France;Outgoing;Scheduled;2008.02.01;2008;2008H1;2008Q1;200802;610;0;27;1583
Lyon/Saint ExupÚry;Commercial;Lyon;France;Outgoing;Scheduled;2008.03.01;2008;2008H1;2008Q1;200803;971;0;31;1876
Lyon/Saint ExupÚry;Commercial;Lyon;France;Incoming;Scheduled;2008.03.01;2008;2008H1;2008Q1;200803;899;0;31;1876
Lyon/Saint ExupÚry;Commercial;Lyon;France;Outgoing;Non Scheduled;2008.03.01;2008;2008H1;2008Q1;200803;0;0;1;147
Lyon/Saint ExupÚry;Commercial;Lyon;France;Incoming;Scheduled;2008.04.01;2008;2008H1;2008Q2;200804;1118;0;27;1820
Lyon/Saint ExupÚry;Commercial;Lyon;France;Outgoing;Scheduled;2008.04.01;2008;2008H1;2008Q2;200804;1098;0;27;1820
Lyon/Saint ExupÚry;Commercial;Lyon;France;Outgoing;Scheduled;2008.05.01;2008;2008H1;2008Q2;200805;539;0;12;999
Lyon/Saint ExupÚry;Commercial;Lyon;France;Incoming;Scheduled;2008.05.01;2008;2008H1;2008Q2;200805;514;0;12;999
Lyon/Saint ExupÚry;Commercial;Lyon;France;Incoming;Non Scheduled;2008.06.01;2008;2008H1;2008Q2;200806;79;0;1;189
Lyon/Saint ExupÚry;Commercial;Lyon;France;Outgoing;Non Scheduled;2008.06.01;2008;2008H1;2008Q2;200806;458;0;3;538
Lyon/Saint ExupÚry;Commercial;Lyon;France;Outgoing;Scheduled;2008.07.01;2008;2008H2;2008Q3;200807;113;3535;2;156
Lyon/Saint ExupÚry;Commercial;Lyon;France;Outgoing;Non Scheduled;2008.08.01;2008;2008H2;2008Q3;200808;187;0;1;189
Lyon/Saint ExupÚry;Commercial;Lyon;France;Outgoing;Non Scheduled;2008.09.01;2008;2008H2;2008Q3;200809;160;0;1;189
Lyon/Saint ExupÚry;Commercial;Lyon;France;Incoming;Non Scheduled;2009.01.01;2009;2009H1;2009Q1;200901;0;0;2;270
Lyon/Saint ExupÚry;Commercial;Lyon;France;Outgoing;Non Scheduled;2009.01.01;2009;2009H1;2009Q1;200901;131;0;2;270
Lyon/Saint ExupÚry;Commercial;Lyon;France;Outgoing;Non Scheduled;2009.02.01;2009;2009H1;2009Q1;200902;153;0;1;156
Lyon/Saint ExupÚry;Commercial;Lyon;France;Outgoing;Non Scheduled;2009.03.01;2009;2009H1;2009Q1;200903;49;3072;2;50
Lyon/Saint ExupÚry;Commercial;Lyon;France;Incoming;Non Scheduled;2009.03.01;2009;2009H1;2009Q1;200903;0;0;1;50
Lyon/Saint ExupÚry;Commercial;Lyon;France;Outgoing;Non Scheduled;2009.06.01;2009;2009H1;2009Q2;200906;89;0;1;180
Lyon/Saint ExupÚry;Commercial;Lyon;France;Incoming;Non Scheduled;2009.06.01;2009;2009H1;2009Q2;200906;0;0;1;180
Lyon/Saint ExupÚry;Commercial;Lyon;France;Incoming;Non Scheduled;2009.07.01;2009;2009H2;2009Q3;200907;94;0;1;180
Lyon/Saint ExupÚry;Commercial;Lyon;France;Outgoing;Non Scheduled;2009.09.01;2009;2009H2;2009Q3;200909;203;0;2;256
Lyon/Saint ExupÚry;Commercial;Lyon;France;Incoming;Non Scheduled;2009.09.01;2009;2009H2;2009Q3;200909;88;0;2;256
Lyon/Saint ExupÚry;Commercial;Lyon;France;Outgoing;Non Scheduled;2009.10.01;2009;2009H2;2009Q4;200910;0;0;1;184
Lyon/Saint ExupÚry;Commercial;Lyon;France;Outgoing;Scheduled;2009.10.01;2009;2009H2;2009Q4;200910;0;4855;1;0
Lyon/Saint ExupÚry;Commercial;Lyon;France;Incoming;Non Scheduled;2009.10.01;2009;2009H2;2009Q4;200910;180;0;1;184
Lyon/Saint ExupÚry;Commercial;Lyon;France;Incoming;Non Scheduled;2010.01.01;2010;2010H1;2010Q1;201001;0;0;1;144
Lyon/Saint ExupÚry;Commercial;Lyon;France;Outgoing;Non Scheduled;2010.05.01;2010;2010H1;2010Q2;201005;62;0;1;131
Lyon/Saint ExupÚry;Commercial;Lyon;France;Incoming;Non Scheduled;2010.05.01;2010;2010H1;2010Q2;201005;0;0;1;86
Lyon/Saint ExupÚry;Commercial;Lyon;France;Outgoing;Non Scheduled;2010.10.01;2010;2010H2;2010Q4;201010;0;555;1;0
Lyon/Saint ExupÚry;Commercial;Lyon;France;Outgoing;Non Scheduled;2010.11.01;2010;2010H2;2010Q4;201011;0;0;1;0
Lyon/Saint ExupÚry;Commercial;Lyon;France;Outgoing;Non Scheduled;2010.12.01;2010;2010H2;2010Q4;201012;107;0;1;145
Lyon/Saint ExupÚry;Commercial;Lyon;France;Incoming;Non Scheduled;2010.12.01;2010;2010H2;2010Q4;201012;107;0;1;145
Lyon/Saint ExupÚry;Commercial;Lyon;France;Outgoing;Non Scheduled;2011.05.01;2011;2011H1;2011Q2;201105;211;0;2;286
