BonoCPUUsage,BonoLatencyVariance,RegisterRT
35.4877,141.097,2
35.4648,141.097,2
35.4082,141.097,2
35.5083,182.138,2
35.4132,182.138,2
35.4915,182.138,1
35.4926,182.138,2
35.5878,182.138,2
35.4708,134.472,1
35.4564,134.472,2
35.442,134.472,2
35.4757,134.472,2
35.4926,134.472,2
35.4262,244.537,2
35.4251,244.537,2
35.2077,244.537,1
35.2633,244.537,2
35.3696,244.537,2
35.3636,143.35,2
35.4768,143.35,2
35.3428,143.35,1
35.3249,143.35,2
35.3914,143.35,1
35.4191,113.24,2
35.38835,113.24,2
35.3576,113.24,1
35.2217,113.24,2
35.1721,113.24,1
35.3576,120.553,2
35.2991,120.553,1
35.3685,120.553,1
35.3755,120.553,1
35.3397,120.553,2
35.313,153.049,1
35.443,185.545,2
35.3249,185.545,2
35.2862,185.545,2
35.3794,185.545,2
35.2693,180.215,2
35.2614,180.215,1
35.429,180.215,1
35.4724,156.469,2
35.6139,156.469,2
35.6744,156.469,2
35.9431,156.469,2
36.1742,182.486,2
36.282,182.486,1
36.3436,182.486,2
36.4668,182.486,2
36.6531,182.486,2
36.8394,168.529,2
37.1066,168.529,2
37.3541,168.529,2
37.4069,168.529,1
37.5507,168.529,2
37.7601,304.902,2
37.7898,304.902,2
37.8195,304.902,2
37.9526,304.902,2
38.2522,304.902,2
38.5734,193.871,2
38.7124,193.871,2
38.7565,193.871,2
38.8486,193.871,2
39.0269,193.871,2
39.0673,170.436,2
39.2803,170.436,2
39.5538,170.436,2
39.6182,170.436,2
39.638,170.436,2
39.7971,274.206,1
39.8342,274.206,2
39.85795,274.206,2
39.8817,274.206,2
40.0406,274.206,2
40.0304,213.032,2
40.0845,213.032,2
40.1759,213.032,2
40.0643,213.032,2
40.0913,213.032,2
40.0575,161.616,2
40.1792,161.616,1
40.2839,161.616,2
40.3449,161.616,2
40.4126,161.616,2
40.3687,184.29,2
40.3856,184.29,2
40.3177,184.29,2
40.3417,184.29,2
40.3417,184.29,2
40.3147,147.845,2
40.3853,147.845,1
40.3482,147.845,2
40.3482,147.845,2
40.3209,147.845,1
40.3141,167.618,2
40.358,167.618,2
40.3719,167.618,1
40.5785,167.618,2
40.7126,167.618,2
40.7733,328.406,2
40.8315,328.406,2
40.8822,328.406,2
40.8822,328.406,2
41.0096,328.406,2
40.9819,139.488,2
40.9927,139.488,2
41.0265,139.488,2
41.0243,139.488,2
40.9467,139.488,2
40.9467,139.488,2
40.9797,328.15,2
40.8322,328.15,2
40.883,328.15,2
40.9276,328.15,2
40.8291,182.38,2
40.9575,182.38,2
40.7884,182.38,2
40.6737,182.38,2
40.7445,182.38,2
40.7746,190.246,2
40.7915,190.246,2
40.9268,190.246,1
40.9975,190.246,2
41.0404,190.246,2
41.1725,263.676,2
41.2157,263.676,2
41.2589,263.676,2
41.1199,263.676,2
41.3322,263.676,2
41.2538,459.914,2
41.3142,459.914,2
41.4363,459.914,2
41.3392,459.914,2
41.4124,459.914,2
41.3153,162.999,2
41.2787,162.999,1
41.3851,162.999,2
41.3682,162.999,2
41.3572,162.999,2
41.4235,431.498,2
41.37,431.498,2
41.3421,431.498,2
41.352,431.498,2
41.3921,431.498,2
41.4322,431.498,2
41.5094,135.96,2
41.5768,135.96,2
41.5992,135.96,2
41.6386,135.96,2
41.6919,186.354,2
41.595,186.354,2
41.7845,186.354,2
41.8589,186.354,2
41.911,186.354,1
41.967,193.368,2
42.0424,193.368,2
41.7956,193.368,2
41.7592,193.368,2
41.8167,193.368,2
41.734,181.638,2
41.72975,181.638,2
41.7255,181.638,2
41.8628,181.638,2
41.8558,181.638,2
41.7787,165.318,2
41.7885,165.318,2
41.7928,165.318,2
41.9382,165.318,1
41.9745,165.318,2
41.839,235.332,2
41.8683,235.332,2
41.8417,235.332,2
41.8292,235.332,2
41.864,235.332,2
41.8612,184.963,2
41.8304,184.963,2
41.8905,184.963,1
41.9506,184.963,2
41.9913,184.963,2
41.8585,163.393,2
41.8026,163.393,2
41.7983,163.393,2
41.7368,163.393,2
41.6484,163.393,2
41.5024,267.977,2
41.3718,267.977,2
41.3659,267.977,2
41.2171,267.977,2
41.3311,267.977,2
41.2142,181.497,2
41.1834,181.497,2
41.2776,181.497,1
41.2776,181.497,2
41.345,181.497,2
41.2519,206.191,2
41.3054,206.191,2
41.2805,206.191,2
41.4101,206.191,2
41.7353,206.191,2
41.6513,341.176,2
41.5291,341.176,2
41.5965,341.176,2
41.6933,341.176,2
41.7031,341.176,2
41.7747,164.609,2
41.6568,164.609,2
41.6933,164.609,2
41.75925,164.609,2
41.8252,164.609,2
41.8056,547.372,2
41.7621,547.372,2
41.8812,547.372,2
41.828,547.372,2
41.7943,547.372,2
41.546,167.129,2
41.5123,167.129,2
41.5431,167.129,2
41.567,167.129,2
41.4531,167.129,2
41.3944,185.524,2
41.5361,185.524,2
41.3747,185.524,2
41.4084,185.524,2
41.4897,185.524,2
41.4897,185.524,2
41.3997,252.884,2
41.4461,252.884,2
41.5685,252.884,2
41.3172,252.884,2
41.3915,163.91,2
41.5291,163.91,2
41.4646,163.91,2
41.4182,163.91,2
41.3282,163.91,2
41.3857,214.434,2
41.4165,214.434,2
41.3252,214.434,2
41.449,214.434,2
41.5361,214.434,1
41.3371,241.68,2
41.5815,418.234,2
41.6639,418.234,2
42.2252,418.234,2
42.3948,418.234,2
42.7373,418.234,2
42.9098,483.351,2
43.1228,483.351,2
43.3384,483.351,2
43.4651,483.351,2
43.6976,172.411,2
43.8538,172.411,2
43.9315,172.411,2
44.0175,172.411,2
44.133,172.411,2
44.133,172.411,2
44.172,227.129,2
44.4258,227.129,2
44.5878,227.129,2
44.5246,227.129,2
44.8241,227.129,2
44.9992,174.217,2
45.2337,174.217,2
45.1089,174.217,2
45.1618,174.217,2
45.2792,174.217,2
45.3463,291.845,2
45.4362,291.845,2
45.5263,291.845,2
45.7138,291.845,2
45.75715,265.5465,2
45.8005,239.248,2
45.9487,239.248,2
46.0765,239.248,2
46.1345,239.248,2
46.2183,239.248,2
46.5405,843.406,2
46.5673,843.406,2
46.7615,843.406,2
46.933,843.406,2
46.9507,843.406,2
47.0961,290.118,2
47.2102,290.118,2
47.161,290.118,2
